workload,source,family,role,assignment,transformation,machine,model,tiles,ccz_share,regime,makespan,depth,t_count,ccz_count,teq_demand,t_stalls,ccz_stalls,total_stalls,t_waste,ccz_waste,peak_stage_demand,mean_stage_demand,burstiness,stages,parallelism,space_time,factory_tiles,utilisation,baseline_makespan,improvement,baseline_depth,depth_reduction,supply_bound
qb_sat_n11,qasmbench,oracle,control,ccz,commuting,A_200_0.5,A,200,0.5,constrained,144,133,0,22,44.0,0,15,15,79,0,4.0,2.1,0.2033,21,0.684,24624,171,0.2654,144,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace1,A_200_0.5,A,200,0.5,constrained,144,139,0,22,44.0,0,5,5,79,0,2.0,2.0,0.0,22,0.655,24624,171,0.2654,144,0.0,133,-0.0451,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace2,A_200_0.5,A,200,0.5,constrained,144,134,0,22,44.0,0,10,10,79,0,4.0,2.1,0.2033,21,0.679,24624,171,0.2654,144,0.0,133,-0.0075,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace4,A_200_0.5,A,200,0.5,constrained,144,133,0,22,44.0,0,15,15,79,0,4.0,2.1,0.2033,21,0.684,24624,171,0.2654,144,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace8,A_200_0.5,A,200,0.5,constrained,144,133,0,22,44.0,0,15,15,79,0,4.0,2.1,0.2033,21,0.684,24624,171,0.2654,144,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional,A_200_0.5,A,200,0.5,constrained,144,133,0,22,44.0,0,15,15,79,0,4.0,2.1,0.2033,21,0.684,24624,171,0.2654,144,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional_pace4,A_200_0.5,A,200,0.5,constrained,144,133,0,22,44.0,0,15,15,79,0,4.0,2.1,0.2033,21,0.684,24624,171,0.2654,144,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting,A_3200_0.5,A,3200,0.5,abundant,135,133,0,22,44.0,0,2,2,1629,427,4.0,2.1,0.2033,21,0.684,429165,3179,0.0159,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace1,A_3200_0.5,A,3200,0.5,abundant,141,139,0,22,44.0,0,2,2,1708,449,2.0,2.0,0.0,22,0.655,448239,3179,0.0152,135,-0.0444,133,-0.0451,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace2,A_3200_0.5,A,3200,0.5,abundant,136,134,0,22,44.0,0,2,2,1643,430,4.0,2.1,0.2033,21,0.679,432344,3179,0.0158,135,-0.0074,133,-0.0075,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace4,A_3200_0.5,A,3200,0.5,abundant,135,133,0,22,44.0,0,2,2,1629,427,4.0,2.1,0.2033,21,0.684,429165,3179,0.0159,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace8,A_3200_0.5,A,3200,0.5,abundant,135,133,0,22,44.0,0,2,2,1629,427,4.0,2.1,0.2033,21,0.684,429165,3179,0.0159,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional,A_3200_0.5,A,3200,0.5,abundant,135,133,0,22,44.0,0,2,2,1629,427,4.0,2.1,0.2033,21,0.684,429165,3179,0.0159,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional_pace4,A_3200_0.5,A,3200,0.5,abundant,135,133,0,22,44.0,0,2,2,1629,427,4.0,2.1,0.2033,21,0.684,429165,3179,0.0159,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting,A_400_0.25,A,400,0.25,constrained,144,133,0,22,44.0,0,15,15,300,0,4.0,2.1,0.2033,21,0.684,53136,369,0.1096,144,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace1,A_400_0.25,A,400,0.25,constrained,144,139,0,22,44.0,0,5,5,300,0,2.0,2.0,0.0,22,0.655,53136,369,0.1096,144,0.0,133,-0.0451,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace2,A_400_0.25,A,400,0.25,constrained,144,134,0,22,44.0,0,10,10,300,0,4.0,2.1,0.2033,21,0.679,53136,369,0.1096,144,0.0,133,-0.0075,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace4,A_400_0.25,A,400,0.25,constrained,144,133,0,22,44.0,0,15,15,300,0,4.0,2.1,0.2033,21,0.684,53136,369,0.1096,144,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace8,A_400_0.25,A,400,0.25,constrained,144,133,0,22,44.0,0,15,15,300,0,4.0,2.1,0.2033,21,0.684,53136,369,0.1096,144,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional,A_400_0.25,A,400,0.25,constrained,144,133,0,22,44.0,0,15,15,300,0,4.0,2.1,0.2033,21,0.684,53136,369,0.1096,144,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional_pace4,A_400_0.25,A,400,0.25,constrained,144,133,0,22,44.0,0,15,15,300,0,4.0,2.1,0.2033,21,0.684,53136,369,0.1096,144,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting,A_400_0.5,A,400,0.5,constrained,135,133,0,22,44.0,0,2,2,175,12,4.0,2.1,0.2033,21,0.684,55890,414,0.1236,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace1,A_400_0.5,A,400,0.5,constrained,141,139,0,22,44.0,0,2,2,184,15,2.0,2.0,0.0,22,0.655,58374,414,0.1184,135,-0.0444,133,-0.0451,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace2,A_400_0.5,A,400,0.5,constrained,136,134,0,22,44.0,0,2,2,176,12,4.0,2.1,0.2033,21,0.679,56304,414,0.1227,135,-0.0074,133,-0.0075,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace4,A_400_0.5,A,400,0.5,constrained,135,133,0,22,44.0,0,2,2,175,12,4.0,2.1,0.2033,21,0.684,55890,414,0.1236,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace8,A_400_0.5,A,400,0.5,constrained,135,133,0,22,44.0,0,2,2,175,12,4.0,2.1,0.2033,21,0.684,55890,414,0.1236,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional,A_400_0.5,A,400,0.5,constrained,135,133,0,22,44.0,0,2,2,175,12,4.0,2.1,0.2033,21,0.684,55890,414,0.1236,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional_pace4,A_400_0.5,A,400,0.5,constrained,135,133,0,22,44.0,0,2,2,175,12,4.0,2.1,0.2033,21,0.684,55890,414,0.1236,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting,A_400_0.75,A,400,0.75,constrained,135,133,0,22,44.0,0,2,2,72,34,4.0,2.1,0.2033,21,0.684,52245,387,0.1515,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace1,A_400_0.75,A,400,0.75,constrained,141,139,0,22,44.0,0,2,2,76,38,2.0,2.0,0.0,22,0.655,54567,387,0.145,135,-0.0444,133,-0.0451,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace2,A_400_0.75,A,400,0.75,constrained,136,134,0,22,44.0,0,2,2,72,34,4.0,2.1,0.2033,21,0.679,52632,387,0.1504,135,-0.0074,133,-0.0075,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace4,A_400_0.75,A,400,0.75,constrained,135,133,0,22,44.0,0,2,2,72,34,4.0,2.1,0.2033,21,0.684,52245,387,0.1515,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace8,A_400_0.75,A,400,0.75,constrained,135,133,0,22,44.0,0,2,2,72,34,4.0,2.1,0.2033,21,0.684,52245,387,0.1515,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional,A_400_0.75,A,400,0.75,constrained,135,133,0,22,44.0,0,2,2,72,34,4.0,2.1,0.2033,21,0.684,52245,387,0.1515,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional_pace4,A_400_0.75,A,400,0.75,constrained,135,133,0,22,44.0,0,2,2,72,34,4.0,2.1,0.2033,21,0.684,52245,387,0.1515,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting,A_800_0.5,A,800,0.5,moderate,135,133,0,22,44.0,0,2,2,381,77,4.0,2.1,0.2033,21,0.684,111780,828,0.0618,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace1,A_800_0.5,A,800,0.5,moderate,141,139,0,22,44.0,0,2,2,400,83,2.0,2.0,0.0,22,0.655,116748,828,0.0592,135,-0.0444,133,-0.0451,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace2,A_800_0.5,A,800,0.5,moderate,136,134,0,22,44.0,0,2,2,384,78,4.0,2.1,0.2033,21,0.679,112608,828,0.0614,135,-0.0074,133,-0.0075,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace4,A_800_0.5,A,800,0.5,moderate,135,133,0,22,44.0,0,2,2,381,77,4.0,2.1,0.2033,21,0.684,111780,828,0.0618,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace8,A_800_0.5,A,800,0.5,moderate,135,133,0,22,44.0,0,2,2,381,77,4.0,2.1,0.2033,21,0.684,111780,828,0.0618,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional,A_800_0.5,A,800,0.5,moderate,135,133,0,22,44.0,0,2,2,381,77,4.0,2.1,0.2033,21,0.684,111780,828,0.0618,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional_pace4,A_800_0.5,A,800,0.5,moderate,135,133,0,22,44.0,0,2,2,381,77,4.0,2.1,0.2033,21,0.684,111780,828,0.0618,135,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting,B_400_0.5,B,400,0.5,constrained,138,133,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.684,53268,386,0.1644,138,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace1,B_400_0.5,B,400,0.5,constrained,144,139,0,22,44.0,0,5,5,0,0,2.0,2.0,0.0,22,0.655,55584,386,0.1576,138,-0.0435,133,-0.0451,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace2,B_400_0.5,B,400,0.5,constrained,139,134,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.679,53654,386,0.1632,138,-0.0072,133,-0.0075,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace4,B_400_0.5,B,400,0.5,constrained,138,133,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.684,53268,386,0.1644,138,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace8,B_400_0.5,B,400,0.5,constrained,138,133,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.684,53268,386,0.1644,138,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional,B_400_0.5,B,400,0.5,constrained,138,133,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.684,53268,386,0.1644,138,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional_pace4,B_400_0.5,B,400,0.5,constrained,138,133,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.684,53268,386,0.1644,138,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting,C_400_0.5,C,400,0.5,constrained,138,133,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.684,54372,394,0.1644,138,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace1,C_400_0.5,C,400,0.5,constrained,144,139,0,22,44.0,0,5,5,0,0,2.0,2.0,0.0,22,0.655,56736,394,0.1576,138,-0.0435,133,-0.0451,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace2,C_400_0.5,C,400,0.5,constrained,139,134,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.679,54766,394,0.1632,138,-0.0072,133,-0.0075,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace4,C_400_0.5,C,400,0.5,constrained,138,133,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.684,54372,394,0.1644,138,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,commuting_pace8,C_400_0.5,C,400,0.5,constrained,138,133,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.684,54372,394,0.1644,138,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional,C_400_0.5,C,400,0.5,constrained,138,133,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.684,54372,394,0.1644,138,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,ccz,conventional_pace4,C_400_0.5,C,400,0.5,constrained,138,133,0,22,44.0,0,5,5,0,0,4.0,2.1,0.2033,21,0.684,54372,394,0.1644,138,0.0,133,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting,A_200_0.5,A,200,0.5,constrained,183,175,88,0,88.0,8,0,8,23,0,8.0,4.19,0.2033,21,0.52,31293,171,0.4176,183,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace1,A_200_0.5,A,200,0.5,constrained,191,183,88,0,88.0,8,0,8,29,0,4.0,4.0,0.0,22,0.497,32661,171,0.4001,183,-0.0437,175,-0.0457,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace2,A_200_0.5,A,200,0.5,constrained,184,176,88,0,88.0,8,0,8,24,0,8.0,4.19,0.2033,21,0.517,31464,171,0.4153,183,-0.0055,175,-0.0057,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace4,A_200_0.5,A,200,0.5,constrained,183,175,88,0,88.0,8,0,8,23,0,8.0,4.19,0.2033,21,0.52,31293,171,0.4176,183,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace8,A_200_0.5,A,200,0.5,constrained,183,175,88,0,88.0,8,0,8,23,0,8.0,4.19,0.2033,21,0.52,31293,171,0.4176,183,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional,A_200_0.5,A,200,0.5,constrained,183,175,88,0,88.0,8,0,8,23,0,8.0,4.19,0.2033,21,0.52,31293,171,0.4176,183,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional_pace4,A_200_0.5,A,200,0.5,constrained,183,175,88,0,88.0,8,0,8,23,0,8.0,4.19,0.2033,21,0.52,31293,171,0.4176,183,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting,A_3200_0.5,A,3200,0.5,abundant,182,175,88,0,88.0,7,0,7,2161,621,8.0,4.19,0.2033,21,0.52,578578,3179,0.0236,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace1,A_3200_0.5,A,3200,0.5,abundant,190,183,88,0,88.0,7,0,7,2266,650,4.0,4.0,0.0,22,0.497,604010,3179,0.0226,182,-0.044,175,-0.0457,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace2,A_3200_0.5,A,3200,0.5,abundant,183,176,88,0,88.0,7,0,7,2174,625,8.0,4.19,0.2033,21,0.517,581757,3179,0.0234,182,-0.0055,175,-0.0057,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace4,A_3200_0.5,A,3200,0.5,abundant,182,175,88,0,88.0,7,0,7,2161,621,8.0,4.19,0.2033,21,0.52,578578,3179,0.0236,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace8,A_3200_0.5,A,3200,0.5,abundant,182,175,88,0,88.0,7,0,7,2161,621,8.0,4.19,0.2033,21,0.52,578578,3179,0.0236,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional,A_3200_0.5,A,3200,0.5,abundant,182,175,88,0,88.0,7,0,7,2161,621,8.0,4.19,0.2033,21,0.52,578578,3179,0.0236,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional_pace4,A_3200_0.5,A,3200,0.5,abundant,182,175,88,0,88.0,7,0,7,2161,621,8.0,4.19,0.2033,21,0.52,578578,3179,0.0236,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting,A_400_0.25,A,400,0.25,constrained,182,175,88,0,88.0,7,0,7,305,0,8.0,4.19,0.2033,21,0.52,67158,369,0.1734,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace1,A_400_0.25,A,400,0.25,constrained,190,183,88,0,88.0,7,0,7,325,0,4.0,4.0,0.0,22,0.497,70110,369,0.1661,182,-0.044,175,-0.0457,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace2,A_400_0.25,A,400,0.25,constrained,183,176,88,0,88.0,7,0,7,308,0,8.0,4.19,0.2033,21,0.517,67527,369,0.1725,182,-0.0055,175,-0.0057,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace4,A_400_0.25,A,400,0.25,constrained,182,175,88,0,88.0,7,0,7,305,0,8.0,4.19,0.2033,21,0.52,67158,369,0.1734,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace8,A_400_0.25,A,400,0.25,constrained,182,175,88,0,88.0,7,0,7,305,0,8.0,4.19,0.2033,21,0.52,67158,369,0.1734,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional,A_400_0.25,A,400,0.25,constrained,182,175,88,0,88.0,7,0,7,305,0,8.0,4.19,0.2033,21,0.52,67158,369,0.1734,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional_pace4,A_400_0.25,A,400,0.25,constrained,182,175,88,0,88.0,7,0,7,305,0,8.0,4.19,0.2033,21,0.52,67158,369,0.1734,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting,A_400_0.5,A,400,0.5,constrained,182,175,88,0,88.0,7,0,7,164,57,8.0,4.19,0.2033,21,0.52,75348,414,0.1834,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace1,A_400_0.5,A,400,0.5,constrained,190,183,88,0,88.0,7,0,7,177,61,4.0,4.0,0.0,22,0.497,78660,414,0.1757,182,-0.044,175,-0.0457,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace2,A_400_0.5,A,400,0.5,constrained,183,176,88,0,88.0,7,0,7,165,58,8.0,4.19,0.2033,21,0.517,75762,414,0.1824,182,-0.0055,175,-0.0057,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace4,A_400_0.5,A,400,0.5,constrained,182,175,88,0,88.0,7,0,7,164,57,8.0,4.19,0.2033,21,0.52,75348,414,0.1834,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace8,A_400_0.5,A,400,0.5,constrained,182,175,88,0,88.0,7,0,7,164,57,8.0,4.19,0.2033,21,0.52,75348,414,0.1834,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional,A_400_0.5,A,400,0.5,constrained,182,175,88,0,88.0,7,0,7,164,57,8.0,4.19,0.2033,21,0.52,75348,414,0.1834,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional_pace4,A_400_0.5,A,400,0.5,constrained,182,175,88,0,88.0,7,0,7,164,57,8.0,4.19,0.2033,21,0.52,75348,414,0.1834,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting,A_400_0.75,A,400,0.75,constrained,183,175,88,0,88.0,8,0,8,23,88,8.0,4.19,0.2033,21,0.52,70821,387,0.2235,183,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace1,A_400_0.75,A,400,0.75,constrained,191,183,88,0,88.0,8,0,8,29,93,4.0,4.0,0.0,22,0.497,73917,387,0.2141,183,-0.0437,175,-0.0457,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace2,A_400_0.75,A,400,0.75,constrained,184,176,88,0,88.0,8,0,8,24,88,8.0,4.19,0.2033,21,0.517,71208,387,0.2223,183,-0.0055,175,-0.0057,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace4,A_400_0.75,A,400,0.75,constrained,183,175,88,0,88.0,8,0,8,23,88,8.0,4.19,0.2033,21,0.52,70821,387,0.2235,183,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace8,A_400_0.75,A,400,0.75,constrained,183,175,88,0,88.0,8,0,8,23,88,8.0,4.19,0.2033,21,0.52,70821,387,0.2235,183,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional,A_400_0.75,A,400,0.75,constrained,183,175,88,0,88.0,8,0,8,23,88,8.0,4.19,0.2033,21,0.52,70821,387,0.2235,183,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional_pace4,A_400_0.75,A,400,0.75,constrained,183,175,88,0,88.0,8,0,8,23,88,8.0,4.19,0.2033,21,0.52,70821,387,0.2235,183,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting,A_800_0.5,A,800,0.5,moderate,182,175,88,0,88.0,7,0,7,447,146,8.0,4.19,0.2033,21,0.52,150696,828,0.0917,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace1,A_800_0.5,A,800,0.5,moderate,190,183,88,0,88.0,7,0,7,473,154,4.0,4.0,0.0,22,0.497,157320,828,0.0878,182,-0.044,175,-0.0457,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace2,A_800_0.5,A,800,0.5,moderate,183,176,88,0,88.0,7,0,7,450,147,8.0,4.19,0.2033,21,0.517,151524,828,0.0912,182,-0.0055,175,-0.0057,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace4,A_800_0.5,A,800,0.5,moderate,182,175,88,0,88.0,7,0,7,447,146,8.0,4.19,0.2033,21,0.52,150696,828,0.0917,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace8,A_800_0.5,A,800,0.5,moderate,182,175,88,0,88.0,7,0,7,447,146,8.0,4.19,0.2033,21,0.52,150696,828,0.0917,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional,A_800_0.5,A,800,0.5,moderate,182,175,88,0,88.0,7,0,7,447,146,8.0,4.19,0.2033,21,0.52,150696,828,0.0917,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional_pace4,A_800_0.5,A,800,0.5,moderate,182,175,88,0,88.0,7,0,7,447,146,8.0,4.19,0.2033,21,0.52,150696,828,0.0917,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting,B_400_0.5,B,400,0.5,constrained,186,175,88,0,88.0,11,0,11,0,0,8.0,4.19,0.2033,21,0.52,71796,386,0.244,186,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace1,B_400_0.5,B,400,0.5,constrained,194,183,88,0,88.0,11,0,11,0,0,4.0,4.0,0.0,22,0.497,74884,386,0.2339,186,-0.043,175,-0.0457,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace2,B_400_0.5,B,400,0.5,constrained,187,176,88,0,88.0,11,0,11,0,0,8.0,4.19,0.2033,21,0.517,72182,386,0.2426,186,-0.0054,175,-0.0057,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace4,B_400_0.5,B,400,0.5,constrained,186,175,88,0,88.0,11,0,11,0,0,8.0,4.19,0.2033,21,0.52,71796,386,0.244,186,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace8,B_400_0.5,B,400,0.5,constrained,186,175,88,0,88.0,11,0,11,0,0,8.0,4.19,0.2033,21,0.52,71796,386,0.244,186,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional,B_400_0.5,B,400,0.5,constrained,186,175,88,0,88.0,11,0,11,0,0,8.0,4.19,0.2033,21,0.52,71796,386,0.244,186,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional_pace4,B_400_0.5,B,400,0.5,constrained,186,175,88,0,88.0,11,0,11,0,0,8.0,4.19,0.2033,21,0.52,71796,386,0.244,186,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting,C_400_0.5,C,400,0.5,constrained,182,175,88,0,88.0,7,0,7,0,0,8.0,4.19,0.2033,21,0.52,71708,394,0.2493,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace1,C_400_0.5,C,400,0.5,constrained,190,183,88,0,88.0,7,0,7,0,0,4.0,4.0,0.0,22,0.497,74860,394,0.2388,182,-0.044,175,-0.0457,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace2,C_400_0.5,C,400,0.5,constrained,183,176,88,0,88.0,7,0,7,0,0,8.0,4.19,0.2033,21,0.517,72102,394,0.248,182,-0.0055,175,-0.0057,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace4,C_400_0.5,C,400,0.5,constrained,182,175,88,0,88.0,7,0,7,0,0,8.0,4.19,0.2033,21,0.52,71708,394,0.2493,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,commuting_pace8,C_400_0.5,C,400,0.5,constrained,182,175,88,0,88.0,7,0,7,0,0,8.0,4.19,0.2033,21,0.52,71708,394,0.2493,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional,C_400_0.5,C,400,0.5,constrained,182,175,88,0,88.0,7,0,7,0,0,8.0,4.19,0.2033,21,0.52,71708,394,0.2493,182,0.0,175,0.0,0
qb_sat_n11,qasmbench,oracle,control,t,conventional_pace4,C_400_0.5,C,400,0.5,constrained,182,175,88,0,88.0,7,0,7,0,0,8.0,4.19,0.2033,21,0.52,71708,394,0.2493,182,0.0,175,0.0,0
qb_sat_n7,qasmbench,oracle,control,ccz,commuting,A_200_0.5,A,200,0.5,constrained,48,40,0,6,12.0,0,9,9,0,0,4.0,2.4,0.3333,5,1.0,8208,171,0.2171,48,0.0,40,0.0,1
qb_sat_n7,qasmbench,oracle,control,ccz,commuting_pace1,A_200_0.5,A,200,0.5,constrained,48,45,0,6,12.0,0,3,3,0,0,2.0,2.0,0.0,6,0.889,8208,171,0.2171,48,0.0,40,-0.125,0
qb_sat_n7,qasmbench,oracle,control,ccz,commuting_pace2,A_200_0.5,A,200,0.5,constrained,48,40,0,6,12.0,0,9,9,0,0,4.0,2.4,0.3333,5,1.0,8208,171,0.2171,48,0.0,40,0.0,1
qb_sat_n7,qasmbench,oracle,control,ccz,commuting_pace4,A_200_0.5,A,200,0.5,constrained,48,40,0,6,12.0,0,9,9,0,0,4.0,2.4,0.3333,5,1.0,8208,171,0.2171,48,0.0,40,0.0,1
qb_sat_n7,qasmbench,oracle,control,ccz,commuting_pace8,A_200_0.5,A,200,0.5,constrained,48,40,0,6,12.0,0,9,9,0,0,4.0,2.4,0.3333,5,1.0,8208,171,0.2171,48,0.0,40,0.0,1
qb_sat_n7,qasmbench,oracle,control,ccz,conventional,A_200_0.5,A,200,0.5,constrained,48,40,0,6,12.0,0,9,9,0,0,4.0,2.4,0.3333,5,1.0,8208,171,0.2171,48,0.0,40,0.0,1
