kernel,family,concurrency,decision_sites,assignment_space,capacity_target,ccz_share,t_rate,ccz_rate,capacity_achieved,imbalance,factory_tiles,supply_pressure,makespan_uniform_min_teq,makespan_min_weighted_count,makespan_uniform_oracle,makespan_two_term_descent,makespan_local_sim_greedy,makespan_share_aware_greedy,makespan_proportional_split,makespan_sim_descent,makespan_global_oracle,oracle_exhaustive,regret_uniform_min_teq,regret_min_weighted_count,regret_uniform_oracle,regret_two_term_descent,regret_local_sim_greedy,regret_share_aware_greedy,regret_proportional_split,regret_sim_descent,best_simple_baseline,makespan_best_simple,headroom_over_uniform_oracle,headroom_over_best_simple,oracle_heterogeneity,oracle_ccz_share_of_demand,uniform_ccz_share_of_demand,oracle_space_time,uniform_space_time,space_time_ratio,seconds_uniform_min_teq,seconds_min_weighted_count,seconds_uniform_oracle,seconds_two_term_descent,seconds_local_sim_greedy,seconds_share_aware_greedy,seconds_proportional_split,seconds_sim_descent,seconds_global_oracle
grover_c32_i2,grover,1,4,400,2.0,0.75,0.5455,0.6667,1.8788,2.4444,354,0.8308,209,209,209,257,209,209,324,200,200,1,1.045,1.045,1.045,1.285,1.045,1.045,1.62,1.0,uniform_min_teq,209,0.0431,0.0431,0.25,1.0,1.0,108800,111606,0.9749,0.1079,0.0101,0.1445,0.4573,0.0234,0.0239,0.0145,0.9521,1.774
grover_c32_i2,grover,1,4,400,2.0,0.9,0.1818,0.8333,1.8485,9.1667,382,0.8445,201,201,194,189,194,194,324,189,189,1,1.0635,1.0635,1.0265,1.0,1.0265,1.0265,1.7143,1.0,two_term_descent,189,0.0258,0.0,0.25,1.0,1.0,108108,112908,0.9575,0.1038,0.0098,0.1537,0.4609,0.0279,0.0283,0.0097,1.422,2.1705
grover_c8_i2,grover,1,4,400,0.25,0.1,0.1818,0.1667,0.5152,1.8333,94,1.2335,327,327,327,291,327,327,327,291,285,1,1.1474,1.1474,1.1474,1.0211,1.1474,1.1474,1.1474,1.0211,two_term_descent,291,0.1284,0.0206,0.25,0.7705,1.0,41610,47742,0.8716,0.0603,0.0062,0.0972,0.2884,0.0201,0.0247,0.0072,0.6612,1.3713
grover_c8_i2,grover,1,4,400,0.25,0.25,0.1818,0.1667,0.5152,1.8333,94,1.2335,327,327,327,291,327,327,327,291,285,1,1.1474,1.1474,1.1474,1.0211,1.1474,1.1474,1.1474,1.0211,two_term_descent,291,0.1284,0.0206,0.25,0.7705,1.0,41610,47742,0.8716,0.0598,0.006,0.1011,0.2718,0.0192,0.0211,0.0071,0.634,1.2546
grover_c8_i2,grover,1,4,400,0.25,0.5,0.0909,0.1667,0.4242,3.6667,83,1.4302,327,327,327,453,327,327,327,327,327,1,1.0,1.0,1.0,1.3853,1.0,1.0,1.0,1.0,uniform_min_teq,327,0.0,0.0,0.0,1.0,1.0,44145,44145,1.0,0.0571,0.0056,0.1143,0.2303,0.0266,0.0223,0.0062,0.9721,1.8008
grover_c8_i2,grover,1,4,400,0.25,0.75,0.0909,0.1667,0.4242,3.6667,83,1.4302,327,327,327,453,327,327,327,327,327,1,1.0,1.0,1.0,1.3853,1.0,1.0,1.0,1.0,uniform_min_teq,327,0.0,0.0,0.0,1.0,1.0,44145,44145,1.0,0.0639,0.0064,0.1286,0.2512,0.0269,0.021,0.0059,0.929,1.7704
grover_c8_i2,grover,1,4,400,0.25,0.9,0.0909,0.1667,0.4242,3.6667,83,1.4302,327,327,327,453,327,327,327,327,327,1,1.0,1.0,1.0,1.3853,1.0,1.0,1.0,1.0,uniform_min_teq,327,0.0,0.0,0.0,1.0,1.0,44145,44145,1.0,0.056,0.0057,0.1227,0.2234,0.0257,0.0226,0.0063,0.9342,1.6905
grover_c8_i2,grover,1,4,400,0.5,0.1,0.4545,0.1667,0.7879,1.3636,127,0.7253,327,229,229,271,238,238,310,209,209,1,1.5646,1.0957,1.0957,1.2967,1.1388,1.1388,1.4833,1.0,min_weighted_count,229,0.0873,0.0873,0.5,0.6296,0.2593,36157,38243,0.9455,0.06,0.0062,0.0877,0.3072,0.0159,0.0159,0.0071,0.5802,1.0635
grover_c8_i2,grover,1,4,400,0.5,0.25,0.3636,0.1667,0.697,1.0909,116,0.8199,327,230,230,271,238,238,384,209,209,1,1.5646,1.1005,1.1005,1.2967,1.1388,1.1388,1.8373,1.0,min_weighted_count,230,0.0913,0.0913,0.5,0.6296,0.2593,33858,35880,0.9436,0.0614,0.0061,0.085,0.3044,0.0169,0.0183,0.0071,0.6364,1.1039
grover_c8_i2,grover,1,4,400,0.5,0.5,0.2727,0.1667,0.6061,1.2222,105,0.9429,327,327,279,291,327,327,327,277,236,1,1.3856,1.3856,1.1822,1.2331,1.3856,1.3856,1.3856,1.1737,uniform_oracle,279,0.1541,0.1541,0.5,0.6296,0.5882,35636,46035,0.7741,0.059,0.0058,0.0917,0.3042,0.0182,0.0182,0.0071,0.8401,1.1855
grover_c8_i2,grover,1,4,400,0.5,0.75,0.0909,0.1667,0.4242,3.6667,83,1.4302,327,327,327,453,327,327,327,327,327,1,1.0,1.0,1.0,1.3853,1.0,1.0,1.0,1.0,uniform_min_teq,327,0.0,0.0,0.0,1.0,1.0,44145,44145,1.0,0.0615,0.0066,0.1252,0.2397,0.0281,0.026,0.0082,0.9821,1.7453
grover_c8_i2,grover,1,4,400,0.5,0.9,0.0909,0.1667,0.4242,3.6667,83,1.4302,327,327,327,453,327,327,327,327,327,1,1.0,1.0,1.0,1.3853,1.0,1.0,1.0,1.0,uniform_min_teq,327,0.0,0.0,0.0,1.0,1.0,44145,44145,1.0,0.0567,0.0062,0.1142,0.2168,0.0227,0.0273,0.0063,0.9018,1.7588
grover_c8_i2,grover,1,4,400,1.0,0.1,0.9091,0.1667,1.2424,2.7273,182,0.4599,327,235,229,271,238,238,254,209,209,1,1.5646,1.1244,1.0957,1.2967,1.1388,1.1388,1.2153,1.0,uniform_oracle,229,0.0873,0.0873,0.5,0.6296,0.2593,47652,50838,0.9373,0.0584,0.0065,0.0836,0.2523,0.0175,0.0222,0.0076,0.5402,1.0321
grover_c8_i2,grover,1,4,400,1.0,0.25,0.7273,0.1667,1.0606,2.1818,160,0.5388,327,241,229,271,238,238,258,209,209,1,1.5646,1.1531,1.0957,1.2967,1.1388,1.1388,1.2344,1.0,uniform_oracle,229,0.0873,0.0873,0.5,0.6296,0.2593,43054,45800,0.94,0.0586,0.0064,0.083,0.2444,0.0177,0.0177,0.0078,0.5538,1.1081
grover_c8_i2,grover,1,4,400,1.0,0.5,0.5455,0.3333,1.2121,1.2222,210,0.5272,173,173,173,173,180,180,180,173,173,1,1.0,1.0,1.0,1.0,1.0405,1.0405,1.0405,1.0,uniform_min_teq,173,0.0,0.0,0.25,1.0,1.0,46018,46710,0.9852,0.0662,0.0063,0.0879,0.3119,0.0163,0.0169,0.0072,0.5401,0.9316
grover_c8_i2,grover,1,4,400,1.0,0.75,0.2727,0.3333,0.9394,2.4444,177,0.6803,173,173,173,173,180,180,180,173,173,1,1.0,1.0,1.0,1.0,1.0405,1.0405,1.0405,1.0,uniform_min_teq,173,0.0,0.0,0.25,1.0,1.0,40309,41001,0.9831,0.0504,0.0052,0.0751,0.2306,0.0164,0.0151,0.006,0.5494,1.1433
grover_c8_i2,grover,1,4,400,1.0,0.9,0.0909,0.5,1.0909,11.0,227,0.9342,167,167,167,167,167,167,180,167,167,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0778,1.0,uniform_min_teq,167,0.0,0.0,0.5,1.0,1.0,48931,47929,1.0209,0.0587,0.0057,0.1206,0.3245,0.0247,0.0243,0.0066,1.1035,1.8598
grover_c8_i2,grover,1,4,400,2.0,0.1,1.8182,0.1667,2.1515,5.4545,292,0.3049,327,224,224,280,224,224,253,198,198,1,1.6515,1.1313,1.1313,1.4141,1.1313,1.1313,1.2778,1.0,min_weighted_count,224,0.1161,0.1161,0.5,0.4426,0.0,67716,74368,0.9106,0.0625,0.0067,0.0866,0.3391,0.0216,0.022,0.0081,0.5964,0.9517
grover_c8_i2,grover,1,4,400,2.0,0.25,1.4545,0.3333,2.1212,2.1818,320,0.3013,173,226,173,173,180,180,253,173,173,1,1.0,1.3064,1.0,1.0,1.0405,1.0405,1.4624,1.0,uniform_min_teq,173,0.0,0.0,0.25,1.0,1.0,65048,65740,0.9895,0.0691,0.0072,0.0856,0.3121,0.021,0.0182,0.0087,0.4855,0.9784
grover_c8_i2,grover,1,4,400,2.0,0.5,1.0,0.5,2.0,1.0,337,0.5649,167,167,167,179,167,167,254,161,161,1,1.0373,1.0373,1.0373,1.1118,1.0373,1.0373,1.5776,1.0,uniform_min_teq,167,0.0359,0.0359,0.5,0.8391,1.0,65527,66299,0.9884,0.0614,0.006,0.0796,0.3489,0.0163,0.0168,0.0074,0.8804,0.9719
grover_c8_i2,grover,1,4,400,2.0,0.75,0.5455,0.6667,1.8788,2.4444,354,0.5754,165,165,165,168,165,165,180,153,153,1,1.0784,1.0784,1.0784,1.098,1.0784,1.0784,1.1765,1.0,uniform_min_teq,165,0.0727,0.0727,0.25,1.0,1.0,64872,68310,0.9497,0.0615,0.0061,0.0846,0.2838,0.0217,0.0184,0.0073,0.7995,1.0585
grover_c8_i2,grover,1,4,400,2.0,0.9,0.1818,0.8333,1.8485,9.1667,382,0.8433,164,164,141,141,141,141,180,141,141,1,1.1631,1.1631,1.0,1.0,1.0,1.0,1.2766,1.0,uniform_oracle,141,0.0,0.0,0.0,1.0,1.0,65142,65142,1.0,0.0622,0.0062,0.1068,0.3456,0.0216,0.0228,0.0071,0.9728,1.4104
heterostage_l3,heterostage,3,3,120,0.25,0.1,0.1818,0.1667,0.5152,1.8333,94,2.6416,279,399,279,279,399,399,399,279,279,1,1.0,1.4301,1.0,1.0,1.4301,1.4301,1.4301,1.0,uniform_min_teq,279,0.0,0.0,0.0,0.697,0.697,48825,48825,1.0,0.4317,0.0065,0.5884,0.3338,0.0194,0.0295,0.0071,0.6741,0.5239
heterostage_l3,heterostage,3,3,120,0.25,0.25,0.1818,0.1667,0.5152,1.8333,94,2.6416,279,399,279,279,399,399,399,279,279,1,1.0,1.4301,1.0,1.0,1.4301,1.4301,1.4301,1.0,uniform_min_teq,279,0.0,0.0,0.0,0.697,0.697,48825,48825,1.0,0.4639,0.0083,0.7886,0.4489,0.029,0.0325,0.0087,0.8505,0.4814
heterostage_l3,heterostage,3,3,120,0.25,0.5,0.0909,0.1667,0.4242,3.6667,83,3.2077,442,399,399,399,399,399,399,399,399,1,1.1078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,min_weighted_count,399,0.0,0.0,0.0,1.0,1.0,69426,69426,1.0,0.4529,0.0083,0.981,0.4823,0.0325,0.0331,0.009,1.1123,0.6885
heterostage_l3,heterostage,3,3,120,0.25,0.75,0.0909,0.1667,0.4242,3.6667,83,3.2077,442,399,399,399,399,399,399,399,399,1,1.1078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,min_weighted_count,399,0.0,0.0,0.0,1.0,1.0,69426,69426,1.0,0.4526,0.0082,0.9203,0.4694,0.0323,0.0345,0.0089,1.0815,0.6901
heterostage_l3,heterostage,3,3,120,0.25,0.9,0.0909,0.1667,0.4242,3.6667,83,3.2077,442,399,399,399,399,399,399,399,399,1,1.1078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,min_weighted_count,399,0.0,0.0,0.0,1.0,1.0,69426,69426,1.0,0.4479,0.0081,0.9102,0.4474,0.0321,0.0325,0.0088,1.0832,0.674
heterostage_l3,heterostage,3,3,120,0.5,0.1,0.4545,0.1667,0.7879,1.3636,127,2.1197,279,279,230,234,234,399,503,230,230,1,1.213,1.213,1.0,1.0174,1.0174,1.7348,2.187,1.0,uniform_oracle,230,0.0,0.0,0.0,0.3827,0.3827,47840,47840,1.0,0.4471,0.0081,0.6428,0.4311,0.0211,0.0303,0.0102,0.7359,0.4067
heterostage_l3,heterostage,3,3,120,0.5,0.25,0.3636,0.1667,0.697,1.0909,116,1.9525,279,279,279,279,285,399,626,279,279,1,1.0,1.0,1.0,1.0,1.0215,1.4301,2.2437,1.0,uniform_min_teq,279,0.0,0.0,0.0,0.697,0.697,54963,54963,1.0,0.446,0.0081,0.6681,0.4017,0.0218,0.0395,0.0104,0.7061,0.4577
heterostage_l3,heterostage,3,3,120,0.5,0.5,0.2727,0.1667,0.6061,1.2222,105,2.2454,279,399,279,279,399,399,399,279,279,1,1.0,1.4301,1.0,1.0,1.4301,1.4301,1.4301,1.0,uniform_min_teq,279,0.0,0.0,0.0,0.697,0.697,51894,51894,1.0,0.4387,0.0077,0.6841,0.386,0.0218,0.0317,0.0105,0.7541,0.4368
heterostage_l3,heterostage,3,3,120,0.5,0.75,0.0909,0.1667,0.4242,3.6667,83,3.2077,442,399,399,399,399,399,399,399,399,1,1.1078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,min_weighted_count,399,0.0,0.0,0.0,1.0,1.0,69426,69426,1.0,0.4282,0.0077,0.8793,0.4168,0.0305,0.0351,0.0098,1.0195,0.6093
heterostage_l3,heterostage,3,3,120,0.5,0.9,0.0909,0.1667,0.4242,3.6667,83,3.2077,442,399,399,399,399,399,399,399,399,1,1.1078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,min_weighted_count,399,0.0,0.0,0.0,1.0,1.0,69426,69426,1.0,0.4272,0.008,0.8863,0.4282,0.0312,0.0313,0.0125,1.075,0.6712
heterostage_l3,heterostage,3,3,120,1.0,0.1,0.9091,0.1667,1.2424,2.7273,182,1.2168,279,258,187,187,187,399,258,187,187,1,1.492,1.3797,1.0,1.0,1.0,2.1337,1.3797,1.0,uniform_oracle,187,0.0,0.0,0.0,0.1667,0.1667,49181,49181,1.0,0.461,0.0085,0.6286,0.4269,0.0197,0.0221,0.0096,0.7425,0.3761
heterostage_l3,heterostage,3,3,120,1.0,0.25,0.7273,0.1667,1.0606,2.1818,160,1.5747,279,319,189,191,191,399,319,189,189,1,1.4762,1.6878,1.0,1.0106,1.0106,2.1111,1.6878,1.0,uniform_oracle,189,0.0,0.0,0.0,0.3827,0.3827,45549,45549,1.0,0.4745,0.0096,0.5604,0.3642,0.0185,0.0192,0.0119,0.602,0.3164
heterostage_l3,heterostage,3,3,120,1.0,0.5,0.5455,0.3333,1.2121,1.2222,210,1.1227,144,204,144,144,204,204,204,144,144,1,1.0,1.4167,1.0,1.0,1.4167,1.4167,1.4167,1.0,uniform_min_teq,144,0.0,0.0,0.0,0.697,0.697,41904,41904,1.0,0.3763,0.0064,0.517,0.3347,0.0161,0.0207,0.0122,0.6286,0.3086
heterostage_l3,heterostage,3,3,120,1.0,0.75,0.2727,0.3333,0.9394,2.4444,177,1.4486,156,204,156,156,204,204,204,156,156,1,1.0,1.3077,1.0,1.0,1.3077,1.3077,1.3077,1.0,uniform_min_teq,156,0.0,0.0,0.0,0.697,0.697,40248,40248,1.0,0.3828,0.0075,0.6528,0.4379,0.0212,0.0327,0.0081,0.8648,0.4247
heterostage_l3,heterostage,3,3,120,1.0,0.9,0.0909,0.5,1.0909,11.0,227,1.2474,442,139,139,139,139,139,139,139,139,1,3.1799,1.0,1.0,1.0,1.0,1.0,1.0,1.0,min_weighted_count,139,0.0,0.0,0.0,1.0,1.0,44202,44202,1.0,0.4083,0.007,0.9114,0.4542,0.0312,0.0308,0.0081,1.1115,0.7109
heterostage_l3,heterostage,3,3,120,2.0,0.1,1.8182,0.1667,2.1515,5.4545,292,0.7027,279,173,131,133,133,189,168,131,131,1,2.1298,1.3206,1.0,1.0153,1.0153,1.4427,1.2824,1.0,uniform_oracle,131,0.0,0.0,0.0,0.1667,0.1667,48863,48863,1.0,0.4607,0.0092,0.6164,0.4105,0.0201,0.0195,0.0128,0.6874,0.3741
heterostage_l3,heterostage,3,3,120,2.0,0.25,1.4545,0.3333,2.1212,2.1818,320,0.7873,144,179,99,99,204,139,179,99,99,1,1.4545,1.8081,1.0,1.0,2.0606,1.404,1.8081,1.0,uniform_oracle,99,0.0,0.0,0.0,0.3827,0.3827,39699,39699,1.0,0.4155,0.0083,0.5021,0.3601,0.0164,0.0178,0.0079,0.6047,0.3283
heterostage_l3,heterostage,3,3,120,2.0,0.5,1.0,0.5,2.0,1.0,337,0.8351,114,139,112,114,139,133,236,112,112,1,1.0179,1.2411,1.0,1.0179,1.2411,1.1875,2.1071,1.0,uniform_oracle,112,0.0,0.0,0.0,0.3827,0.3827,46816,46816,1.0,0.4703,0.0073,0.5356,0.3394,0.0157,0.0182,0.0094,0.5782,0.3127
heterostage_l3,heterostage,3,3,120,2.0,0.75,0.5455,0.6667,1.8788,2.4444,354,0.7243,99,106,99,99,106,106,106,99,99,1,1.0,1.0707,1.0,1.0,1.0707,1.0707,1.0707,1.0,uniform_min_teq,99,0.0,0.0,0.0,0.697,0.697,43065,43065,1.0,0.3725,0.0064,0.5327,0.3887,0.0173,0.0212,0.0073,0.7986,0.3854
heterostage_l3,heterostage,3,3,120,2.0,0.9,0.1818,0.8333,1.8485,9.1667,382,0.7362,227,99,99,99,154,99,99,99,99,1,2.2929,1.0,1.0,1.0,1.5556,1.0,1.0,1.0,min_weighted_count,99,0.0,0.0,0.0,1.0,1.0,46827,46827,1.0,0.4482,0.0076,0.7499,0.4694,0.0263,0.0323,0.0086,0.9641,0.5195
heterostage_l4,heterostage,4,4,720,0.25,0.1,0.1818,0.1667,0.5152,1.8333,94,3.8824,465,585,465,465,585,585,690,465,465,1,1.0,1.2581,1.0,1.0,1.2581,1.2581,1.4839,1.0,uniform_min_teq,465,0.0,0.0,0.0,0.7938,0.7938,81840,81840,1.0,0.6401,0.0119,1.0201,0.7711,0.0369,0.0508,0.0106,1.6798,2.4612
heterostage_l4,heterostage,4,4,720,0.25,0.25,0.1818,0.1667,0.5152,1.8333,94,3.8824,465,585,465,465,585,585,690,465,465,1,1.0,1.2581,1.0,1.0,1.2581,1.2581,1.4839,1.0,uniform_min_teq,465,0.0,0.0,0.0,0.7938,0.7938,81840,81840,1.0,0.6818,0.0117,1.1471,0.8826,0.0401,0.0569,0.021,1.8269,2.6262
heterostage_l4,heterostage,4,4,720,0.25,0.5,0.0909,0.1667,0.4242,3.6667,83,4.7143,465,585,465,465,585,585,585,465,465,1,1.0,1.2581,1.0,1.0,1.2581,1.2581,1.2581,1.0,uniform_min_teq,465,0.0,0.0,0.0,0.7938,0.7938,76725,76725,1.0,0.5847,0.0099,1.2964,0.8632,0.0561,0.0554,0.0115,2.0859,3.7041
heterostage_l4,heterostage,4,4,720,0.25,0.75,0.0909,0.1667,0.4242,3.6667,83,4.7143,465,585,465,465,585,585,585,465,465,1,1.0,1.2581,1.0,1.0,1.2581,1.2581,1.2581,1.0,uniform_min_teq,465,0.0,0.0,0.0,0.7938,0.7938,76725,76725,1.0,0.675,0.0138,1.4384,0.897,0.0535,0.0525,0.0115,1.9285,3.3651
heterostage_l4,heterostage,4,4,720,0.25,0.9,0.0909,0.1667,0.4242,3.6667,83,4.7143,465,585,465,465,585,585,585,465,465,1,1.0,1.2581,1.0,1.0,1.2581,1.2581,1.2581,1.0,uniform_min_teq,465,0.0,0.0,0.0,0.7938,0.7938,76725,76725,1.0,0.7165,0.0126,1.4817,0.826,0.0587,0.0528,0.0112,1.9761,3.4055
heterostage_l4,heterostage,4,4,720,0.5,0.1,0.4545,0.1667,0.7879,1.3636,127,2.5385,465,465,362,362,362,585,503,362,362,1,1.2845,1.2845,1.0,1.0,1.0,1.616,1.3895,1.0,uniform_oracle,362,0.0,0.0,0.25,0.3701,0.3701,75658,75658,1.0,0.6913,0.0121,0.9654,0.7339,0.0283,0.045,0.0105,1.4717,1.9686
heterostage_l4,heterostage,4,4,720,0.5,0.25,0.3636,0.1667,0.697,1.0909,116,3.3133,465,465,375,375,450,585,626,375,375,1,1.24,1.24,1.0,1.0,1.2,1.56,1.6693,1.0,uniform_oracle,375,0.0,0.0,0.0,0.5536,0.5536,74250,74250,1.0,0.699,0.0128,1.0455,0.8128,0.0337,0.0509,0.0118,1.5718,2.1951
heterostage_l4,heterostage,4,4,720,0.5,0.5,0.2727,0.1667,0.6061,1.2222,105,3.8103,465,585,376,376,585,585,465,376,376,1,1.2367,1.5559,1.0,1.0,1.5559,1.5559,1.2367,1.0,uniform_oracle,376,0.0,0.0,0.0,0.5536,0.5536,70312,70312,1.0,0.722,0.0131,1.1922,0.8429,0.0302,0.0468,0.0094,1.5459,2.4664
heterostage_l4,heterostage,4,4,720,0.5,0.75,0.0909,0.1667,0.4242,3.6667,83,4.7143,465,585,465,465,585,585,585,465,465,1,1.0,1.2581,1.0,1.0,1.2581,1.2581,1.2581,1.0,uniform_min_teq,465,0.0,0.0,0.0,0.7938,0.7938,76725,76725,1.0,0.757,0.0175,1.4672,0.7984,0.0518,0.057,0.0108,1.9802,3.1909
heterostage_l4,heterostage,4,4,720,0.5,0.9,0.0909,0.1667,0.4242,3.6667,83,4.7143,465,585,465,465,585,585,585,465,465,1,1.0,1.2581,1.0,1.0,1.2581,1.2581,1.2581,1.0,uniform_min_teq,465,0.0,0.0,0.0,0.7938,0.7938,76725,76725,1.0,0.5934,0.0099,1.1325,0.6179,0.0397,0.0403,0.0128,1.7626,3.4348
heterostage_l4,heterostage,4,4,720,1.0,0.1,0.9091,0.1667,1.2424,2.7273,182,1.7999,465,394,253,253,253,585,258,253,253,1,1.8379,1.5573,1.0,1.0,1.0,2.3123,1.0198,1.0,uniform_oracle,253,0.0,0.0,0.0,0.2254,0.2254,66792,66792,1.0,0.706,0.0133,0.99,0.7959,0.0364,0.0438,0.0117,1.4733,1.9808
heterostage_l4,heterostage,4,4,720,1.0,0.25,0.7273,0.1667,1.0606,2.1818,160,1.5181,465,490,285,279,285,585,319,279,279,1,1.6667,1.7563,1.0215,1.0,1.0215,2.0968,1.1434,1.0,two_term_descent,279,0.0211,0.0,0.25,0.3594,0.3701,67518,68970,0.9789,0.738,0.0136,0.9329,0.8233,0.0321,0.04,0.0108,1.4749,1.6253
heterostage_l4,heterostage,4,4,720,1.0,0.5,0.5455,0.3333,1.2121,1.2222,210,1.9052,237,297,194,194,297,297,239,194,194,1,1.2216,1.5309,1.0,1.0,1.5309,1.5309,1.232,1.0,uniform_oracle,194,0.0,0.0,0.0,0.5536,0.5536,56648,56648,1.0,0.5975,0.0134,0.7839,0.6406,0.0276,0.0304,0.0086,1.1673,1.6904
heterostage_l4,heterostage,4,4,720,1.0,0.75,0.2727,0.3333,0.9394,2.4444,177,2.129,237,297,237,237,297,297,465,237,237,1,1.0,1.2532,1.0,1.0,1.2532,1.2532,1.962,1.0,uniform_min_teq,237,0.0,0.0,0.0,0.7938,0.7938,61383,61383,1.0,0.6134,0.0153,0.9255,0.7494,0.0328,0.0419,0.0091,1.3137,1.9026
heterostage_l4,heterostage,4,4,720,1.0,0.9,0.0909,0.5,1.0909,11.0,227,1.8333,442,201,201,201,201,201,201,201,201,1,2.199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,min_weighted_count,201,0.0,0.0,0.0,1.0,1.0,64119,64119,1.0,0.7036,0.0107,1.3384,0.7289,0.0418,0.047,0.008,1.9543,3.6085
heterostage_l4,heterostage,4,4,720,2.0,0.1,1.8182,0.1667,2.1515,5.4545,292,0.9296,465,204,176,178,195,285,204,176,176,1,2.642,1.1591,1.0,1.0114,1.108,1.6193,1.1591,1.0,uniform_oracle,176,0.0,0.0,0.0,0.0943,0.0943,65824,65824,1.0,0.7129,0.0139,0.9475,0.8632,0.0336,0.0362,0.0176,1.6815,2.0328
heterostage_l4,heterostage,4,4,720,2.0,0.25,1.4545,0.3333,2.1212,2.1818,320,0.9429,237,251,149,149,297,149,179,147,147,1,1.6122,1.7075,1.0136,1.0136,2.0204,1.0136,1.2177,1.0,uniform_oracle,149,0.0134,0.0134,0.25,0.3701,0.3701,59094,59898,0.9866,0.6688,0.0132,0.8599,0.7683,0.0259,0.0334,0.01,1.4401,1.7344
heterostage_l4,heterostage,4,4,720,2.0,0.5,1.0,0.5,2.0,1.0,337,1.1546,161,201,131,133,201,201,236,131,131,1,1.229,1.5344,1.0,1.0153,1.5344,1.5344,1.8015,1.0,uniform_oracle,131,0.0,0.0,0.0,0.5536,0.5536,54889,54889,1.0,0.7079,0.0123,0.8683,0.7256,0.0244,0.0287,0.0093,1.2061,1.6671
heterostage_l4,heterostage,4,4,720,2.0,0.75,0.5455,0.6667,1.8788,2.4444,354,1.0645,123,153,123,123,153,153,239,123,123,1,1.0,1.2439,1.0,1.0,1.2439,1.2439,1.9431,1.0,uniform_min_teq,123,0.0,0.0,0.0,0.7938,0.7938,53628,53628,1.0,0.6977,0.0106,0.8498,0.7318,0.0294,0.0377,0.0109,1.3482,1.9046
heterostage_l4,heterostage,4,4,720,2.0,0.9,0.1818,0.8333,1.8485,9.1667,382,1.082,227,124,124,124,227,124,124,124,124,1,1.8306,1.0,1.0,1.0,1.8306,1.0,1.0,1.0,min_weighted_count,124,0.0,0.0,0.0,1.0,1.0,58776,58776,1.0,0.6605,0.0119,1.0833,0.8605,0.0401,0.0459,0.0091,1.8236,2.6995
mixed_w32_c16_l1,mixed,1,3,120,0.25,0.1,0.1818,0.1667,0.5152,1.8333,94,1.1141,399,399,363,363,399,399,399,363,363,1,1.0992,1.0992,1.0,1.0,1.0992,1.0992,1.0992,1.0,uniform_oracle,363,0.0,0.0,0.0,0.697,0.697,63525,63525,1.0,0.4302,0.0086,0.7362,0.3979,0.0238,0.0247,0.009,0.7722,0.5008
mixed_w32_c16_l1,mixed,1,3,120,0.25,0.25,0.1818,0.1667,0.5152,1.8333,94,1.1141,399,399,363,363,399,399,399,363,363,1,1.0992,1.0992,1.0,1.0,1.0992,1.0992,1.0992,1.0,uniform_oracle,363,0.0,0.0,0.0,0.697,0.697,63525,63525,1.0,0.4269,0.0078,0.6979,0.384,0.0228,0.0286,0.0091,0.7335,0.4795
mixed_w32_c16_l1,mixed,1,3,120,0.25,0.5,0.0909,0.1667,0.4242,3.6667,83,1.4816,399,399,399,399,399,399,399,399,399,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,399,0.0,0.0,0.0,1.0,1.0,69426,69426,1.0,0.428,0.0076,0.8913,0.3824,0.0293,0.0294,0.0082,0.9004,0.6443
mixed_w32_c16_l1,mixed,1,3,120,0.25,0.75,0.0909,0.1667,0.4242,3.6667,83,1.4816,399,399,399,399,399,399,399,399,399,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,399,0.0,0.0,0.0,1.0,1.0,69426,69426,1.0,0.4246,0.0077,0.9122,0.4046,0.0338,0.036,0.0133,0.9367,0.6414
mixed_w32_c16_l1,mixed,1,3,120,0.25,0.9,0.0909,0.1667,0.4242,3.6667,83,1.4816,399,399,399,399,399,399,399,399,399,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,399,0.0,0.0,0.0,1.0,1.0,69426,69426,1.0,0.4344,0.008,0.9316,0.4084,0.0309,0.0308,0.0083,0.8555,0.6512
mixed_w32_c16_l1,mixed,1,3,120,0.5,0.1,0.4545,0.1667,0.7879,1.3636,127,0.8901,399,363,273,345,279,279,503,273,273,1,1.4615,1.3297,1.0,1.2637,1.022,1.022,1.8425,1.0,uniform_oracle,273,0.0,0.0,0.0,0.3827,0.3827,58968,58968,1.0,0.4454,0.0089,0.6844,0.4475,0.0181,0.0176,0.0083,0.6148,0.3375
mixed_w32_c16_l1,mixed,1,3,120,0.5,0.25,0.3636,0.1667,0.697,1.0909,116,1.0062,399,363,285,363,312,312,626,285,285,1,1.4,1.2737,1.0,1.2737,1.0947,1.0947,2.1965,1.0,uniform_oracle,285,0.0,0.0,0.0,0.3827,0.3827,58425,58425,1.0,0.3939,0.008,0.6528,0.3973,0.0213,0.0214,0.0093,0.8359,0.3977
