kernel,family,concurrency,decision_sites,assignment_space,capacity_target,ccz_share,t_rate,ccz_rate,capacity_achieved,imbalance,factory_tiles,supply_pressure,makespan_uniform_min_teq,makespan_min_weighted_count,makespan_uniform_oracle,makespan_two_term_descent,makespan_local_sim_greedy,makespan_share_aware_greedy,makespan_proportional_split,makespan_sim_descent,makespan_global_oracle,oracle_exhaustive,regret_uniform_min_teq,regret_min_weighted_count,regret_uniform_oracle,regret_two_term_descent,regret_local_sim_greedy,regret_share_aware_greedy,regret_proportional_split,regret_sim_descent,best_simple_baseline,makespan_best_simple,headroom_over_uniform_oracle,headroom_over_best_simple,oracle_heterogeneity,oracle_ccz_share_of_demand,uniform_ccz_share_of_demand,oracle_space_time,uniform_space_time,space_time_ratio,seconds_uniform_min_teq,seconds_min_weighted_count,seconds_uniform_oracle,seconds_two_term_descent,seconds_local_sim_greedy,seconds_share_aware_greedy,seconds_proportional_split,seconds_sim_descent,seconds_global_oracle
and_ladder_s2_l2,and_ladder,2,4,256,1.0,0.1,0.9091,0.1667,1.2424,2.7273,182,0.7474,27,30,27,24,27,27,26,22,22,1,1.2273,1.3636,1.2273,1.0909,1.2273,1.2273,1.1818,1.0,two_term_descent,24,0.1852,0.0833,0.25,0.4615,1.0,4334,5238,0.8274,0.0018,0.001,0.0028,0.0127,0.0047,0.0041,0.0007,0.0407,0.0424
and_ladder_s2_l2,and_ladder,2,4,256,1.0,0.25,0.7273,0.1667,1.0606,2.1818,160,0.8755,27,34,27,25,27,27,27,22,22,1,1.2273,1.5455,1.2273,1.1364,1.2273,1.2273,1.2273,1.0,two_term_descent,25,0.1852,0.12,0.25,0.4615,1.0,3850,4644,0.829,0.0018,0.001,0.0026,0.0114,0.0046,0.004,0.0008,0.0378,0.0406
and_ladder_s2_l2,and_ladder,2,4,256,1.0,0.5,0.5455,0.3333,1.2121,1.2222,210,0.4714,19,19,19,19,19,19,28,19,19,1,1.0,1.0,1.0,1.0,1.0,1.0,1.4737,1.0,uniform_min_teq,19,0.0,0.0,0.0,1.0,1.0,4218,4218,1.0,0.0017,0.0008,0.0027,0.0103,0.005,0.0039,0.0007,0.0325,0.0415
and_ladder_s2_l2,and_ladder,2,4,256,1.0,0.75,0.2727,0.3333,0.9394,2.4444,177,0.6083,19,19,19,19,19,19,39,19,19,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0526,1.0,uniform_min_teq,19,0.0,0.0,0.0,1.0,1.0,3591,3591,1.0,0.0017,0.0009,0.0027,0.0102,0.0039,0.0038,0.0007,0.0321,0.0465
and_ladder_s2_l2,and_ladder,2,4,256,1.0,0.9,0.0909,0.5,1.0909,11.0,227,0.5238,18,18,18,18,18,18,18,18,18,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,18,0.0,0.0,0.0,1.0,1.0,4302,4302,1.0,0.0018,0.0009,0.0041,0.0104,0.005,0.0046,0.0006,0.0416,0.0633
and_ladder_s2_l2,and_ladder,2,4,256,2.0,0.1,1.8182,0.1667,2.1515,5.4545,292,0.4316,27,26,26,24,27,27,26,22,22,1,1.2273,1.1818,1.1818,1.0909,1.2273,1.2273,1.1818,1.0,two_term_descent,24,0.1538,0.0833,0.25,0.4615,0.0,6754,7904,0.8545,0.0018,0.001,0.0031,0.013,0.0071,0.0053,0.0009,0.0527,0.0554
and_ladder_s2_l2,and_ladder,2,4,256,2.0,0.25,1.4545,0.3333,2.1212,2.1818,320,0.2694,19,27,19,19,19,19,25,19,19,1,1.0,1.4211,1.0,1.0,1.0,1.0,1.3158,1.0,uniform_min_teq,19,0.0,0.0,0.0,1.0,1.0,6308,6308,1.0,0.0022,0.0016,0.0033,0.0111,0.0063,0.0055,0.0009,0.0421,0.0478
and_ladder_s2_l2,and_ladder,2,4,256,2.0,0.5,1.0,0.5,2.0,1.0,337,0.2857,18,18,18,18,18,18,26,18,18,1,1.0,1.0,1.0,1.0,1.0,1.0,1.4444,1.0,uniform_min_teq,18,0.0,0.0,0.0,1.0,1.0,6282,6282,1.0,0.0018,0.0009,0.0028,0.0102,0.0054,0.0047,0.0008,0.0356,0.0454
and_ladder_s2_l2,and_ladder,2,4,256,2.0,0.75,0.5455,0.6667,1.8788,2.4444,354,0.3041,17,17,17,17,17,17,28,17,17,1,1.0,1.0,1.0,1.0,1.0,1.0,1.6471,1.0,uniform_min_teq,17,0.0,0.0,0.0,1.0,1.0,6222,6222,1.0,0.0018,0.0009,0.0029,0.0098,0.0048,0.0043,0.0008,0.0347,0.0532
and_ladder_s2_l2,and_ladder,2,4,256,2.0,0.9,0.1818,0.8333,1.8485,9.1667,382,0.3091,17,17,17,17,17,17,17,17,17,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,17,0.0,0.0,0.0,1.0,1.0,6698,6698,1.0,0.0019,0.0009,0.0031,0.0099,0.0049,0.0047,0.0007,0.0382,0.0572
and_ladder_s2_l3,and_ladder,3,6,4096,0.25,0.1,0.1818,0.1667,0.5152,1.8333,94,1.6985,39,39,39,37,39,39,52,33,33,1,1.1818,1.1818,1.1818,1.1212,1.1818,1.1818,1.5758,1.0,two_term_descent,37,0.1538,0.1081,0.1667,0.7143,1.0,3564,4212,0.8462,0.0026,0.0013,0.006,0.0253,0.0077,0.0076,0.0009,0.0715,0.2636
and_ladder_s2_l3,and_ladder,3,6,4096,0.25,0.25,0.1818,0.1667,0.5152,1.8333,94,1.6985,39,39,39,37,39,39,52,33,33,1,1.1818,1.1818,1.1818,1.1212,1.1818,1.1818,1.5758,1.0,two_term_descent,37,0.1538,0.1081,0.1667,0.7143,1.0,3564,4212,0.8462,0.0025,0.0012,0.0042,0.0219,0.0052,0.0058,0.0009,0.074,0.2569
and_ladder_s2_l3,and_ladder,3,6,4096,0.25,0.5,0.0909,0.1667,0.4242,3.6667,83,2.0204,39,39,39,39,39,39,91,39,39,1,1.0,1.0,1.0,1.0,1.0,1.0,2.3333,1.0,uniform_min_teq,39,0.0,0.0,0.0,1.0,1.0,3783,3783,1.0,0.0024,0.0011,0.0051,0.019,0.0061,0.0061,0.001,0.0727,0.3399
and_ladder_s2_l3,and_ladder,3,6,4096,0.25,0.75,0.0909,0.1667,0.4242,3.6667,83,2.0204,39,39,39,39,39,39,91,39,39,1,1.0,1.0,1.0,1.0,1.0,1.0,2.3333,1.0,uniform_min_teq,39,0.0,0.0,0.0,1.0,1.0,3783,3783,1.0,0.0024,0.0011,0.0048,0.0205,0.0059,0.0061,0.0009,0.0712,0.3358
and_ladder_s2_l3,and_ladder,3,6,4096,0.25,0.9,0.0909,0.1667,0.4242,3.6667,83,2.0204,39,39,39,39,39,39,91,39,39,1,1.0,1.0,1.0,1.0,1.0,1.0,2.3333,1.0,uniform_min_teq,39,0.0,0.0,0.0,1.0,1.0,3783,3783,1.0,0.0026,0.0012,0.005,0.022,0.0062,0.0062,0.001,0.0765,0.3445
and_ladder_s2_l3,and_ladder,3,6,4096,0.5,0.1,0.4545,0.1667,0.7879,1.3636,127,1.1282,39,39,39,36,39,39,47,29,29,1,1.3448,1.3448,1.3448,1.2414,1.3448,1.3448,1.6207,1.0,two_term_descent,36,0.2564,0.1944,0.3333,0.5,1.0,4089,5499,0.7436,0.0025,0.0012,0.0037,0.0226,0.0055,0.0055,0.0009,0.0666,0.2115
and_ladder_s2_l3,and_ladder,3,6,4096,0.5,0.25,0.3636,0.1667,0.697,1.0909,116,1.2554,39,39,39,33,39,39,55,33,33,1,1.1818,1.1818,1.1818,1.0,1.1818,1.1818,1.6667,1.0,two_term_descent,33,0.1538,0.0,0.1667,0.7143,1.0,4290,5070,0.8462,0.0025,0.0011,0.0037,0.0225,0.0054,0.006,0.0011,0.0649,0.2175
and_ladder_s2_l3,and_ladder,3,6,4096,0.5,0.5,0.2727,0.1667,0.6061,1.2222,105,1.4438,39,39,39,33,39,39,39,33,33,1,1.1818,1.1818,1.1818,1.0,1.1818,1.1818,1.1818,1.0,two_term_descent,33,0.1538,0.0,0.1667,0.7143,1.0,3927,4641,0.8462,0.0025,0.0011,0.0038,0.0215,0.0049,0.0055,0.0008,0.0618,0.2126
and_ladder_s2_l3,and_ladder,3,6,4096,0.5,0.75,0.0909,0.1667,0.4242,3.6667,83,2.0204,39,39,39,39,39,39,91,39,39,1,1.0,1.0,1.0,1.0,1.0,1.0,2.3333,1.0,uniform_min_teq,39,0.0,0.0,0.0,1.0,1.0,3783,3783,1.0,0.0023,0.001,0.0045,0.0177,0.0053,0.0054,0.0008,0.0678,0.3315
and_ladder_s2_l3,and_ladder,3,6,4096,0.5,0.9,0.0909,0.1667,0.4242,3.6667,83,2.0204,39,39,39,39,39,39,91,39,39,1,1.0,1.0,1.0,1.0,1.0,1.0,2.3333,1.0,uniform_min_teq,39,0.0,0.0,0.0,1.0,1.0,3783,3783,1.0,0.0025,0.0011,0.0047,0.0196,0.0056,0.0057,0.0009,0.0694,0.3312
and_ladder_s2_l3,and_ladder,3,6,4096,1.0,0.1,0.9091,0.1667,1.2424,2.7273,182,0.8049,39,39,39,33,39,39,30,26,26,1,1.5,1.5,1.5,1.2692,1.5,1.5,1.1538,1.0,proportional_split,30,0.3333,0.1333,0.5,0.3333,1.0,5096,7644,0.6667,0.0025,0.0013,0.0037,0.0249,0.0067,0.0057,0.0009,0.0731,0.2146
and_ladder_s2_l3,and_ladder,3,6,4096,1.0,0.25,0.7273,0.1667,1.0606,2.1818,160,0.8381,39,45,39,30,39,39,34,30,27,1,1.4444,1.6667,1.4444,1.1111,1.4444,1.4444,1.2593,1.1111,two_term_descent,30,0.3077,0.1,0.3333,0.5,1.0,4698,6786,0.6923,0.0025,0.0015,0.004,0.0242,0.0062,0.0056,0.001,0.0705,0.2138
and_ladder_s2_l3,and_ladder,3,6,4096,1.0,0.5,0.5455,0.3333,1.2121,1.2222,210,0.7071,24,24,24,26,24,24,28,24,24,1,1.0,1.0,1.0,1.0833,1.0,1.0,1.1667,1.0,uniform_min_teq,24,0.0,0.0,0.0,1.0,1.0,5376,5376,1.0,0.0024,0.0014,0.0037,0.0226,0.0062,0.0055,0.0008,0.0567,0.2137
and_ladder_s2_l3,and_ladder,3,6,4096,1.0,0.75,0.2727,0.3333,0.9394,2.4444,177,0.9124,24,24,24,24,24,24,39,24,24,1,1.0,1.0,1.0,1.0,1.0,1.0,1.625,1.0,uniform_min_teq,24,0.0,0.0,0.0,1.0,1.0,4584,4584,1.0,0.0025,0.0011,0.0037,0.019,0.0056,0.0065,0.0009,0.0596,0.232
and_ladder_s2_l3,and_ladder,3,6,4096,1.0,0.9,0.0909,0.5,1.0909,11.0,227,0.7857,20,20,20,20,20,20,20,20,20,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0,4820,4820,1.0,0.0024,0.0011,0.0049,0.019,0.0065,0.0058,0.0008,0.0735,0.3497
and_ladder_s2_l3,and_ladder,3,6,4096,2.0,0.1,1.8182,0.1667,2.1515,5.4545,292,0.6972,39,29,29,27,39,39,29,23,23,1,1.6957,1.2609,1.2609,1.1739,1.6957,1.6957,1.2609,1.0,two_term_descent,27,0.2069,0.1481,0.5,0.25,0.0,7176,8874,0.8087,0.0026,0.0015,0.0041,0.0246,0.009,0.0066,0.001,0.0857,0.2471
and_ladder_s2_l3,and_ladder,3,6,4096,2.0,0.25,1.4545,0.3333,2.1212,2.1818,320,0.5724,24,30,24,25,24,24,27,22,22,1,1.0909,1.3636,1.0909,1.1364,1.0909,1.0909,1.2273,1.0,uniform_min_teq,24,0.0833,0.0833,0.1667,0.5882,1.0,7414,8016,0.9249,0.0025,0.0014,0.0039,0.0225,0.0082,0.0062,0.001,0.0785,0.2356
and_ladder_s2_l3,and_ladder,3,6,4096,2.0,0.5,1.0,0.5,2.0,1.0,337,0.4286,20,20,20,20,20,20,26,20,20,1,1.0,1.0,1.0,1.0,1.0,1.0,1.3,1.0,uniform_min_teq,20,0.0,0.0,0.0,1.0,1.0,7020,7020,1.0,0.0026,0.0012,0.0038,0.0214,0.0094,0.0079,0.0012,0.0647,0.2295
and_ladder_s2_l3,and_ladder,3,6,4096,2.0,0.75,0.5455,0.6667,1.8788,2.4444,354,0.4562,19,19,19,19,19,19,28,19,19,1,1.0,1.0,1.0,1.0,1.0,1.0,1.4737,1.0,uniform_min_teq,19,0.0,0.0,0.0,1.0,1.0,6992,6992,1.0,0.0025,0.0012,0.0037,0.0187,0.0071,0.0056,0.0009,0.0633,0.2346
and_ladder_s2_l3,and_ladder,3,6,4096,2.0,0.9,0.1818,0.8333,1.8485,9.1667,382,0.4637,18,18,18,18,18,18,18,18,18,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,18,0.0,0.0,0.0,1.0,1.0,7128,7128,1.0,0.0026,0.0014,0.0045,0.0205,0.007,0.0064,0.0008,0.067,0.3083
grover_c16_i2,grover,1,4,400,0.25,0.1,0.1818,0.1667,0.5152,1.8333,94,1.2524,423,423,423,387,423,423,423,387,311,1,1.3601,1.3601,1.3601,1.2444,1.3601,1.3601,1.3601,1.2444,two_term_descent,387,0.2648,0.1964,0.5,0.7143,1.0,54736,75294,0.727,0.0761,0.0079,0.1268,0.3574,0.0249,0.0252,0.009,0.7505,1.5681
grover_c16_i2,grover,1,4,400,0.25,0.25,0.1818,0.1667,0.5152,1.8333,94,1.2524,423,423,423,387,423,423,423,387,311,1,1.3601,1.3601,1.3601,1.2444,1.3601,1.3601,1.3601,1.2444,two_term_descent,387,0.2648,0.1964,0.5,0.7143,1.0,54736,75294,0.727,0.0749,0.0076,0.1243,0.3234,0.0255,0.0222,0.0079,0.7264,1.6782
grover_c16_i2,grover,1,4,400,0.25,0.5,0.0909,0.1667,0.4242,3.6667,83,1.4602,423,423,423,423,423,423,423,423,423,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,423,0.0,0.0,0.0,1.0,1.0,70641,70641,1.0,0.0789,0.0077,0.1582,0.3375,0.0284,0.0289,0.0081,0.946,2.3721
grover_c16_i2,grover,1,4,400,0.25,0.75,0.0909,0.1667,0.4242,3.6667,83,1.4602,423,423,423,423,423,423,423,423,423,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,423,0.0,0.0,0.0,1.0,1.0,70641,70641,1.0,0.0756,0.0076,0.1292,0.2846,0.0262,0.0273,0.0071,0.9364,2.065
grover_c16_i2,grover,1,4,400,0.25,0.9,0.0909,0.1667,0.4242,3.6667,83,1.4602,423,423,423,423,423,423,423,423,423,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,423,0.0,0.0,0.0,1.0,1.0,70641,70641,1.0,0.0685,0.011,0.156,0.3573,0.0341,0.0299,0.0085,1.005,2.3145
grover_c16_i2,grover,1,4,400,0.5,0.1,0.4545,0.1667,0.7879,1.3636,127,0.7498,423,281,281,281,310,310,450,281,281,1,1.5053,1.0,1.0,1.0,1.1032,1.1032,1.6014,1.0,min_weighted_count,281,0.0,0.0,0.25,0.4286,0.4286,55919,58167,0.9614,0.0807,0.0076,0.1063,0.3668,0.0201,0.0203,0.0096,0.6596,1.3889
grover_c16_i2,grover,1,4,400,0.5,0.25,0.3636,0.1667,0.697,1.0909,116,0.8476,423,281,281,281,310,310,560,281,281,1,1.5053,1.0,1.0,1.0,1.1032,1.1032,1.9929,1.0,min_weighted_count,281,0.0,0.0,0.25,0.4286,0.4286,52828,55076,0.9592,0.0751,0.0076,0.1105,0.3696,0.0205,0.0206,0.0142,0.6619,1.4471
grover_c16_i2,grover,1,4,400,0.5,0.5,0.2727,0.1667,0.6061,1.2222,105,0.9747,423,423,302,310,423,423,423,302,302,1,1.4007,1.4007,1.0,1.0265,1.4007,1.4007,1.4007,1.0,uniform_oracle,302,0.0,0.0,0.25,0.4286,0.4286,53454,55870,0.9568,0.0738,0.0087,0.1192,0.3511,0.0224,0.0223,0.0143,0.854,1.4944
grover_c16_i2,grover,1,4,400,0.5,0.75,0.0909,0.1667,0.4242,3.6667,83,1.4602,423,423,423,423,423,423,423,423,423,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,423,0.0,0.0,0.0,1.0,1.0,70641,70641,1.0,0.0743,0.0083,0.1511,0.3482,0.0292,0.0307,0.0085,0.9715,2.2798
grover_c16_i2,grover,1,4,400,0.5,0.9,0.0909,0.1667,0.4242,3.6667,83,1.4602,423,423,423,423,423,423,423,423,423,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,423,0.0,0.0,0.0,1.0,1.0,70641,70641,1.0,0.074,0.0075,0.1512,0.3684,0.0323,0.031,0.0094,0.9795,2.2484
grover_c16_i2,grover,1,4,400,1.0,0.1,0.9091,0.1667,1.2424,2.7273,182,0.6981,423,288,249,269,288,288,334,248,248,1,1.7056,1.1613,1.004,1.0847,1.1613,1.1613,1.3468,1.0,uniform_oracle,249,0.004,0.004,0.5,0.4118,0.4,67456,70218,0.9607,0.0702,0.0079,0.0994,0.3564,0.0208,0.0261,0.0094,0.8023,1.2748
grover_c16_i2,grover,1,4,400,1.0,0.25,0.7273,0.1667,1.0606,2.1818,160,0.6489,423,317,269,281,310,310,342,281,263,1,1.6084,1.2053,1.0228,1.0684,1.1787,1.1787,1.3004,1.0684,uniform_oracle,269,0.0223,0.0223,0.5,0.4118,0.4,63646,69940,0.91,0.0743,0.0082,0.1015,0.28,0.0222,0.0191,0.0085,0.589,1.2619
grover_c16_i2,grover,1,4,400,1.0,0.5,0.5455,0.3333,1.2121,1.2222,210,0.5323,221,221,221,241,228,228,228,219,219,1,1.0091,1.0091,1.0091,1.1005,1.0411,1.0411,1.0411,1.0,uniform_min_teq,221,0.009,0.009,0.5,0.7143,1.0,63948,68510,0.9334,0.0734,0.0075,0.1165,0.3802,0.0192,0.02,0.0086,0.894,1.4287
grover_c16_i2,grover,1,4,400,1.0,0.75,0.2727,0.3333,0.9394,2.4444,177,0.7565,221,221,221,241,228,228,228,221,221,1,1.0,1.0,1.0,1.0905,1.0317,1.0317,1.0317,1.0,uniform_min_teq,221,0.0,0.0,0.25,1.0,1.0,59449,61217,0.9711,0.0768,0.0073,0.1135,0.3748,0.0209,0.0212,0.0084,0.7083,1.6067
grover_c16_i2,grover,1,4,400,1.0,0.9,0.0909,0.5,1.0909,11.0,227,0.7639,187,187,187,187,187,187,228,187,187,1,1.0,1.0,1.0,1.0,1.0,1.0,1.2193,1.0,uniform_min_teq,187,0.0,0.0,0.0,1.0,1.0,61149,61149,1.0,0.0799,0.0074,0.1644,0.4213,0.031,0.0315,0.0092,1.6334,2.3621
grover_c16_i2,grover,1,4,400,2.0,0.1,1.8182,0.1667,2.1515,5.4545,292,0.4031,423,248,243,249,248,248,333,219,219,1,1.9315,1.1324,1.1096,1.137,1.1324,1.1324,1.5205,1.0,uniform_oracle,243,0.0988,0.0988,0.5,0.4118,0.4,83658,95256,0.8782,0.0753,0.0082,0.1067,0.4564,0.0235,0.0241,0.0105,0.7561,1.3439
grover_c16_i2,grover,1,4,400,2.0,0.25,1.4545,0.3333,2.1212,2.1818,320,0.6907,221,257,217,270,228,228,333,210,205,1,1.078,1.2537,1.0585,1.3171,1.1122,1.1122,1.6244,1.0244,uniform_oracle,217,0.0553,0.0553,0.25,0.5238,0.4,88150,91140,0.9672,0.0765,0.0087,0.1026,0.3474,0.016,0.0165,0.011,0.5271,1.0157
grover_c16_i2,grover,1,4,400,2.0,0.5,1.0,0.5,2.0,1.0,337,0.4167,187,187,187,211,187,187,334,187,187,1,1.0,1.0,1.0,1.1283,1.0,1.0,1.7861,1.0,uniform_min_teq,187,0.0,0.0,0.0,1.0,1.0,81719,81719,1.0,0.0581,0.0059,0.0791,0.2841,0.0156,0.0158,0.0073,0.4895,1.0622
grover_c16_i2,grover,1,4,400,2.0,0.75,0.5455,0.6667,1.8788,2.4444,354,0.6551,181,181,181,189,181,181,228,169,169,1,1.071,1.071,1.071,1.1183,1.071,1.071,1.3491,1.0,uniform_min_teq,181,0.0663,0.0663,0.25,1.0,1.0,78416,82174,0.9543,0.0602,0.0057,0.0821,0.329,0.0157,0.0156,0.0106,0.613,1.164
grover_c16_i2,grover,1,4,400,2.0,0.9,0.1818,0.8333,1.8485,9.1667,382,0.9167,178,178,155,155,155,155,228,155,155,1,1.1484,1.1484,1.0,1.0,1.0,1.0,1.471,1.0,uniform_oracle,155,0.0,0.0,0.0,1.0,1.0,77810,77810,1.0,0.063,0.006,0.1025,0.3485,0.0203,0.0218,0.0071,0.9435,1.5817
grover_c32_i2,grover,1,4,400,0.25,0.1,0.1818,0.1667,0.5152,1.8333,94,1.0939,615,615,459,459,615,615,615,459,459,1,1.3399,1.3399,1.0,1.0,1.3399,1.3399,1.3399,1.0,uniform_oracle,459,0.0,0.0,0.0,0.6078,0.6078,101898,101898,1.0,0.0947,0.0093,0.154,0.353,0.0233,0.0272,0.0089,0.8911,1.7932
grover_c32_i2,grover,1,4,400,0.25,0.25,0.1818,0.1667,0.5152,1.8333,94,1.0939,615,615,459,459,615,615,615,459,459,1,1.3399,1.3399,1.0,1.0,1.3399,1.3399,1.3399,1.0,uniform_oracle,459,0.0,0.0,0.0,0.6078,0.6078,101898,101898,1.0,0.0829,0.008,0.1261,0.3421,0.0233,0.0238,0.0127,0.9138,2.2919
grover_c32_i2,grover,1,4,400,0.25,0.5,0.0909,0.1667,0.4242,3.6667,83,1.7876,615,615,615,585,615,615,615,585,561,1,1.0963,1.0963,1.0963,1.0428,1.0963,1.0963,1.0963,1.0428,two_term_descent,585,0.0878,0.041,0.5,0.8039,1.0,132957,142065,0.9359,0.1038,0.0105,0.2062,0.4678,0.0406,0.0457,0.0114,1.2985,3.16
grover_c32_i2,grover,1,4,400,0.25,0.75,0.0909,0.1667,0.4242,3.6667,83,1.7876,615,615,615,585,615,615,615,585,561,1,1.0963,1.0963,1.0963,1.0428,1.0963,1.0963,1.0963,1.0428,two_term_descent,585,0.0878,0.041,0.5,0.8039,1.0,132957,142065,0.9359,0.0984,0.0146,0.2032,0.4534,0.0379,0.0392,0.0113,1.3592,2.8756
grover_c32_i2,grover,1,4,400,0.25,0.9,0.0909,0.1667,0.4242,3.6667,83,1.7876,615,615,615,585,615,615,615,585,561,1,1.0963,1.0963,1.0963,1.0428,1.0963,1.0963,1.0963,1.0428,two_term_descent,585,0.0878,0.041,0.5,0.8039,1.0,132957,142065,0.9359,0.0918,0.0094,0.2334,0.4795,0.0392,0.0394,0.0106,1.2943,2.9781
grover_c32_i2,grover,1,4,400,0.5,0.1,0.4545,0.1667,0.7879,1.3636,127,0.7153,615,459,459,607,459,459,732,459,459,1,1.3399,1.0,1.0,1.3224,1.0,1.0,1.5948,1.0,min_weighted_count,459,0.0,0.0,0.0,0.6078,0.6078,117045,117045,1.0,0.1054,0.0106,0.158,0.4312,0.0253,0.0256,0.0128,0.8126,1.8929
grover_c32_i2,grover,1,4,400,0.5,0.25,0.3636,0.1667,0.697,1.0909,116,0.8086,615,459,459,459,459,459,912,459,459,1,1.3399,1.0,1.0,1.0,1.0,1.0,1.9869,1.0,min_weighted_count,459,0.0,0.0,0.0,0.6078,0.6078,111996,111996,1.0,0.11,0.0108,0.151,0.5061,0.0269,0.0267,0.014,0.9145,2.0671
grover_c32_i2,grover,1,4,400,0.5,0.5,0.2727,0.1667,0.6061,1.2222,105,0.9298,615,615,459,459,615,615,615,459,459,1,1.3399,1.3399,1.0,1.0,1.3399,1.3399,1.3399,1.0,uniform_oracle,459,0.0,0.0,0.0,0.6078,0.6078,106947,106947,1.0,0.0978,0.0096,0.1448,0.5373,0.0216,0.0267,0.0105,1.0197,2.0531
grover_c32_i2,grover,1,4,400,0.5,0.75,0.0909,0.1667,0.4242,3.6667,83,1.7876,615,615,615,585,615,615,615,585,561,1,1.0963,1.0963,1.0963,1.0428,1.0963,1.0963,1.0963,1.0428,two_term_descent,585,0.0878,0.041,0.5,0.8039,1.0,132957,142065,0.9359,0.1024,0.0102,0.2049,0.4661,0.0434,0.0402,0.0112,1.3271,3.2202
grover_c32_i2,grover,1,4,400,0.5,0.9,0.0909,0.1667,0.4242,3.6667,83,1.7876,615,615,615,585,615,615,615,585,561,1,1.0963,1.0963,1.0963,1.0428,1.0963,1.0963,1.0963,1.0428,two_term_descent,585,0.0878,0.041,0.5,0.8039,1.0,132957,142065,0.9359,0.1203,0.0121,0.2375,0.5121,0.041,0.0414,0.0117,1.2844,3.0854
grover_c32_i2,grover,1,4,400,1.0,0.1,0.9091,0.1667,1.2424,2.7273,182,0.9473,615,429,388,342,429,429,494,342,342,1,1.7982,1.2544,1.1345,1.0,1.2544,1.2544,1.4444,1.0,two_term_descent,342,0.1186,0.0,0.25,0.2331,0.2439,116964,140456,0.8327,0.0966,0.0112,0.1389,0.5059,0.027,0.0277,0.0128,1.4593,1.6028
grover_c32_i2,grover,1,4,400,1.0,0.25,0.7273,0.1667,1.0606,2.1818,160,0.7145,615,493,445,375,510,510,510,375,375,1,1.64,1.3147,1.1867,1.0,1.36,1.36,1.36,1.0,two_term_descent,375,0.1573,0.0,0.25,0.2331,0.2439,114000,151300,0.7535,0.0863,0.0131,0.1197,0.465,0.0255,0.0259,0.0124,1.3622,1.6309
grover_c32_i2,grover,1,4,400,1.0,0.5,0.5455,0.3333,1.2121,1.2222,210,0.6257,317,317,292,292,324,324,324,271,271,1,1.1697,1.1697,1.0775,1.0775,1.1956,1.1956,1.1956,1.0,uniform_oracle,292,0.0719,0.0719,0.5,0.8039,0.6078,98644,108040,0.913,0.0976,0.0101,0.1306,0.5778,0.0224,0.0226,0.0137,1.0361,1.6461
grover_c32_i2,grover,1,4,400,1.0,0.75,0.2727,0.3333,0.9394,2.4444,177,0.8073,317,317,302,337,324,324,324,271,271,1,1.1697,1.1697,1.1144,1.2435,1.1956,1.1956,1.1956,1.0,uniform_oracle,302,0.1026,0.1026,0.5,0.8039,0.6078,89701,101774,0.8814,0.0917,0.0093,0.1434,0.4896,0.0256,0.0256,0.0104,1.2579,1.9079
grover_c32_i2,grover,1,4,400,1.0,0.9,0.0909,0.5,1.0909,11.0,227,1.0625,237,237,237,237,237,237,324,237,237,1,1.0,1.0,1.0,1.0,1.0,1.0,1.3671,1.0,uniform_min_teq,237,0.0,0.0,0.0,1.0,1.0,96459,96459,1.0,0.1013,0.0103,0.2138,0.5237,0.0408,0.0398,0.0151,2.1783,3.4175
grover_c32_i2,grover,1,4,400,2.0,0.1,1.8182,0.1667,2.1515,5.4545,292,0.5471,615,319,279,299,319,319,493,279,279,1,2.2043,1.1434,1.0,1.0717,1.1434,1.1434,1.767,1.0,uniform_oracle,279,0.0,0.0,0.25,0.2331,0.2439,126108,131688,0.9576,0.1107,0.0116,0.1621,0.5802,0.0296,0.0324,0.0233,1.0085,1.6867
grover_c32_i2,grover,1,4,400,2.0,0.25,1.4545,0.3333,2.1212,2.1818,320,0.6742,317,345,288,305,324,324,493,271,254,1,1.248,1.3583,1.1339,1.2008,1.2756,1.2756,1.9409,1.0669,uniform_oracle,288,0.1181,0.1181,0.25,0.5338,0.4259,127000,149760,0.848,0.1126,0.0113,0.1296,0.4981,0.0221,0.0228,0.0115,1.3093,1.6513
grover_c32_i2,grover,1,4,400,2.0,0.5,1.0,0.5,2.0,1.0,337,0.5795,237,237,237,347,237,237,494,237,237,1,1.0,1.0,1.0,1.4641,1.0,1.0,2.0844,1.0,uniform_min_teq,237,0.0,0.0,0.0,1.0,1.0,122529,122529,1.0,0.112,0.0101,0.1271,0.4913,0.024,0.0229,0.0118,0.7901,1.6215
