kernel,role,model,tiles,ccz_share,raw_setting,raw_period,raw_scale,raw_tiles,factory_tiles,t_rate,ccz_rate,raw_rate,capacity_teq,t_units,ccz_units,makespan_uniform_min_teq,makespan_min_weighted_count,makespan_uniform_oracle,makespan_two_term_descent,makespan_local_sim_greedy,makespan_share_aware_greedy,makespan_proportional_split,makespan_sim_descent,makespan_global_oracle,oracle_exhaustive,best_simple_baseline,makespan_best_simple,headroom_over_uniform_oracle,headroom_over_best_simple,oracle_heterogeneity,oracle_ccz_share_of_demand,regret_sim_descent
mixed_w32_c16_l2,decisive,B,200,0.75,default,2,1.0,2,222,0.3636,0.3333,8.5,1.0303,4,2,402,402,402,423,402,402,630,323,323,0,uniform_min_teq,402,0.1965,0.1965,0.3333,0.6599,1.0
mixed_w32_c16_l2,decisive,B,400,0.25,cheap,1,1.0,2,391,2.0909,0.1667,33.0,2.4242,23,1,796,316,273,337,395,343,332,273,273,0,uniform_oracle,273,0.0,0.0,0.0,0.1546,1.0
mixed_w32_c16_l2,decisive,B,400,0.25,default,2,1.0,2,408,1.8182,0.1667,29.0,2.1515,20,1,798,322,274,344,350,350,333,274,274,1,uniform_oracle,274,0.0,0.0,0.0,0.1546,1.0
mixed_w32_c16_l2,decisive,B,400,0.25,expensive,4,1.0,2,413,1.3636,0.1667,22.0,1.697,15,1,800,371,303,303,366,464,371,298,298,1,uniform_oracle,303,0.0165,0.0165,0.3333,0.1606,1.0
mixed_w32_c16_l2,decisive,B,400,0.25,free_area,2,1.0,0,369,2.4545,0.1667,38.5,2.7879,27,1,798,311,273,334,355,340,332,272,272,1,uniform_oracle,273,0.0037,0.0037,0.1667,0.1181,1.0
mixed_w32_c16_l2,decisive,B,400,0.25,free_scarce,2,0.5,0,369,1.2546,0.0852,19.5,1.4249,27,1,798,396,323,351,372,462,396,304,304,1,uniform_oracle,323,0.0588,0.0588,0.3333,0.1606,1.0
mixed_w32_c16_l2,decisive,B,400,0.25,scarce,2,0.5,2,391,1.0551,0.0841,16.5,1.2234,23,1,798,450,360,389,386,462,450,343,343,1,uniform_oracle,360,0.0472,0.0472,0.3333,0.1606,1.0
mixed_w32_c16_l2,decisive,B,400,0.5,cheap,1,1.0,2,370,1.4545,0.3333,25.0,2.1212,16,2,400,352,274,353,400,274,331,259,259,1,uniform_oracle,274,0.0547,0.0547,0.1667,0.2655,1.0
mixed_w32_c16_l2,decisive,B,400,0.5,default,2,1.0,2,386,1.2727,0.3333,22.0,1.9394,14,2,402,366,276,363,402,276,333,264,264,1,uniform_oracle,276,0.0435,0.0435,0.1667,0.2655,1.0
mixed_w32_c16_l2,decisive,B,400,0.5,expensive,4,1.0,2,430,1.0909,0.3333,19.25,1.7576,12,2,404,368,278,376,404,278,335,269,269,0,uniform_oracle,278,0.0324,0.0324,0.1667,0.2655,1.0
mixed_w32_c16_l2,decisive,B,400,0.5,free_area,2,1.0,0,414,1.6364,0.5,29.0,2.6364,18,3,272,276,222,276,272,272,332,239,222,0,uniform_oracle,222,0.0,0.0,0.0,0.6296,1.0766
mixed_w32_c16_l2,decisive,B,400,0.5,free_scarce,2,0.5,0,414,0.8312,0.254,14.5,1.3392,18,3,274,278,266,339,274,274,349,248,244,1,uniform_oracle,266,0.0827,0.0827,0.1667,0.7959,1.0164
mixed_w32_c16_l2,decisive,B,400,0.5,scarce,2,0.5,2,370,0.7426,0.1702,12.5,1.0829,16,2,402,573,315,383,402,402,371,291,291,1,uniform_oracle,315,0.0762,0.0762,0.5,0.5062,1.0
mixed_w32_c16_l2,decisive,B,400,0.75,cheap,1,1.0,2,410,0.7273,0.6667,17.0,2.0606,8,4,210,210,210,230,210,213,352,230,210,1,uniform_min_teq,210,0.0,0.0,0.0,1.0,1.0952
mixed_w32_c16_l2,decisive,B,400,0.75,default,2,1.0,2,442,0.7273,0.6667,16.5,2.0606,8,4,212,212,212,232,212,215,353,232,212,0,uniform_min_teq,212,0.0,0.0,0.0,1.0,1.0943
mixed_w32_c16_l2,decisive,B,400,0.75,expensive,4,1.0,2,403,0.6364,0.5,13.75,1.6364,7,3,274,274,274,282,274,274,392,244,244,1,uniform_min_teq,274,0.1095,0.1095,0.1667,0.7959,1.0
mixed_w32_c16_l2,decisive,B,400,0.75,free_area,2,1.0,0,387,0.8182,0.6667,18.0,2.1515,9,4,212,212,212,232,212,215,334,232,212,1,uniform_min_teq,212,0.0,0.0,0.0,1.0,1.0943
mixed_w32_c16_l2,decisive,B,400,0.75,free_scarce,2,0.5,0,387,0.4182,0.3408,9.0,1.0998,9,4,222,222,222,270,222,223,477,242,222,1,uniform_min_teq,222,0.0,0.0,0.0,1.0,1.0901
mixed_w32_c16_l2,decisive,B,400,0.75,scarce,2,0.5,2,410,0.3806,0.3489,8.5,1.0784,8,4,218,218,218,272,218,220,503,238,218,0,uniform_min_teq,218,0.0,0.0,0.0,1.0,1.0917
mixed_w32_c16_l2,decisive,B,800,0.25,default,2,1.0,2,797,3.5455,0.3333,56.0,4.2121,39,2,402,307,252,302,312,272,332,232,223,0,uniform_oracle,252,0.1151,0.1151,0.1667,0.2806,1.0404
mixed_w32_c16_l2,decisive,B,800,0.5,default,2,1.0,2,772,2.5455,0.6667,44.0,3.8788,28,4,212,232,212,285,212,215,331,217,197,0,uniform_min_teq,212,0.0708,0.0708,0.1667,0.4529,1.1015
mixed_w32_c16_l2,decisive,B,800,0.75,default,2,1.0,2,789,1.3636,1.1667,30.0,3.697,15,7,186,186,186,226,220,186,331,206,186,0,uniform_min_teq,186,0.0,0.0,0.1667,1.0,1.1075
mixed_w32_c16_l2,decisive,C,200,0.25,default,2,1.0,2,246,0.9091,0.1667,15.0,1.2424,10,1,799,439,374,464,374,463,403,349,349,0,uniform_oracle,374,0.0668,0.0668,0.3333,0.1606,1.0
mixed_w32_c16_l2,decisive,C,200,0.5,default,2,1.0,2,197,0.6364,0.1667,11.0,0.9697,7,1,797,643,428,463,428,475,407,395,395,1,proportional_split,407,0.0771,0.0295,0.1667,0.2655,1.0
mixed_w32_c16_l2,decisive,C,200,0.75,default,2,1.0,2,230,0.3636,0.3333,8.5,1.0303,4,2,402,402,374,375,402,375,413,336,336,1,uniform_oracle,374,0.1016,0.1016,0.3333,0.6599,1.0
mixed_w32_c16_l2,decisive,C,400,0.25,cheap,1,1.0,2,395,2.0909,0.1667,33.0,2.4242,23,1,796,311,274,333,390,339,331,274,274,1,uniform_oracle,274,0.0,0.0,0.0,0.1546,1.0
mixed_w32_c16_l2,decisive,C,400,0.25,default,2,1.0,2,412,1.8182,0.1667,29.0,2.1515,20,1,798,315,276,338,344,344,332,276,276,1,uniform_oracle,276,0.0,0.0,0.0,0.1546,1.0
mixed_w32_c16_l2,decisive,C,400,0.25,expensive,4,1.0,2,438,1.4545,0.1667,23.25,1.7879,16,1,799,354,291,291,354,354,353,291,291,1,uniform_oracle,291,0.0,0.0,0.0,0.1546,1.0
mixed_w32_c16_l2,decisive,C,400,0.25,free_area,2,1.0,0,373,2.4545,0.1667,38.5,2.7879,27,1,799,307,277,332,353,338,331,277,277,1,uniform_oracle,277,0.0,0.0,0.0,0.1546,1.0
mixed_w32_c16_l2,decisive,C,400,0.25,free_scarce,2,0.5,0,373,1.2546,0.0852,19.5,1.4249,27,1,799,389,316,343,364,364,389,303,303,1,uniform_oracle,316,0.0411,0.0411,0.3333,0.1606,1.0
mixed_w32_c16_l2,decisive,C,400,0.25,scarce,2,0.5,2,395,1.0551,0.0841,16.5,1.2234,23,1,799,439,349,378,375,375,439,333,333,1,uniform_oracle,349,0.0458,0.0458,0.3333,0.1606,1.0
mixed_w32_c16_l2,decisive,C,400,0.5,cheap,1,1.0,2,378,1.4545,0.3333,25.0,2.1212,16,2,400,338,274,336,400,276,329,254,254,1,uniform_oracle,274,0.073,0.073,0.1667,0.2655,1.0
mixed_w32_c16_l2,decisive,C,400,0.5,default,2,1.0,2,394,1.2727,0.3333,22.0,1.9394,14,2,403,367,277,339,403,280,330,259,259,1,uniform_oracle,277,0.065,0.065,0.1667,0.2655,1.0
mixed_w32_c16_l2,decisive,C,400,0.5,expensive,4,1.0,2,415,1.0,0.3333,17.75,1.6667,11,2,403,367,283,347,403,338,333,277,277,1,uniform_oracle,283,0.0212,0.0212,0.1667,0.3742,1.0
mixed_w32_c16_l2,decisive,C,400,0.5,free_area,2,1.0,0,426,1.6364,0.5,29.0,2.6364,18,3,272,277,221,327,272,272,330,238,221,1,uniform_oracle,221,0.0,0.0,0.0,0.6296,1.0769
mixed_w32_c16_l2,decisive,C,400,0.5,free_scarce,2,0.5,0,426,0.8312,0.254,14.5,1.3392,18,3,274,278,247,285,274,274,344,251,235,1,uniform_oracle,247,0.0486,0.0486,0.3333,0.6296,1.0681
mixed_w32_c16_l2,decisive,C,400,0.5,scarce,2,0.5,2,378,0.7426,0.1702,12.5,1.0829,16,2,403,402,330,319,403,330,364,286,286,1,two_term_descent,319,0.1333,0.1034,0.5,0.5062,1.0
mixed_w32_c16_l2,decisive,C,400,0.75,cheap,1,1.0,2,426,0.7273,0.6667,17.0,2.0606,8,4,210,210,210,230,210,213,346,230,208,1,uniform_min_teq,210,0.0095,0.0095,0.1667,0.7959,1.1058
mixed_w32_c16_l2,decisive,C,400,0.75,default,2,1.0,2,376,0.7273,0.5,15.0,1.7273,8,3,274,274,244,280,274,274,352,250,234,1,uniform_oracle,244,0.041,0.041,0.3333,0.6296,1.0684
mixed_w32_c16_l2,decisive,C,400,0.75,expensive,4,1.0,2,415,0.6364,0.5,13.75,1.6364,7,3,274,274,250,282,274,274,353,242,242,1,uniform_oracle,250,0.032,0.032,0.3333,0.6296,1.0
mixed_w32_c16_l2,decisive,C,400,0.75,free_area,2,1.0,0,403,0.8182,0.6667,18.0,2.1515,9,4,213,213,213,233,293,216,330,230,210,1,uniform_min_teq,213,0.0141,0.0141,0.1667,0.7959,1.0952
mixed_w32_c16_l2,decisive,C,400,0.75,free_scarce,2,0.5,0,403,0.4182,0.3408,9.0,1.0998,9,4,225,225,225,252,225,228,364,245,225,1,uniform_min_teq,225,0.0,0.0,0.0,1.0,1.0889
mixed_w32_c16_l2,decisive,C,400,0.75,scarce,2,0.5,2,426,0.3806,0.3489,8.5,1.0784,8,4,222,222,222,247,222,222,369,242,222,1,uniform_min_teq,222,0.0,0.0,0.0,1.0,1.0901
mixed_w32_c16_l2,decisive,C,800,0.25,default,2,1.0,2,805,3.5455,0.3333,56.0,4.2121,39,2,402,299,259,281,291,265,330,257,251,1,uniform_oracle,259,0.0309,0.0309,0.3333,0.2691,1.0239
mixed_w32_c16_l2,decisive,C,800,0.5,default,2,1.0,2,788,2.5455,0.6667,44.0,3.8788,28,4,213,233,211,275,213,216,330,215,195,1,uniform_oracle,211,0.0758,0.0758,0.1667,0.4529,1.1026
mixed_w32_c16_l2,decisive,C,800,0.75,default,2,1.0,2,817,1.3636,1.1667,30.0,3.697,15,7,187,187,187,228,221,187,330,207,187,1,uniform_min_teq,187,0.0,0.0,0.1667,1.0,1.107
modexp_w16_s2,decisive,A,200,0.25,,,,,226,1.2727,0.1667,0.0,1.6061,14,1,363,323,256,347,256,256,323,231,229,1,uniform_oracle,256,0.1055,0.1055,0.5,0.2055,1.0087
modexp_w16_s2,decisive,A,200,0.5,,,,,171,0.8182,0.1667,0.0,1.1515,9,1,363,324,257,325,257,257,324,235,233,1,uniform_oracle,257,0.0934,0.0934,0.75,0.3455,1.0086
modexp_w16_s2,decisive,A,200,0.75,,,,,199,0.4545,0.3333,0.0,1.1212,5,2,198,198,198,282,198,198,198,198,198,1,uniform_min_teq,198,0.0,0.0,0.0,1.0,1.0
modexp_w16_s2,decisive,A,400,0.25,,,,,369,2.4545,0.1667,0.0,2.7879,27,1,363,323,202,229,202,202,323,180,180,1,uniform_oracle,202,0.1089,0.1089,0.25,0.1429,1.0
modexp_w16_s2,decisive,A,400,0.5,,,,,414,1.6364,0.5,0.0,2.6364,18,3,198,198,154,210,154,154,323,148,148,1,uniform_oracle,154,0.039,0.039,0.25,0.4167,1.0
modexp_w16_s2,decisive,A,400,0.75,,,,,387,0.8182,0.6667,0.0,2.1515,9,4,198,198,181,179,198,198,198,141,140,1,two_term_descent,179,0.2265,0.2179,0.5,0.7586,1.0071
modexp_w16_s2,decisive,A,800,0.25,,,,,821,5.0,0.5,0.0,6.0,55,3,198,323,139,171,139,139,323,133,132,1,uniform_oracle,139,0.0504,0.0504,0.5,0.3333,1.0076
modexp_w16_s2,decisive,A,800,0.5,,,,,828,3.2727,1.0,0.0,5.2727,36,6,198,198,124,126,124,124,323,114,114,1,uniform_oracle,124,0.0806,0.0806,0.25,0.7846,1.0
modexp_w16_s2,decisive,A,800,0.75,,,,,774,1.6364,1.3333,0.0,4.303,18,8,198,198,107,107,107,107,198,107,107,1,uniform_oracle,107,0.0,0.0,0.0,1.0,1.0
modexp_w16_s2,decisive,B,200,0.25,default,2,1.0,2,242,0.9091,0.1667,15.0,1.2424,10,1,366,327,260,318,260,260,327,243,240,1,uniform_oracle,260,0.0769,0.0769,0.75,0.3455,1.0125
modexp_w16_s2,decisive,B,200,0.5,default,2,1.0,2,193,0.6364,0.1667,11.0,0.9697,7,1,365,365,262,291,262,262,393,248,248,1,uniform_oracle,262,0.0534,0.0534,0.25,0.4815,1.0
modexp_w16_s2,decisive,B,200,0.75,default,2,1.0,2,222,0.3636,0.3333,8.5,1.0303,4,2,200,200,200,316,200,200,200,200,200,1,uniform_min_teq,200,0.0,0.0,0.0,1.0,1.0
modexp_w16_s2,decisive,B,400,0.25,cheap,1,1.0,2,391,2.0909,0.1667,33.0,2.4242,23,1,364,325,243,220,258,258,325,194,194,1,two_term_descent,220,0.2016,0.1182,0.5,0.1485,1.0
modexp_w16_s2,decisive,B,400,0.25,default,2,1.0,2,408,1.8182,0.1667,29.0,2.1515,20,1,366,326,259,387,259,259,326,213,213,1,uniform_oracle,259,0.1776,0.1776,0.5,0.1485,1.0
modexp_w16_s2,decisive,B,400,0.25,expensive,4,1.0,2,413,1.3636,0.1667,22.0,1.697,15,1,368,328,261,351,261,261,328,236,236,1,uniform_oracle,261,0.0958,0.0958,0.5,0.2754,1.0
modexp_w16_s2,decisive,B,400,0.25,free_area,2,1.0,0,369,2.4545,0.1667,38.5,2.7879,27,1,366,325,219,252,219,219,325,186,186,1,uniform_oracle,219,0.1507,0.1507,0.5,0.1485,1.0
modexp_w16_s2,decisive,B,400,0.25,free_scarce,2,0.5,0,369,1.2546,0.0852,19.5,1.4249,27,1,366,326,259,300,259,259,326,234,234,1,uniform_oracle,259,0.0965,0.0965,0.5,0.2754,1.0
modexp_w16_s2,decisive,B,400,0.25,scarce,2,0.5,2,391,1.0551,0.0841,16.5,1.2234,23,1,366,327,260,316,260,260,327,241,234,1,uniform_oracle,260,0.1,0.1,0.5,0.2754,1.0299
modexp_w16_s2,decisive,B,400,0.5,cheap,1,1.0,2,370,1.4545,0.3333,25.0,2.1212,16,2,199,325,189,274,199,199,325,183,183,1,uniform_oracle,189,0.0317,0.0317,0.25,0.351,1.0
modexp_w16_s2,decisive,B,400,0.5,default,2,1.0,2,386,1.2727,0.3333,22.0,1.9394,14,2,201,201,192,249,201,201,327,191,190,1,uniform_oracle,192,0.0104,0.0104,0.5,0.4309,1.0053
modexp_w16_s2,decisive,B,400,0.5,expensive,4,1.0,2,430,1.0909,0.3333,19.25,1.7576,12,2,203,203,203,273,203,203,329,194,194,1,uniform_min_teq,203,0.0443,0.0443,0.25,0.6818,1.0
modexp_w16_s2,decisive,B,400,0.5,free_area,2,1.0,0,414,1.6364,0.5,29.0,2.6364,18,3,200,200,160,223,160,160,326,156,156,1,uniform_oracle,160,0.025,0.025,0.5,0.5692,1.0
modexp_w16_s2,decisive,B,400,0.5,free_scarce,2,0.5,0,414,0.8312,0.254,14.5,1.3392,18,3,201,201,201,300,201,201,335,172,172,1,uniform_min_teq,201,0.1443,0.1443,0.5,0.6585,1.0
modexp_w16_s2,decisive,B,400,0.5,scarce,2,0.5,2,370,0.7426,0.1702,12.5,1.0829,16,2,201,344,201,271,201,201,344,201,201,1,uniform_min_teq,201,0.0,0.0,0.0,1.0,1.0
modexp_w16_s2,decisive,B,400,0.75,cheap,1,1.0,2,410,0.7273,0.6667,17.0,2.0606,8,4,199,199,180,191,199,199,199,152,151,1,uniform_oracle,180,0.1611,0.1611,0.5,0.7586,1.0066
modexp_w16_s2,decisive,B,400,0.75,default,2,1.0,2,442,0.7273,0.6667,16.5,2.0606,8,4,201,201,182,193,201,201,201,154,153,1,uniform_oracle,182,0.1593,0.1593,0.5,0.7586,1.0065
modexp_w16_s2,decisive,B,400,0.75,expensive,4,1.0,2,403,0.6364,0.5,13.75,1.6364,7,3,202,202,202,218,202,202,202,174,174,1,uniform_min_teq,202,0.1386,0.1386,0.5,0.8526,1.0
modexp_w16_s2,decisive,B,400,0.75,free_area,2,1.0,0,387,0.8182,0.6667,18.0,2.1515,9,4,201,201,182,190,201,201,201,151,149,1,uniform_oracle,182,0.1813,0.1813,0.5,0.7586,1.0134
modexp_w16_s2,decisive,B,400,0.75,free_scarce,2,0.5,0,387,0.4182,0.3408,9.0,1.0998,9,4,200,200,192,298,200,200,200,154,154,1,uniform_oracle,192,0.1979,0.1979,0.5,1.0,1.0
modexp_w16_s2,decisive,B,400,0.75,scarce,2,0.5,2,410,0.3806,0.3489,8.5,1.0784,8,4,200,200,190,305,200,200,200,156,154,1,uniform_oracle,190,0.1895,0.1895,0.5,1.0,1.013
modexp_w16_s2,decisive,B,800,0.25,default,2,1.0,2,797,3.5455,0.3333,56.0,4.2121,39,2,200,325,191,170,200,200,325,150,150,1,two_term_descent,170,0.2147,0.1176,0.25,0.2406,1.0
modexp_w16_s2,decisive,B,800,0.5,default,2,1.0,2,772,2.5455,0.6667,44.0,3.8788,28,4,200,200,134,180,134,134,325,128,128,1,uniform_oracle,134,0.0448,0.0448,0.25,0.4684,1.0
modexp_w16_s2,decisive,B,800,0.75,default,2,1.0,2,789,1.3636,1.1667,30.0,3.697,15,7,201,201,116,125,116,116,201,116,116,1,uniform_oracle,116,0.0,0.0,0.0,1.0,1.0
modexp_w16_s2,decisive,C,200,0.25,default,2,1.0,2,246,0.9091,0.1667,15.0,1.2424,10,1,367,324,260,296,260,260,324,241,241,1,uniform_oracle,260,0.0731,0.0731,0.25,0.3578,1.0
modexp_w16_s2,decisive,C,200,0.5,default,2,1.0,2,197,0.6364,0.1667,11.0,0.9697,7,1,365,365,261,299,261,261,364,247,247,1,uniform_oracle,261,0.0536,0.0536,0.25,0.4815,1.0
modexp_w16_s2,decisive,C,200,0.75,default,2,1.0,2,230,0.3636,0.3333,8.5,1.0303,4,2,200,200,200,245,200,200,200,200,200,1,uniform_min_teq,200,0.0,0.0,0.0,1.0,1.0
modexp_w16_s2,decisive,C,400,0.25,cheap,1,1.0,2,395,2.0909,0.1667,33.0,2.4242,23,1,364,323,231,231,258,258,323,212,211,1,uniform_oracle,231,0.0866,0.0866,0.25,0.0691,1.0047
modexp_w16_s2,decisive,C,400,0.25,default,2,1.0,2,412,1.8182,0.1667,29.0,2.1515,20,1,366,324,259,235,259,259,324,210,210,1,two_term_descent,235,0.1892,0.1064,0.5,0.1485,1.0
modexp_w16_s2,decisive,C,400,0.25,expensive,4,1.0,2,438,1.4545,0.1667,23.25,1.7879,16,1,367,326,261,296,261,261,326,236,232,1,uniform_oracle,261,0.1111,0.1111,0.5,0.2055,1.0172
modexp_w16_s2,decisive,C,400,0.25,free_area,2,1.0,0,373,2.4545,0.1667,38.5,2.7879,27,1,367,323,212,247,212,212,323,195,195,1,uniform_oracle,212,0.0802,0.0802,0.25,0.0691,1.0
modexp_w16_s2,decisive,C,400,0.25,free_scarce,2,0.5,0,373,1.2546,0.0852,19.5,1.4249,27,1,367,324,259,321,259,259,324,241,231,1,uniform_oracle,259,0.1081,0.1081,0.5,0.2055,1.0433
modexp_w16_s2,decisive,C,400,0.25,scarce,2,0.5,2,395,1.0551,0.0841,16.5,1.2234,23,1,367,324,260,305,260,260,324,238,238,1,uniform_oracle,260,0.0846,0.0846,0.75,0.3455,1.0
modexp_w16_s2,decisive,C,400,0.5,cheap,1,1.0,2,378,1.4545,0.3333,25.0,2.1212,16,2,199,321,190,207,199,199,321,184,184,1,uniform_oracle,190,0.0316,0.0316,0.25,0.351,1.0
modexp_w16_s2,decisive,C,400,0.5,default,2,1.0,2,394,1.2727,0.3333,22.0,1.9394,14,2,201,201,192,262,201,201,323,191,191,1,uniform_oracle,192,0.0052,0.0052,0.5,0.5172,1.0
modexp_w16_s2,decisive,C,400,0.5,expensive,4,1.0,2,415,1.0,0.3333,17.75,1.6667,11,2,202,202,202,272,202,202,324,193,193,1,uniform_min_teq,202,0.0446,0.0446,0.5,0.5172,1.0
modexp_w16_s2,decisive,C,400,0.5,free_area,2,1.0,0,426,1.6364,0.5,29.0,2.6364,18,3,200,200,155,155,155,155,324,155,155,1,uniform_oracle,155,0.0,0.0,0.25,0.4167,1.0
modexp_w16_s2,decisive,C,400,0.5,free_scarce,2,0.5,0,426,0.8312,0.254,14.5,1.3392,18,3,201,201,201,233,201,201,328,168,168,1,uniform_min_teq,201,0.1642,0.1642,0.5,0.5172,1.0
modexp_w16_s2,decisive,C,400,0.5,scarce,2,0.5,2,378,0.7426,0.1702,12.5,1.0829,16,2,202,338,202,250,202,202,338,199,199,1,uniform_min_teq,202,0.0149,0.0149,0.75,0.5043,1.0
modexp_w16_s2,decisive,C,400,0.75,cheap,1,1.0,2,426,0.7273,0.6667,17.0,2.0606,8,4,199,199,179,181,199,199,199,148,148,1,uniform_oracle,179,0.1732,0.1732,0.5,0.5692,1.0
modexp_w16_s2,decisive,C,400,0.75,default,2,1.0,2,376,0.7273,0.5,15.0,1.7273,8,3,202,202,202,211,202,202,202,168,168,1,uniform_min_teq,202,0.1683,0.1683,0.5,0.5172,1.0
modexp_w16_s2,decisive,C,400,0.75,expensive,4,1.0,2,415,0.6364,0.5,13.75,1.6364,7,3,202,202,202,211,202,202,202,170,170,1,uniform_min_teq,202,0.1584,0.1584,0.5,0.5172,1.0
modexp_w16_s2,decisive,C,400,0.75,free_area,2,1.0,0,403,0.8182,0.6667,18.0,2.1515,9,4,202,202,179,182,179,179,202,147,147,1,uniform_oracle,179,0.1788,0.1788,0.5,0.5692,1.0
modexp_w16_s2,decisive,C,400,0.75,free_scarce,2,0.5,0,403,0.4182,0.3408,9.0,1.0998,9,4,200,200,196,219,200,200,200,155,155,1,uniform_oracle,196,0.2092,0.2092,0.5,1.0,1.0
modexp_w16_s2,decisive,C,400,0.75,scarce,2,0.5,2,426,0.3806,0.3489,8.5,1.0784,8,4,200,200,192,220,200,200,200,154,154,1,uniform_oracle,192,0.1979,0.1979,0.5,1.0,1.0
modexp_w16_s2,decisive,C,800,0.25,default,2,1.0,2,805,3.5455,0.3333,56.0,4.2121,39,2,200,322,188,176,200,200,322,169,167,1,two_term_descent,176,0.1117,0.0511,0.5,0.1485,1.012
modexp_w16_s2,decisive,C,800,0.5,default,2,1.0,2,788,2.5455,0.6667,44.0,3.8788,28,4,200,200,134,173,134,134,323,134,134,1,uniform_oracle,134,0.0,0.0,0.0,0.3488,1.0
modexp_w16_s2,decisive,C,800,0.75,default,2,1.0,2,817,1.3636,1.1667,30.0,3.697,15,7,202,202,117,122,117,117,202,117,117,1,uniform_oracle,117,0.0,0.0,0.0,1.0,1.0
modexp_w32_s2,decisive,A,200,0.25,,,,,226,1.2727,0.1667,0.0,1.6061,14,1,747,643,512,553,512,512,643,477,471,1,uniform_oracle,512,0.0801,0.0801,0.75,0.3391,1.0127
modexp_w32_s2,decisive,A,200,0.5,,,,,171,0.8182,0.1667,0.0,1.1515,9,1,747,644,513,656,513,513,644,483,483,1,uniform_oracle,513,0.0585,0.0585,0.25,0.4675,1.0
modexp_w32_s2,decisive,A,200,0.75,,,,,199,0.4545,0.3333,0.0,1.1212,5,2,390,390,390,566,390,390,390,390,390,1,uniform_min_teq,390,0.0,0.0,0.0,1.0,1.0
modexp_w32_s2,decisive,A,400,0.25,,,,,369,2.4545,0.1667,0.0,2.7879,27,1,747,643,411,376,411,411,643,360,360,1,two_term_descent,376,0.1241,0.0426,0.25,0.0678,1.0
modexp_w32_s2,decisive,A,400,0.5,,,,,414,1.6364,0.5,0.0,2.6364,18,3,390,390,306,436,306,306,643,306,306,1,uniform_oracle,306,0.0,0.0,0.0,0.3407,1.0
modexp_w32_s2,decisive,A,400,0.75,,,,,387,0.8182,0.6667,0.0,2.1515,9,4,390,390,373,431,390,390,390,297,297,1,uniform_oracle,373,0.2038,0.2038,0.5,1.0,1.0
modexp_w32_s2,decisive,A,800,0.25,,,,,821,5.0,0.5,0.0,6.0,55,3,390,643,239,292,239,239,643,206,206,1,uniform_oracle,239,0.1381,0.1381,0.25,0.2354,1.0
modexp_w32_s2,decisive,A,800,0.5,,,,,828,3.2727,1.0,0.0,5.2727,36,6,390,390,195,249,195,195,643,188,188,1,uniform_oracle,195,0.0359,0.0359,0.25,0.4611,1.0
modexp_w32_s2,decisive,A,800,0.75,,,,,774,1.6364,1.3333,0.0,4.303,18,8,390,390,191,206,191,191,390,191,191,1,uniform_oracle,191,0.0,0.0,0.0,1.0,1.0
modexp_w32_s2,decisive,B,200,0.25,default,2,1.0,2,242,0.9091,0.1667,15.0,1.2424,10,1,750,647,516,635,516,516,647,486,486,1,uniform_oracle,516,0.0581,0.0581,0.25,0.4675,1.0
modexp_w32_s2,decisive,B,200,0.5,default,2,1.0,2,193,0.6364,0.1667,11.0,0.9697,7,1,749,749,518,532,518,518,795,488,488,1,uniform_oracle,518,0.0579,0.0579,0.25,0.4675,1.0
modexp_w32_s2,decisive,B,200,0.75,default,2,1.0,2,222,0.3636,0.3333,8.5,1.0303,4,2,392,392,392,636,392,392,392,392,392,1,uniform_min_teq,392,0.0,0.0,0.0,1.0,1.0
modexp_w32_s2,decisive,B,400,0.25,cheap,1,1.0,2,391,2.0909,0.1667,33.0,2.4242,23,1,748,645,488,431,488,488,645,376,376,1,two_term_descent,431,0.2295,0.1276,0.5,0.1455,1.0
modexp_w32_s2,decisive,B,400,0.25,default,2,1.0,2,408,1.8182,0.1667,29.0,2.1515,20,1,750,646,515,499,515,515,646,470,416,1,two_term_descent,499,0.1922,0.1663,0.5,0.1455,1.1298
modexp_w32_s2,decisive,B,400,0.25,expensive,4,1.0,2,413,1.3636,0.1667,22.0,1.697,15,1,752,648,517,532,517,517,648,482,476,1,uniform_oracle,517,0.0793,0.0793,0.75,0.3391,1.0126
modexp_w32_s2,decisive,B,400,0.25,free_area,2,1.0,0,369,2.4545,0.1667,38.5,2.7879,27,1,750,645,427,396,427,427,645,378,378,1,two_term_descent,396,0.1148,0.0455,0.5,0.1694,1.0
modexp_w32_s2,decisive,B,400,0.25,free_scarce,2,0.5,0,369,1.2546,0.0852,19.5,1.4249,27,1,750,646,515,604,515,515,646,480,474,1,uniform_oracle,515,0.0796,0.0796,0.5,0.269,1.0127
modexp_w32_s2,decisive,B,400,0.25,scarce,2,0.5,2,391,1.0551,0.0841,16.5,1.2234,23,1,750,647,516,634,516,516,647,486,486,0,uniform_oracle,516,0.0581,0.0581,0.25,0.4675,1.0
modexp_w32_s2,decisive,B,400,0.5,cheap,1,1.0,2,370,1.4545,0.3333,25.0,2.1212,16,2,391,645,381,459,391,391,645,375,375,1,uniform_oracle,381,0.0157,0.0157,0.25,0.3417,1.0
modexp_w32_s2,decisive,B,400,0.5,default,2,1.0,2,386,1.2727,0.3333,22.0,1.9394,14,2,393,393,393,495,393,393,647,383,383,1,uniform_min_teq,393,0.0254,0.0254,0.25,0.6739,1.0
