lambda_A,lambda_C,lambda_B,policy,match_rate,match_rate_nontrivial,mean_regret,median_regret,p95_regret,mean_regret_nontrivial,median_regret_nontrivial,p95_regret_nontrivial
0.0,0.1,0.002,regime_aware,0.9876373626373627,0.9691358024691358,0.0006953556834701408,0.0,0.0,0.0014659215537706268,0.0,0.0
0.0,0.1,0.005,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10971651749366705,0.0,0.5769230769230769,0.29825939989352906,0.17713073005093383,0.75
0.0,0.1,0.005,always_increase_B,0.926510989010989,0.7860082304526749,0.03030491681099994,0.0,0.09789473684210548,0.08903908917356868,0.0,0.5704761904761906
0.0,0.1,0.005,always_increase_C,0.9697802197802198,0.9156378600823045,0.0014376982737764595,0.0,0.0,0.0036898944169105443,0.0,0.030000000000000027
0.0,0.1,0.005,always_smooth,0.9223901098901099,0.7736625514403292,0.03415931650270868,0.0,0.13809523809523805,0.10058642652156854,0.0,0.6024390243902438
0.0,0.1,0.005,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.005,random,0.8337912087912088,0.5967078189300411,0.04732728134273251,0.0,0.26923076923076916,0.13249792449917103,0.0,0.6621621621621621
0.0,0.1,0.005,regime_aware,0.9773351648351648,0.9382716049382716,0.0011441018466086716,0.0,0.0,0.002810313351156843,0.0,0.023287671232876672
0.0,0.1,0.01,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10927693724694909,0.0,0.5769230769230769,0.296942468125584,0.17312526183493926,0.75
0.0,0.1,0.01,always_increase_B,0.9162087912087912,0.7551440329218106,0.03663731458626001,0.0,0.2039024390243902,0.10801022324924493,0.0,0.6504761904761904
0.0,0.1,0.01,always_increase_C,0.978021978021978,0.9403292181069959,0.0009981180270585048,0.0,0.0,0.0023729626489653968,0.0,0.003225806451613078
0.0,0.1,0.01,always_smooth,0.9237637362637363,0.7777777777777778,0.033719736255990736,0.0,0.13809523809523805,0.0992694947536234,0.0,0.6024390243902438
0.0,0.1,0.01,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.01,random,0.8337912087912088,0.5864197530864198,0.050251110552864,0.0,0.25,0.1445858045389677,0.0,0.7124999999999999
0.0,0.1,0.01,regime_aware,0.9690934065934066,0.9135802469135802,0.00336248863285775,0.0,0.0,0.00945634454617466,0.0,0.05068493150684916
0.0,0.1,0.02,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10920258400723382,0.0,0.5769230769230769,0.2967197143868485,0.17312526183493926,0.75
0.0,0.1,0.02,always_increase_B,0.9107142857142857,0.7386831275720165,0.05010691739050078,0.0,0.37806451612903236,0.14836360119775224,0.0,0.7504761904761903
0.0,0.1,0.02,always_increase_C,0.9787087912087912,0.9423868312757202,0.0009237647873432301,0.0,0.0,0.0021502089102299234,0.0,0.003225806451613078
0.0,0.1,0.02,always_smooth,0.9285714285714286,0.7921810699588477,0.033645383016275454,0.0,0.13809523809523805,0.09904674101488792,0.0,0.6024390243902438
0.0,0.1,0.02,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.02,random,0.8324175824175825,0.5761316872427984,0.05231108132235504,0.0,0.3063013698630137,0.15256393507282115,0.0,0.6947368421052631
0.0,0.1,0.02,regime_aware,0.9697802197802198,0.9156378600823045,0.008604069459076541,0.0,0.0,0.02515951673336511,0.0,0.17999999999999994
0.0,0.1,0.05,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10916761897226879,0.0,0.5769230769230769,0.2966149631709862,0.17312526183493926,0.75
0.0,0.1,0.05,always_increase_B,0.9100274725274725,0.7366255144032922,0.09070382048740387,0.0,0.794736842105263,0.2699872450436184,0.0,1.4580645161290324
0.0,0.1,0.05,always_increase_C,0.9787087912087912,0.9423868312757202,0.0008887997523781952,0.0,0.0,0.002045457694367597,0.0,0.003225806451613078
0.0,0.1,0.05,always_smooth,0.9292582417582418,0.7942386831275721,0.033610417981310425,0.0,0.13809523809523805,0.09894198979902559,0.0,0.6024390243902438
0.0,0.1,0.05,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.05,random,0.8440934065934066,0.6090534979423868,0.05751242605400453,0.0,0.3125,0.1656720353795948,0.0,0.8439024390243903
0.0,0.1,0.05,regime_aware,0.9690934065934066,0.9135802469135802,0.02451690662191371,0.0,0.0,0.07283254329528056,0.0,0.6000000000000001
0.0,0.2,0.0,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10427790316714457,0.0,0.46153846153846145,0.2819659380428774,0.18237250554323725,0.75
0.0,0.2,0.0,always_increase_B,0.9601648351648352,0.8868312757201646,0.018094324462499436,0.0,0.0,0.05245756147929557,0.0,0.29047619047619055
0.0,0.2,0.0,always_increase_C,0.945054945054945,0.8415637860082305,0.010078754276924302,0.0,0.14193548387096766,0.028960218574489265,0.0,0.19999999999999996
0.0,0.2,0.0,always_smooth,0.9100274725274725,0.7366255144032922,0.028720702176186205,0.0,0.15609756097560967,0.08429296467091683,0.0,0.4904761904761905
0.0,0.2,0.0,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.0,random,0.8228021978021978,0.551440329218107,0.04964402701150165,0.0,0.30000000000000004,0.1408441507212358,0.0,0.7105263157894737
0.0,0.2,0.0,regime_aware,0.9711538461538461,0.9197530864197531,0.003418399607998276,0.0,0.0,0.009006563434661503,0.0,0.08095238095238089
0.0,0.2,0.002,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10231767945360666,0.0,0.46153846153846145,0.27609333366651695,0.16883116883116878,0.75
0.0,0.2,0.002,always_increase_B,0.9581043956043956,0.8806584362139918,0.01884289195775275,0.0,0.0,0.05470018344038367,0.0,0.3224761904761906
0.0,0.2,0.002,always_increase_C,0.945054945054945,0.8415637860082305,0.008118530563386402,0.0,0.08193548387096761,0.02308761419812881,0.0,0.17199999999999993
0.0,0.2,0.002,always_smooth,0.9120879120879121,0.742798353909465,0.026760478462648306,0.0,0.12668493150684923,0.07842036029455637,0.0,0.4904761904761905
0.0,0.2,0.002,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.002,random,0.8434065934065934,0.6008230452674898,0.04186668419638363,0.0,0.24675324675324672,0.1189885159249744,0.0,0.6623376623376624
0.0,0.2,0.002,regime_aware,0.9718406593406593,0.9218106995884774,0.0025213627076471905,0.0,0.0,0.006319144243486233,0.0,0.06526315789473691
0.0,0.2,0.005,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10008521847964445,0.0,0.41894736842105273,0.2694051378268276,0.16883116883116878,0.75
0.0,0.2,0.005,always_increase_B,0.9402472527472527,0.8271604938271605,0.02067361779697734,0.0,0.03150684931506853,0.06018482710686721,0.0,0.3704761904761906
0.0,0.2,0.005,always_increase_C,0.9478021978021978,0.8497942386831275,0.005886069589424179,0.0,0.03414634146341444,0.016399418358439513,0.0,0.1315068493150684
0.0,0.2,0.005,always_smooth,0.9271978021978022,0.7880658436213992,0.02452801748868608,0.0,0.08090909090909082,0.07173216445486709,0.0,0.4904761904761905
0.0,0.2,0.005,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.005,random,0.8324175824175825,0.5679012345679012,0.04130955697721641,0.0,0.23750000000000004,0.11701899379334736,0.0,0.631578947368421
0.0,0.2,0.005,regime_aware,0.9711538461538461,0.9197530864197531,0.0018836819534651863,0.0,0.0,0.004408726181574715,0.0,0.04219178082191788
0.0,0.2,0.01,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.098646342217641,0.0,0.3769230769230769,0.265094430342307,0.16216216216216206,0.75
0.0,0.2,0.01,always_increase_B,0.9230769230769231,0.7757201646090535,0.026006719556951902,0.0,0.1200000000000001,0.07616218546596797,0.0,0.4504761904761905
0.0,0.2,0.01,always_increase_C,0.9574175824175825,0.8786008230452675,0.004447193327420722,0.0,0.0,0.012088710873918869,0.0,0.1041095890410959
0.0,0.2,0.01,always_smooth,0.9347527472527473,0.8106995884773662,0.023089141226682628,0.0,0.03808219178082184,0.06742145697034643,0.0,0.4904761904761905
0.0,0.2,0.01,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.01,random,0.8372252747252747,0.5843621399176955,0.041817015047604135,0.0,0.24986301369862995,0.11897848571852877,0.0,0.6904761904761905
0.0,0.2,0.01,regime_aware,0.9684065934065934,0.911522633744856,0.0031027727244287632,0.0,0.0,0.008060981660017036,0.0,0.08000000000000007
0.0,0.2,0.02,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.0983454941317481,0.0,0.3769230769230769,0.264193124142595,0.16216216216216206,0.75
0.0,0.2,0.02,always_increase_B,0.9107142857142857,0.7386831275720165,0.03924982751501506,0.0,0.3063013698630137,0.11583701095349874,0.0,0.5432258064516131
0.0,0.2,0.02,always_increase_C,0.959478021978022,0.8847736625514403,0.0041463452415278325,0.0,0.0,0.011187404674206841,0.0,0.10322580645161294
0.0,0.2,0.02,always_smooth,0.945054945054945,0.8415637860082305,0.022788293140789735,0.0,0.026315789473684292,0.0665201507706344,0.0,0.4904761904761905
0.0,0.2,0.02,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.02,random,0.8406593406593407,0.588477366255144,0.044702727054810515,0.0,0.28421052631578947,0.12668663676050637,0.0,0.6526315789473687
0.0,0.2,0.02,regime_aware,0.9642857142857143,0.8991769547325102,0.00811785870446994,0.0,0.0,0.023085601386230933,0.0,0.12821917808219174
0.0,0.2,0.05,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.09831052909678308,0.0,0.3769230769230769,0.26408837292673265,0.16216216216216206,0.75
0.0,0.2,0.05,always_increase_B,0.9100274725274725,0.7366255144032922,0.07984673061191816,0.0,0.7390243902439024,0.23746065479936482,0.0,1.3193548387096778
0.0,0.2,0.05,always_increase_C,0.959478021978022,0.8847736625514403,0.004111380206562798,0.0,0.0,0.011082653458344513,0.0,0.10322580645161294
0.0,0.2,0.05,always_smooth,0.9457417582417582,0.8436213991769548,0.022753328105824703,0.0,0.019178082191780854,0.06641539955477208,0.0,0.4904761904761905
0.0,0.2,0.05,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.05,random,0.8399725274725275,0.5864197530864198,0.04483473421473772,0.0,0.23684210526315796,0.1289951622513869,0.0,0.6421052631578947
0.0,0.2,0.05,regime_aware,0.9635989010989011,0.897119341563786,0.024030695867307106,0.0,0.0,0.07075862794814639,0.0,0.5684210526315792
0.005,0.0,0.0,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.005,0.0,0.0,always_increase_B,0.9471153846153846,0.8477366255144033,0.03627047838712968,0.0,0.1578947368421053,0.10691122426584211,0.0,0.7091463414634145
0.005,0.0,0.0,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,always_smooth,0.9100274725274725,0.7366255144032922,0.04779058048756845,0.0,0.26923076923076916,0.1414241227395846,0.0,0.8790853658536586
0.005,0.0,0.0,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,random,0.8289835164835165,0.5720164609053497,0.06515370710414635,0.0,0.36986301369863006,0.1876113569125383,0.0,0.8792073170731709
0.005,0.0,0.0,regime_aware,0.989010989010989,0.9670781893004116,0.0007793361548330524,0.0,0.0,0.002334801319829062,0.0,0.0
0.005,0.0,0.002,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.005,0.0,0.002,always_increase_B,0.9100274725274725,0.7366255144032922,0.038979269595920886,0.0,0.20589473684210535,0.11502645060329068,0.0,0.7491463414634145
0.005,0.0,0.002,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.002,always_smooth,0.9100274725274725,0.7366255144032922,0.04779058048756845,0.0,0.26923076923076916,0.1414241227395846,0.0,0.8790853658536586
0.005,0.0,0.002,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.002,random,0.8207417582417582,0.551440329218107,0.0597872946756377,0.0,0.3421052631578947,0.1712228507569651,0.0,0.8382894736842104
0.005,0.0,0.002,regime_aware,0.9629120879120879,0.8888888888888888,0.0018425229680198666,0.0,0.0,0.00551998650501425,0.0,0.04800000000000004
0.005,0.0,0.005,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.005,0.0,0.005,always_increase_B,0.9100274725274725,0.7366255144032922,0.0430424564091077,0.0,0.23809523809523814,0.12719929010946351,0.0,0.8091463414634146
0.005,0.0,0.005,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.005,always_smooth,0.9100274725274725,0.7366255144032922,0.04779058048756845,0.0,0.26923076923076916,0.1414241227395846,0.0,0.8790853658536586
0.005,0.0,0.005,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.005,random,0.8248626373626373,0.5617283950617284,0.05837419213429261,0.0,0.32432432432432434,0.16956693433057832,0.0,0.8613095238095239
0.005,0.0,0.005,regime_aware,0.9629120879120879,0.8888888888888888,0.003437303187800086,0.0,0.0,0.010297764282792027,0.0,0.09787671232876716
0.005,0.0,0.01,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.005,0.0,0.01,always_increase_B,0.9100274725274725,0.7366255144032922,0.04981443443108572,0.0,0.3092307692307692,0.1474873559530849,0.0,0.894736842105263
0.005,0.0,0.01,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.01,always_smooth,0.9100274725274725,0.7366255144032922,0.04779058048756845,0.0,0.26923076923076916,0.1414241227395846,0.0,0.8790853658536586
0.005,0.0,0.01,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.01,random,0.8372252747252747,0.5905349794238683,0.056726904982623005,0.0,0.32432432432432434,0.16415501048840744,0.0,0.811547619047619
0.005,0.0,0.01,regime_aware,0.9629120879120879,0.8888888888888888,0.00609527022076712,0.0,0.0,0.01826072724575499,0.0,0.15623287671232866
0.005,0.0,0.02,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.005,0.0,0.02,always_increase_B,0.9100274725274725,0.7366255144032922,0.06335839047504177,0.0,0.48,0.1880634876403277,0.0,0.9304761904761905
0.005,0.0,0.02,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.02,always_smooth,0.9100274725274725,0.7366255144032922,0.04779058048756845,0.0,0.26923076923076916,0.1414241227395846,0.0,0.8790853658536586
0.005,0.0,0.02,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.02,random,0.8269230769230769,0.5617283950617284,0.06904905019456808,0.0,0.3999999999999999,0.19841080494782357,0.0,0.894736842105263
0.005,0.0,0.02,regime_aware,0.9629120879120879,0.8888888888888888,0.011411204286701185,0.0,0.0,0.03418665317168092,0.0,0.28
0.005,0.0,0.05,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.005,0.0,0.05,always_increase_B,0.9100274725274725,0.7366255144032922,0.1039902586069099,0.0,0.894736842105263,0.3097918827020561,0.0,1.6
0.005,0.0,0.05,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.05,always_smooth,0.9100274725274725,0.7366255144032922,0.04779058048756845,0.0,0.26923076923076916,0.1414241227395846,0.0,0.8790853658536586
0.005,0.0,0.05,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.05,random,0.8282967032967034,0.5576131687242798,0.07068216236169308,0.0,0.37315789473684213,0.2050523466883039,0.0,0.9390243902439024
0.005,0.0,0.05,regime_aware,0.9629120879120879,0.8888888888888888,0.027359006484503384,0.0,0.0,0.0819644309494587,0.0,0.7000000000000002
0.005,0.01,0.0,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.1213420060330774,0.0,0.6621621621621621,0.3330880239951371,0.183568677792041,0.9090243902439024
0.005,0.01,0.0,always_increase_B,0.9471153846153846,0.8477366255144033,0.035253994870646156,0.0,0.1378947368421053,0.10386595677613018,0.0,0.6791463414634145
0.005,0.01,0.0,always_increase_C,0.9608516483516484,0.8888888888888888,0.00039148351648351685,0.0,0.0,0.0011111111111111122,0.0,0.010000000000000009
0.005,0.01,0.0,always_smooth,0.9100274725274725,0.7366255144032922,0.04677409697108493,0.0,0.25923076923076915,0.13837885524987265,0.0,0.8490853658536586
0.005,0.01,0.0,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.01,0.0,random,0.8427197802197802,0.6131687242798354,0.05757844943504223,0.0,0.3166891891891892,0.16552222470003408,0.0,0.874736842105263
0.005,0.01,0.0,regime_aware,0.9869505494505495,0.9670781893004116,0.000799940550437448,0.0,0.0,0.002334801319829062,0.0,0.0
0.005,0.01,0.002,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12098074229681367,0.0,0.6621621621621621,0.33200571946838814,0.18301435406698563,0.9090243902439024
0.005,0.01,0.002,always_increase_B,0.9134615384615384,0.7469135802469136,0.037601522343173634,0.0,0.18789473684210534,0.11089887858682977,0.0,0.7191463414634145
0.005,0.01,0.002,always_increase_C,0.9945054945054945,0.9897119341563786,3.0219780219780246e-05,0.0,0.0,2.8806584362139944e-05,0.0,0.0
0.005,0.01,0.002,always_smooth,0.9100274725274725,0.7366255144032922,0.046412833234821184,0.0,0.25923076923076915,0.1372965507231237,0.0,0.8490853658536586
0.005,0.01,0.002,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.01,0.002,random,0.8269230769230769,0.5411522633744856,0.059771860839390484,0.0,0.35375,0.17214498317702004,0.0,0.8490853658536586
0.005,0.01,0.002,regime_aware,0.9622252747252747,0.8930041152263375,0.0015018636273605257,0.0,0.0,0.004437681978265278,0.0,0.038000000000000034
0.005,0.01,0.005,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12097112691219829,0.0,0.6621621621621621,0.331976912884026,0.18301435406698563,0.9090243902439024
0.005,0.01,0.005,always_increase_B,0.9107142857142857,0.7386831275720165,0.04165509377174506,0.0,0.22809523809523813,0.12304291150864048,0.0,0.7791463414634145
0.005,0.01,0.005,always_increase_C,0.9979395604395604,1.0,2.060439560439562e-05,0.0,0.0,0.0,0.0,0.0
0.005,0.01,0.005,always_smooth,0.9100274725274725,0.7366255144032922,0.046403217850205805,0.0,0.25923076923076915,0.13726774413876155,0.0,0.8490853658536586
0.005,0.01,0.005,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.01,0.005,random,0.8276098901098901,0.5617283950617284,0.06085780769116101,0.0,0.3225,0.17447573473515524,0.0,0.831
0.005,0.01,0.005,regime_aware,0.9615384615384616,0.8909465020576132,0.003087028462525361,0.0,0.0,0.009186653171680915,0.0,0.08787671232876715
0.005,0.01,0.01,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12097112691219829,0.0,0.6621621621621621,0.331976912884026,0.18301435406698563,0.9090243902439024
0.005,0.01,0.01,always_increase_B,0.9100274725274725,0.7366255144032922,0.04842707179372308,0.0,0.2992307692307692,0.14333097735226188,0.0,0.874736842105263
0.005,0.01,0.01,always_increase_C,0.9979395604395604,1.0,2.060439560439562e-05,0.0,0.0,0.0,0.0,0.0
0.005,0.01,0.01,always_smooth,0.9100274725274725,0.7366255144032922,0.046403217850205805,0.0,0.25923076923076915,0.13726774413876155,0.0,0.8490853658536586
0.005,0.01,0.01,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.01,0.01,random,0.8447802197802198,0.6049382716049383,0.060018991138676626,0.0,0.35709677419354824,0.17198003452176125,0.0,0.874736842105263
0.005,0.01,0.01,regime_aware,0.9608516483516484,0.8888888888888888,0.005744995495492393,0.0,0.0,0.01714961613464388,0.0,0.14623287671232865
0.005,0.01,0.02,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12097112691219829,0.0,0.6621621621621621,0.331976912884026,0.18301435406698563,0.9090243902439024
0.005,0.01,0.02,always_increase_B,0.9100274725274725,0.7366255144032922,0.061971027837679125,0.0,0.47,0.18390710903950466,0.0,0.9104761904761904
0.005,0.01,0.02,always_increase_C,0.9979395604395604,1.0,2.060439560439562e-05,0.0,0.0,0.0,0.0,0.0
0.005,0.01,0.02,always_smooth,0.9100274725274725,0.7366255144032922,0.046403217850205805,0.0,0.25923076923076915,0.13726774413876155,0.0,0.8490853658536586
0.005,0.01,0.02,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.01,0.02,random,0.8255494505494505,0.5617283950617284,0.06638791568055163,0.0,0.40603658536585385,0.1902829905708018,0.0,0.8780645161290321
0.005,0.01,0.02,regime_aware,0.9608516483516484,0.8888888888888888,0.01106092956142646,0.0,0.0,0.033075542060569806,0.0,0.27
0.005,0.01,0.05,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12097112691219829,0.0,0.6621621621621621,0.331976912884026,0.18301435406698563,0.9090243902439024
0.005,0.01,0.05,always_increase_B,0.9100274725274725,0.7366255144032922,0.10260289596954726,0.0,0.884736842105263,0.3056355041012331,0.0,1.59
0.005,0.01,0.05,always_increase_C,0.9979395604395604,1.0,2.060439560439562e-05,0.0,0.0,0.0,0.0,0.0
0.005,0.01,0.05,always_smooth,0.9100274725274725,0.7366255144032922,0.046403217850205805,0.0,0.25923076923076915,0.13726774413876155,0.0,0.8490853658536586
0.005,0.01,0.05,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.01,0.05,random,0.8385989010989011,0.5946502057613169,0.06442010770723246,0.0,0.368421052631579,0.1861774684265218,0.0,0.9090243902439024
0.005,0.01,0.05,regime_aware,0.9608516483516484,0.8888888888888888,0.02700873175922866,0.0,0.0,0.08085331983834758,0.0,0.6900000000000002
0.005,0.03,0.0,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.11930903900011039,0.0,0.6621621621621621,0.32699748901571324,0.183568677792041,0.8685714285714285
0.005,0.03,0.0,always_increase_B,0.9471153846153846,0.8477366255144033,0.03322102783767912,0.0,0.09789473684210526,0.0977754217967063,0.0,0.6304761904761904
0.005,0.03,0.0,always_increase_C,0.9608516483516484,0.8888888888888888,0.0011744505494505504,0.0,0.0,0.003333333333333336,0.0,0.030000000000000027
0.005,0.03,0.0,always_smooth,0.9100274725274725,0.7366255144032922,0.04474112993811789,0.0,0.2479452054794522,0.1322883202704488,0.0,0.8013095238095238
0.005,0.03,0.0,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.03,0.0,random,0.8214285714285714,0.5329218106995884,0.06277061340293605,0.0,0.3421052631578947,0.1833348171270352,0.0,0.8644375
0.005,0.03,0.0,regime_aware,0.9869505494505495,0.9670781893004116,0.0008411493416462392,0.0,0.0,0.002334801319829062,0.0,0.0
0.005,0.03,0.002,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.11838729624882718,0.0,0.6621621621621621,0.3242360539419101,0.18181818181818188,0.8685714285714285
0.005,0.03,0.002,always_increase_B,0.9237637362637363,0.7777777777777778,0.03500807629518715,0.0,0.1578947368421053,0.10312921306035175,0.0,0.6671463414634144
0.005,0.03,0.002,always_increase_C,0.9828296703296703,0.9547325102880658,0.0002527077981673653,0.0,0.0,0.0005718982595302136,0.0,0.0
0.005,0.03,0.002,always_smooth,0.9114010989010989,0.7407407407407407,0.04381938718683471,0.0,0.23798780487804883,0.12952688519664568,0.0,0.8013095238095238
0.005,0.03,0.002,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.03,0.002,random,0.8296703296703297,0.5679012345679012,0.05522355421889122,0.0,0.32432432432432434,0.1598467410620809,0.0,0.7890853658536585
0.005,0.03,0.002,regime_aware,0.9711538461538461,0.9197530864197531,0.0009825934035498681,0.0,0.0,0.0027585514312111273,0.0,0.023815789473684124
0.005,0.03,0.005,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.1182614000413761,0.0,0.6621621621621621,0.32385888341094554,0.18181818181818188,0.8685714285714285
0.005,0.03,0.005,always_increase_B,0.9141483516483516,0.7489711934156379,0.03894536690092288,0.0,0.2080952380952381,0.11492488203556002,0.0,0.7191463414634145
0.005,0.03,0.005,always_increase_C,0.992445054945055,0.9835390946502057,0.00012681159071627963,0.0,0.0,0.00019472772856564418,0.0,0.0
0.005,0.03,0.005,always_smooth,0.9120879120879121,0.742798353909465,0.04369349097938362,0.0,0.23798780487804883,0.1291497146656811,0.0,0.8013095238095238
0.005,0.03,0.005,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.03,0.005,random,0.8385989010989011,0.5925925925925926,0.05832596567365666,0.0,0.3356849315068493,0.16857427515451723,0.0,0.818815789473684
0.005,0.03,0.005,regime_aware,0.9649725274725275,0.9012345679012346,0.002451477415879002,0.0,0.0,0.007159158678024335,0.0,0.06787671232876713
0.005,0.03,0.01,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.11822870585200382,0.0,0.6621621621621621,0.32376093538681794,0.18181818181818188,0.8685714285714285
0.005,0.03,0.01,always_increase_B,0.9107142857142857,0.7386831275720165,0.04568465073352863,0.0,0.27923076923076917,0.1351149998550538,0.0,0.8191463414634144
0.005,0.03,0.01,always_increase_C,0.9945054945054945,0.9897119341563786,9.411740134400803e-05,0.0,0.0,9.677970443801567e-05,0.0,0.0
0.005,0.03,0.01,always_smooth,0.9127747252747253,0.7448559670781894,0.04366079679001135,0.0,0.23798780487804883,0.12905176664155346,0.0,0.8013095238095238
0.005,0.03,0.01,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.03,0.01,random,0.8337912087912088,0.5843621399176955,0.05823295810552716,0.0,0.3176923076923077,0.16990163787948892,0.0,0.7589024390243901
0.005,0.03,0.01,regime_aware,0.9642857142857143,0.8991769547325102,0.005076750259473763,0.0,0.0,0.015024173616859671,0.0,0.12623287671232863
0.005,0.03,0.02,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.1182218377201357,0.0,0.6621621621621621,0.32374035925513067,0.18181818181818188,0.8685714285714285
0.005,0.03,0.02,always_increase_B,0.9100274725274725,0.7366255144032922,0.05922173864561654,0.0,0.44999999999999996,0.17567055541060933,0.0,0.8704761904761904
0.005,0.03,0.02,always_increase_C,0.9951923076923077,0.9917695473251029,8.724926947587616e-05,0.0,0.0,7.620357275077285e-05,0.0,0.0
0.005,0.03,0.02,always_smooth,0.9127747252747253,0.7448559670781894,0.04365392865814322,0.0,0.23798780487804883,0.12903119050986622,0.0,0.8013095238095238
0.005,0.03,0.02,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
