program,kernel,regime,rate,model,description,makespan,reference,regret,reference_exhaustive,prediction_error_mean,prediction_error_max,selected_best_candidate
reduction_tree_mult_w16_r8,multiplier,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),8123,4203,1.9327,0,0.9764,0.9863,0
reduction_tree_mult_w16_r8,multiplier,rate0.1,0.1,deps_plus_count,dependencies + T-count,4203,4203,1.0,0,0.001,0.0017,1
reduction_tree_mult_w16_r8,multiplier,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,4203,4203,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,4203,4203,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,4203,4203,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate0.1,0.1,t_count_only,T-count and average supply rate,4203,4203,1.0,0,0.001,0.0017,1
reduction_tree_mult_w16_r8,multiplier,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),4068,2108,1.9298,0,0.9529,0.9727,0
reduction_tree_mult_w16_r8,multiplier,rate0.2,0.2,deps_plus_count,dependencies + T-count,2108,2108,1.0,0,0.0006,0.0009,1
reduction_tree_mult_w16_r8,multiplier,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,2108,2108,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,2108,2108,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,2108,2108,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate0.2,0.2,t_count_only,T-count and average supply rate,2108,2108,1.0,0,0.0006,0.0009,1
reduction_tree_mult_w16_r8,multiplier,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),1635,851,1.9213,0,0.883,0.9321,0
reduction_tree_mult_w16_r8,multiplier,rate0.5,0.5,deps_plus_count,dependencies + T-count,851,851,1.0,0,0.0007,0.0012,1
reduction_tree_mult_w16_r8,multiplier,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,851,851,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,851,851,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,851,851,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate0.5,0.5,t_count_only,T-count and average supply rate,851,851,1.0,0,0.0007,0.0012,1
reduction_tree_mult_w16_r8,multiplier,rate1,1.0,deps_only,dependencies only (what T-depth sees),824,451,1.8271,0,0.7733,0.8653,0
reduction_tree_mult_w16_r8,multiplier,rate1,1.0,deps_plus_count,dependencies + T-count,451,451,1.0,0,0.0113,0.0466,1
reduction_tree_mult_w16_r8,multiplier,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,451,451,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate1,1.0,sccp,dependencies + arrival timing + buffer,451,451,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,451,451,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate1,1.0,t_count_only,T-count and average supply rate,451,451,1.0,0,0.0113,0.0466,1
reduction_tree_mult_w16_r8,multiplier,rate2,2.0,deps_only,dependencies only (what T-depth sees),418,260,1.6077,0,0.5968,0.7344,0
reduction_tree_mult_w16_r8,multiplier,rate2,2.0,deps_plus_count,dependencies + T-count,290,260,1.1154,0,0.0404,0.1828,1
reduction_tree_mult_w16_r8,multiplier,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,260,260,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate2,2.0,sccp,dependencies + arrival timing + buffer,260,260,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,260,260,1.0,0,0.0,0.0,1
reduction_tree_mult_w16_r8,multiplier,rate2,2.0,t_count_only,T-count and average supply rate,290,260,1.1154,0,0.0521,0.2414,1
reduction_tree_mult_w16_r8,multiplier,rate4,4.0,deps_only,dependencies only (what T-depth sees),224,181,1.2376,0,0.3696,0.5045,1
reduction_tree_mult_w16_r8,multiplier,rate4,4.0,deps_plus_count,dependencies + T-count,181,181,1.0,0,0.0631,0.0897,0
reduction_tree_mult_w16_r8,multiplier,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,181,181,1.0,0,0.0061,0.0175,1
reduction_tree_mult_w16_r8,multiplier,rate4,4.0,sccp,dependencies + arrival timing + buffer,181,181,1.0,0,0.0061,0.0175,1
reduction_tree_mult_w16_r8,multiplier,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,181,181,1.0,0,0.0061,0.0175,1
reduction_tree_mult_w16_r8,multiplier,rate4,4.0,t_count_only,T-count and average supply rate,244,181,1.3481,0,0.1631,0.5287,0
reduction_tree_mult_w16_r8,multiplier,rate8,8.0,deps_only,dependencies only (what T-depth sees),145,145,1.0,0,0.1648,0.2345,1
reduction_tree_mult_w16_r8,multiplier,rate8,8.0,deps_plus_count,dependencies + T-count,145,145,1.0,0,0.1641,0.231,1
reduction_tree_mult_w16_r8,multiplier,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,145,145,1.0,0,0.0136,0.0414,1
reduction_tree_mult_w16_r8,multiplier,rate8,8.0,sccp,dependencies + arrival timing + buffer,145,145,1.0,0,0.0136,0.0414,1
reduction_tree_mult_w16_r8,multiplier,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,145,145,1.0,0,0.0136,0.0414,1
reduction_tree_mult_w16_r8,multiplier,rate8,8.0,t_count_only,T-count and average supply rate,243,145,1.6759,0,0.3758,0.7428,0
reduction_tree_mult_w32_r4,multiplier,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),7323,3723,1.967,1,0.9721,0.9866,0
reduction_tree_mult_w32_r4,multiplier,rate0.1,0.1,deps_plus_count,dependencies + T-count,3723,3723,1.0,1,0.0011,0.0019,1
reduction_tree_mult_w32_r4,multiplier,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,3723,3723,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,3723,3723,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,3723,3723,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate0.1,0.1,t_count_only,T-count and average supply rate,3723,3723,1.0,1,0.0011,0.0019,1
reduction_tree_mult_w32_r4,multiplier,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),3668,1868,1.9636,1,0.9444,0.9733,0
reduction_tree_mult_w32_r4,multiplier,rate0.2,0.2,deps_plus_count,dependencies + T-count,1868,1868,1.0,1,0.0006,0.0011,1
reduction_tree_mult_w32_r4,multiplier,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,1868,1868,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,1868,1868,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,1868,1868,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate0.2,0.2,t_count_only,T-count and average supply rate,1868,1868,1.0,1,0.0006,0.0011,1
reduction_tree_mult_w32_r4,multiplier,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),1475,755,1.9536,1,0.862,0.9336,0
reduction_tree_mult_w32_r4,multiplier,rate0.5,0.5,deps_plus_count,dependencies + T-count,755,755,1.0,1,0.0008,0.0013,1
reduction_tree_mult_w32_r4,multiplier,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,755,755,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,755,755,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,755,755,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate0.5,0.5,t_count_only,T-count and average supply rate,755,755,1.0,1,0.0008,0.0013,1
reduction_tree_mult_w32_r4,multiplier,rate1,1.0,deps_only,dependencies only (what T-depth sees),744,419,1.7757,1,0.7391,0.8683,0
reduction_tree_mult_w32_r4,multiplier,rate1,1.0,deps_plus_count,dependencies + T-count,419,419,1.0,1,0.017,0.0883,1
reduction_tree_mult_w32_r4,multiplier,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,419,419,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate1,1.0,sccp,dependencies + arrival timing + buffer,419,419,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,419,419,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate1,1.0,t_count_only,T-count and average supply rate,419,419,1.0,1,0.017,0.0883,1
reduction_tree_mult_w32_r4,multiplier,rate2,2.0,deps_only,dependencies only (what T-depth sees),378,279,1.3548,1,0.5724,0.7407,0
reduction_tree_mult_w32_r4,multiplier,rate2,2.0,deps_plus_count,dependencies + T-count,279,279,1.0,1,0.008,0.0215,1
reduction_tree_mult_w32_r4,multiplier,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,279,279,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate2,2.0,sccp,dependencies + arrival timing + buffer,279,279,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,279,279,1.0,1,0.0,0.0,1
reduction_tree_mult_w32_r4,multiplier,rate2,2.0,t_count_only,T-count and average supply rate,325,279,1.1649,1,0.0706,0.3969,1
reduction_tree_mult_w32_r4,multiplier,rate4,4.0,deps_only,dependencies only (what T-depth sees),195,195,1.0,1,0.3484,0.4974,1
reduction_tree_mult_w32_r4,multiplier,rate4,4.0,deps_plus_count,dependencies + T-count,195,195,1.0,1,0.0448,0.1187,0
reduction_tree_mult_w32_r4,multiplier,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,195,195,1.0,1,0.0113,0.0476,0
reduction_tree_mult_w32_r4,multiplier,rate4,4.0,sccp,dependencies + arrival timing + buffer,195,195,1.0,1,0.0113,0.0476,0
reduction_tree_mult_w32_r4,multiplier,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,195,195,1.0,1,0.0113,0.0476,0
reduction_tree_mult_w32_r4,multiplier,rate4,4.0,t_count_only,T-count and average supply rate,324,195,1.6615,1,0.1554,0.6821,0
reduction_tree_mult_w32_r4,multiplier,rate8,8.0,deps_only,dependencies only (what T-depth sees),123,123,1.0,1,0.1359,0.2267,1
reduction_tree_mult_w32_r4,multiplier,rate8,8.0,deps_plus_count,dependencies + T-count,123,123,1.0,1,0.1312,0.2267,1
reduction_tree_mult_w32_r4,multiplier,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,123,123,1.0,1,0.0234,0.0933,1
reduction_tree_mult_w32_r4,multiplier,rate8,8.0,sccp,dependencies + arrival timing + buffer,123,123,1.0,1,0.0234,0.0933,1
reduction_tree_mult_w32_r4,multiplier,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,123,123,1.0,1,0.0234,0.0933,1
reduction_tree_mult_w32_r4,multiplier,rate8,8.0,t_count_only,T-count and average supply rate,324,123,2.6341,1,0.3632,0.8256,0
reduction_tree_mult_w32_r8,multiplier,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),17083,8683,1.9674,0,0.9821,0.9914,0
reduction_tree_mult_w32_r8,multiplier,rate0.1,0.1,deps_plus_count,dependencies + T-count,8683,8683,1.0,0,0.0005,0.0008,1
reduction_tree_mult_w32_r8,multiplier,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,8683,8683,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,8683,8683,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,8683,8683,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate0.1,0.1,t_count_only,T-count and average supply rate,8683,8683,1.0,0,0.0005,0.0008,1
reduction_tree_mult_w32_r8,multiplier,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),8548,4348,1.966,0,0.9642,0.9828,0
reduction_tree_mult_w32_r8,multiplier,rate0.2,0.2,deps_plus_count,dependencies + T-count,4348,4348,1.0,0,0.0003,0.0005,1
reduction_tree_mult_w32_r8,multiplier,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,4348,4348,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,4348,4348,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,4348,4348,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate0.2,0.2,t_count_only,T-count and average supply rate,4348,4348,1.0,0,0.0003,0.0005,1
reduction_tree_mult_w32_r8,multiplier,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),3427,1747,1.9616,0,0.9107,0.9571,0
reduction_tree_mult_w32_r8,multiplier,rate0.5,0.5,deps_plus_count,dependencies + T-count,1747,1747,1.0,0,0.0003,0.0006,1
reduction_tree_mult_w32_r8,multiplier,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,1747,1747,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,1747,1747,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,1747,1747,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate0.5,0.5,t_count_only,T-count and average supply rate,1747,1747,1.0,0,0.0003,0.0006,1
reduction_tree_mult_w32_r8,multiplier,rate1,1.0,deps_only,dependencies only (what T-depth sees),1720,915,1.8798,0,0.8259,0.9145,0
reduction_tree_mult_w32_r8,multiplier,rate1,1.0,deps_plus_count,dependencies + T-count,915,915,1.0,0,0.0077,0.0404,1
reduction_tree_mult_w32_r8,multiplier,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,915,915,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate1,1.0,sccp,dependencies + arrival timing + buffer,915,915,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,915,915,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate1,1.0,t_count_only,T-count and average supply rate,915,915,1.0,0,0.0077,0.0404,1
reduction_tree_mult_w32_r8,multiplier,rate2,2.0,deps_only,dependencies only (what T-depth sees),866,532,1.6278,0,0.6892,0.8303,0
reduction_tree_mult_w32_r8,multiplier,rate2,2.0,deps_plus_count,dependencies + T-count,578,532,1.0865,0,0.031,0.1747,1
reduction_tree_mult_w32_r8,multiplier,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,532,532,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate2,2.0,sccp,dependencies + arrival timing + buffer,532,532,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,532,532,1.0,0,0.0,0.0,1
reduction_tree_mult_w32_r8,multiplier,rate2,2.0,t_count_only,T-count and average supply rate,578,532,1.0865,0,0.0406,0.2318,1
reduction_tree_mult_w32_r8,multiplier,rate4,4.0,deps_only,dependencies only (what T-depth sees),439,348,1.2615,0,0.5018,0.6651,1
reduction_tree_mult_w32_r8,multiplier,rate4,4.0,deps_plus_count,dependencies + T-count,348,348,1.0,0,0.0218,0.0562,0
reduction_tree_mult_w32_r8,multiplier,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,348,348,1.0,0,0.0052,0.022,0
reduction_tree_mult_w32_r8,multiplier,rate4,4.0,sccp,dependencies + arrival timing + buffer,348,348,1.0,0,0.0052,0.022,0
reduction_tree_mult_w32_r8,multiplier,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,348,348,1.0,0,0.0052,0.022,0
reduction_tree_mult_w32_r8,multiplier,rate4,4.0,t_count_only,T-count and average supply rate,484,348,1.3908,0,0.1079,0.531,0
reduction_tree_mult_w32_r8,multiplier,rate8,8.0,deps_only,dependencies only (what T-depth sees),248,248,1.0,0,0.2815,0.4073,1
reduction_tree_mult_w32_r8,multiplier,rate8,8.0,deps_plus_count,dependencies + T-count,248,248,1.0,0,0.1201,0.2046,0
reduction_tree_mult_w32_r8,multiplier,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,248,248,1.0,0,0.0235,0.0819,1
reduction_tree_mult_w32_r8,multiplier,rate8,8.0,sccp,dependencies + arrival timing + buffer,248,248,1.0,0,0.0235,0.0819,1
reduction_tree_mult_w32_r8,multiplier,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,248,248,1.0,0,0.0235,0.0819,1
reduction_tree_mult_w32_r8,multiplier,rate8,8.0,t_count_only,T-count and average supply rate,483,248,1.9476,0,0.2611,0.7547,0
reduction_tree_mult_w64_r4,multiplier,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),15003,7563,1.9837,1,0.978,0.9919,0
reduction_tree_mult_w64_r4,multiplier,rate0.1,0.1,deps_plus_count,dependencies + T-count,7563,7563,1.0,1,0.0005,0.0009,1
reduction_tree_mult_w64_r4,multiplier,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,7563,7563,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,7563,7563,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,7563,7563,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate0.1,0.1,t_count_only,T-count and average supply rate,7563,7563,1.0,1,0.0005,0.0009,1
reduction_tree_mult_w64_r4,multiplier,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),7508,3788,1.982,1,0.956,0.9838,0
reduction_tree_mult_w64_r4,multiplier,rate0.2,0.2,deps_plus_count,dependencies + T-count,3788,3788,1.0,1,0.0003,0.0005,1
reduction_tree_mult_w64_r4,multiplier,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,3788,3788,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,3788,3788,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,3788,3788,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate0.2,0.2,t_count_only,T-count and average supply rate,3788,3788,1.0,1,0.0003,0.0005,1
reduction_tree_mult_w64_r4,multiplier,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),3011,1523,1.977,1,0.8903,0.9595,0
reduction_tree_mult_w64_r4,multiplier,rate0.5,0.5,deps_plus_count,dependencies + T-count,1523,1523,1.0,1,0.0004,0.0007,1
reduction_tree_mult_w64_r4,multiplier,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,1523,1523,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,1523,1523,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,1523,1523,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate0.5,0.5,t_count_only,T-count and average supply rate,1523,1523,1.0,1,0.0004,0.0007,1
reduction_tree_mult_w64_r4,multiplier,rate1,1.0,deps_only,dependencies only (what T-depth sees),1512,835,1.8108,1,0.7916,0.9193,0
reduction_tree_mult_w64_r4,multiplier,rate1,1.0,deps_plus_count,dependencies + T-count,835,835,1.0,1,0.0129,0.0826,1
reduction_tree_mult_w64_r4,multiplier,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,835,835,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate1,1.0,sccp,dependencies + arrival timing + buffer,835,835,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,835,835,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate1,1.0,t_count_only,T-count and average supply rate,835,835,1.0,1,0.0129,0.0826,1
reduction_tree_mult_w64_r4,multiplier,rate2,2.0,deps_only,dependencies only (what T-depth sees),762,567,1.3439,1,0.6618,0.8399,0
reduction_tree_mult_w64_r4,multiplier,rate2,2.0,deps_plus_count,dependencies + T-count,567,567,1.0,1,0.0038,0.0109,1
reduction_tree_mult_w64_r4,multiplier,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,567,567,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate2,2.0,sccp,dependencies + arrival timing + buffer,567,567,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,567,567,1.0,1,0.0,0.0,1
reduction_tree_mult_w64_r4,multiplier,rate2,2.0,t_count_only,T-count and average supply rate,645,567,1.1376,1,0.0592,0.3984,1
reduction_tree_mult_w64_r4,multiplier,rate4,4.0,deps_only,dependencies only (what T-depth sees),387,387,1.0,1,0.4844,0.6848,1
reduction_tree_mult_w64_r4,multiplier,rate4,4.0,deps_plus_count,dependencies + T-count,449,387,1.1602,1,0.0247,0.0984,0
reduction_tree_mult_w64_r4,multiplier,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,449,387,1.1602,1,0.0057,0.0373,0
reduction_tree_mult_w64_r4,multiplier,rate4,4.0,sccp,dependencies + arrival timing + buffer,387,387,1.0,1,0.0057,0.0373,0
reduction_tree_mult_w64_r4,multiplier,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,387,387,1.0,1,0.0057,0.0373,0
reduction_tree_mult_w64_r4,multiplier,rate4,4.0,t_count_only,T-count and average supply rate,644,387,1.6641,1,0.1221,0.691,0
reduction_tree_mult_w64_r4,multiplier,rate8,8.0,deps_only,dependencies only (what T-depth sees),208,207,1.0048,1,0.2573,0.4309,0
reduction_tree_mult_w64_r4,multiplier,rate8,8.0,deps_plus_count,dependencies + T-count,208,207,1.0048,1,0.082,0.1972,0
reduction_tree_mult_w64_r4,multiplier,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,208,207,1.0048,1,0.0286,0.126,0
reduction_tree_mult_w64_r4,multiplier,rate8,8.0,sccp,dependencies + arrival timing + buffer,208,207,1.0048,1,0.0286,0.126,0
reduction_tree_mult_w64_r4,multiplier,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,208,207,1.0048,1,0.0286,0.126,0
reduction_tree_mult_w64_r4,multiplier,rate8,8.0,t_count_only,T-count and average supply rate,644,207,3.1111,1,0.2567,0.8377,0
reduction_tree_mult_w64_r8,multiplier,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),35003,17643,1.984,0,0.9858,0.9948,0
reduction_tree_mult_w64_r8,multiplier,rate0.1,0.1,deps_plus_count,dependencies + T-count,17643,17643,1.0,0,0.0002,0.0004,1
reduction_tree_mult_w64_r8,multiplier,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,17643,17643,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,17643,17643,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,17643,17643,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate0.1,0.1,t_count_only,T-count and average supply rate,17643,17643,1.0,0,0.0002,0.0004,1
reduction_tree_mult_w64_r8,multiplier,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),17508,8828,1.9832,0,0.9717,0.9895,0
reduction_tree_mult_w64_r8,multiplier,rate0.2,0.2,deps_plus_count,dependencies + T-count,8828,8828,1.0,0,0.0001,0.0002,1
reduction_tree_mult_w64_r8,multiplier,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,8828,8828,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,8828,8828,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,8828,8828,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate0.2,0.2,t_count_only,T-count and average supply rate,8828,8828,1.0,0,0.0001,0.0002,1
reduction_tree_mult_w64_r8,multiplier,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),7011,3539,1.9811,0,0.9293,0.9739,0
reduction_tree_mult_w64_r8,multiplier,rate0.5,0.5,deps_plus_count,dependencies + T-count,3539,3539,1.0,0,0.0002,0.0003,1
reduction_tree_mult_w64_r8,multiplier,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,3539,3539,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,3539,3539,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,3539,3539,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate0.5,0.5,t_count_only,T-count and average supply rate,3539,3539,1.0,0,0.0002,0.0003,1
reduction_tree_mult_w64_r8,multiplier,rate1,1.0,deps_only,dependencies only (what T-depth sees),3512,1843,1.9056,0,0.8618,0.9479,0
reduction_tree_mult_w64_r8,multiplier,rate1,1.0,deps_plus_count,dependencies + T-count,1843,1843,1.0,0,0.0058,0.0374,1
reduction_tree_mult_w64_r8,multiplier,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,1843,1843,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate1,1.0,sccp,dependencies + arrival timing + buffer,1843,1843,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,1843,1843,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate1,1.0,t_count_only,T-count and average supply rate,1843,1843,1.0,0,0.0058,0.0374,1
reduction_tree_mult_w64_r8,multiplier,rate2,2.0,deps_only,dependencies only (what T-depth sees),1762,1076,1.6375,0,0.7538,0.8961,0
reduction_tree_mult_w64_r8,multiplier,rate2,2.0,deps_plus_count,dependencies + T-count,1154,1076,1.0725,0,0.0254,0.1707,1
reduction_tree_mult_w64_r8,multiplier,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,1076,1076,1.0,0,0.0,0.0,1
