key,code,d,n,code_k,p,p_ebit,ratio,strategy,k,rounds,ebit_pairs,teleports,time_rounds,detectors,shots,errors,ler,ci_low,ci_high,batches,hit_shot_limit,seconds,decoder,tmcbs_commit
SC3|p=0.002|r=1|R|k=1|rounds=0,SC3,3,9,1,0.002,0.002,1,R,1,0,9,0,7,64,39600,598,0.015101010101010101,0.01293459595959596,0.017492929292929293,2,False,3.41,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=3|R|k=1|rounds=0,SC3,3,9,1,0.002,0.006,3,R,1,0,9,0,7,64,29599,458,0.015473495726206966,0.012955843102807528,0.018292509882090614,2,False,2.6,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=10|R|k=1|rounds=0,SC3,3,9,1,0.002,0.02,10,R,1,0,9,0,7,64,20933,477,0.02278698705393398,0.019161133139062723,0.026832752113887165,2,False,1.99,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=30|R|k=1|rounds=0,SC3,3,9,1,0.002,0.06,30,R,1,0,9,0,7,64,11751,489,0.04161347970385499,0.03512211726661561,0.048823078886903244,2,False,1.54,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=1|R|k=1|rounds=0,SC3,3,9,1,0.003,0.003,1,R,1,0,9,0,7,64,12933,451,0.03487203278435011,0.029204360937137554,0.04120235057604577,2,False,1.55,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=10|R|k=1|rounds=0,SC3,3,9,1,0.003,0.03,10,R,1,0,9,0,7,64,9395,434,0.046194784459819054,0.038586482171367745,0.054691857370941996,2,False,1.4,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=3|R|k=1|rounds=0,SC3,3,9,1,0.003,0.009000000000000001,3,R,1,0,9,0,7,64,15600,526,0.03371794871794872,0.02861923076923077,0.039367307692307694,2,False,1.99,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=30|R|k=1|rounds=0,SC3,3,9,1,0.003,0.09,30,R,1,0,9,0,7,64,5280,445,0.08428030303030302,0.07079356060606061,0.09921590909090909,2,False,1.02,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=1|MEM|k=0|rounds=0,SC3,3,9,1,0.001,0.001,1,MEM,0,0,0,0,4,40,202000,428,0.002118811881188119,0.001760891089108911,0.0025221287128712874,5,False,2.81,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=1|MEM|k=0|rounds=12,SC3,3,9,1,0.001,0.001,1,MEM,0,12,0,0,16,136,52000,407,0.007826923076923077,0.006476346153846154,0.00935173076923077,2,False,2.72,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=3|MEM|k=0|rounds=0,SC3,3,9,1,0.001,0.003,3,MEM,0,0,0,0,4,40,204218,406,0.0019880715705765406,0.0016438315917304057,0.00237721454524087,7,False,3.05,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=10|MEM|k=0|rounds=0,SC3,3,9,1,0.001,0.01,10,MEM,0,0,0,0,4,40,202000,409,0.002024752475247525,0.0016753465346534655,0.0024195544554455445,5,False,2.61,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=3|MEM|k=0|rounds=12,SC3,3,9,1,0.001,0.003,3,MEM,0,12,0,0,16,136,57242,407,0.0071101638656930225,0.005882918137032249,0.008495859683449215,3,False,2.92,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=10|MEM|k=0|rounds=12,SC3,3,9,1,0.001,0.01,10,MEM,0,12,0,0,16,136,54096,401,0.0074127477077787635,0.006124667258207631,0.008868677905944986,3,False,2.77,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=1|MEM|k=0|rounds=0,SC3,3,9,1,0.002,0.002,1,MEM,0,0,0,0,4,40,52000,404,0.00776923076923077,0.006424038461538462,0.009288653846153846,2,False,1.06,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=30|R|k=8|rounds=0,SC3,3,9,1,0.003,0.09,30,R,8,0,72,0,28,232,2000,733,0.3665,0.32713,0.40709500000000004,1,False,419.67,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=30|MEM|k=0|rounds=0,SC3,3,9,1,0.001,0.03,30,MEM,0,0,0,0,4,40,200486,404,0.0020151032989834702,0.0016653531917440619,0.0024105922608062408,5,False,2.59,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=30|MEM|k=0|rounds=12,SC3,3,9,1,0.001,0.03,30,MEM,0,12,0,0,16,136,52000,405,0.007788461538461538,0.006441538461538461,0.009309615384615385,2,False,2.71,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=3|MEM|k=0|rounds=0,SC3,3,9,1,0.002,0.006,3,MEM,0,0,0,0,4,40,56160,415,0.00738960113960114,0.006125890313390313,0.008814814814814815,3,False,1.09,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=1|MEM|k=0|rounds=12,SC3,3,9,1,0.002,0.002,1,MEM,0,12,0,0,16,136,15337,461,0.030058029601617006,0.025212883875594966,0.03546782291191237,2,False,1.41,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=10|MEM|k=0|rounds=0,SC3,3,9,1,0.002,0.02,10,MEM,0,0,0,0,4,40,53000,402,0.007584905660377358,0.0062684905660377365,0.009072452830188678,3,False,1.06,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=30|MEM|k=0|rounds=0,SC3,3,9,1,0.002,0.06,30,MEM,0,0,0,0,4,40,52000,411,0.007903846153846154,0.006546346153846154,0.009435576923076923,2,False,1.0,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=3|MEM|k=0|rounds=12,SC3,3,9,1,0.002,0.006,3,MEM,0,12,0,0,16,136,17054,488,0.02861498768617333,0.024121613697666237,0.03361733317696728,2,False,1.48,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=10|MEM|k=0|rounds=12,SC3,3,9,1,0.002,0.02,10,MEM,0,12,0,0,16,136,20469,601,0.029361473447652546,0.025185402315696905,0.033960623381699154,2,False,1.81,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=1|MEM|k=0|rounds=0,SC3,3,9,1,0.003,0.003,1,MEM,0,0,0,0,4,40,38000,719,0.018921052631578946,0.016438684210526314,0.021636578947368423,2,False,1.01,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=1|MEM|k=0|rounds=12,SC3,3,9,1,0.003,0.003,1,MEM,0,12,0,0,16,136,7041,427,0.06064479477346968,0.050643374520664676,0.0717937792927141,2,False,0.98,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=3|MEM|k=0|rounds=0,SC3,3,9,1,0.003,0.009000000000000001,3,MEM,0,0,0,0,4,40,28690,459,0.01599860578598815,0.013398745207389335,0.018909027535726736,2,False,0.78,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=30|MEM|k=0|rounds=12,SC3,3,9,1,0.002,0.06,30,MEM,0,12,0,0,16,136,18423,503,0.027302827986755686,0.023073875047494977,0.03200401671823264,2,False,1.61,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=10|MEM|k=0|rounds=0,SC3,3,9,1,0.003,0.03,10,MEM,0,0,0,0,4,40,24863,427,0.017174114145517436,0.014288299883360818,0.020417487833326628,2,False,0.67,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=3|MEM|k=0|rounds=12,SC3,3,9,1,0.003,0.009000000000000001,3,MEM,0,12,0,0,16,136,7600,456,0.06,0.05040526315789474,0.07066052631578947,2,False,1.1,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=10|MEM|k=0|rounds=12,SC3,3,9,1,0.003,0.03,10,MEM,0,12,0,0,16,136,6872,431,0.06271827706635623,0.05243015133876601,0.07417782305005821,2,False,0.98,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=30|MEM|k=0|rounds=0,SC3,3,9,1,0.003,0.09,30,MEM,0,0,0,0,4,40,39600,662,0.016717171717171717,0.01443358585858586,0.019225505050505052,2,False,1.11,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=30|MEM|k=0|rounds=12,SC3,3,9,1,0.003,0.09,30,MEM,0,12,0,0,16,136,6764,431,0.06371969248965109,0.05327173270254287,0.07535481963335304,2,False,0.9,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
