key,code,d,n,code_k,p,p_ebit,ratio,strategy,k,rounds,ebit_pairs,teleports,time_rounds,detectors,shots,errors,ler,ci_low,ci_high,batches,hit_shot_limit,seconds,decoder,tmcbs_commit
SC5|p=0.001|r=3|R|k=1|rounds=0,SC5,5,25,1,0.001,0.003,3,R,1,0,25,0,7,192,487847,207,0.00042431336054131723,0.0003239335283398279,0.0005435310660924429,12,False,142.71,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=10|T|k=4|rounds=0,SC3,3,9,1,0.001,0.01,10,T,4,0,9,1,19,192,26266,400,0.01522881291403335,0.012587756034417117,0.01820947232163253,2,False,62.23,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=30|T|k=4|rounds=0,SC3,3,9,1,0.001,0.03,30,T,4,0,9,1,19,192,20469,461,0.02252186232839904,0.018879280863745174,0.026593873662611754,2,False,60.3,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=1|T|k=4|rounds=0,SC3,3,9,1,0.001,0.001,1,T,4,0,9,1,19,192,45314,585,0.012909917464801164,0.011036765679480955,0.014981021317914994,2,False,99.19,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=3|T|k=4|rounds=0,SC3,3,9,1,0.001,0.003,3,T,4,0,9,1,19,192,50126,655,0.013067070981127558,0.011270199098272352,0.015042692415113912,2,False,112.07,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=1|T|k=4|rounds=0,SC3,3,9,1,0.002,0.002,1,T,4,0,9,1,19,192,9200,433,0.04706521739130435,0.03930869565217391,0.05572826086956522,2,False,66.59,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=10|T|k=4|rounds=0,SC3,3,9,1,0.002,0.02,10,T,4,0,9,1,19,192,7984,441,0.05523547094188377,0.04624248496993988,0.06525425851703406,3,False,70.08,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=30|T|k=4|rounds=0,SC3,3,9,1,0.002,0.06,30,T,4,0,9,1,19,192,5023,424,0.08441170615170217,0.07059327095361337,0.0997531355763488,2,False,54.11,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=3|T|k=4|rounds=0,SC3,3,9,1,0.002,0.006,3,T,4,0,9,1,19,192,11600,528,0.04551724137931035,0.03868189655172414,0.05307327586206896,2,False,90.3,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=1|T|k=4|rounds=0,SC3,3,9,1,0.003,0.003,1,T,4,0,9,1,19,192,4789,466,0.09730632699937357,0.0821632908749217,0.11399665901023177,2,False,91.62,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=3|T|k=4|rounds=0,SC3,3,9,1,0.003,0.009000000000000001,3,T,4,0,9,1,19,192,4171,447,0.10716854471349796,0.09023735315272118,0.12583313354111725,2,False,86.06,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.001|r=1|MEM|k=0|rounds=0,SC5,5,25,1,0.001,0.001,1,MEM,0,0,0,0,4,120,500000,103,0.000206,0.00013947999999999999,0.00029092,11,True,25.8,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=10|T|k=4|rounds=0,SC3,3,9,1,0.003,0.03,10,T,4,0,9,1,19,192,3720,438,0.11774193548387096,0.0990510752688172,0.13832258064516129,2,False,92.35,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=30|T|k=4|rounds=0,SC3,3,9,1,0.003,0.09,30,T,4,0,9,1,19,192,3000,437,0.14566666666666667,0.12283000000000001,0.17067666666666667,2,False,97.52,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.001|r=3|MEM|k=0|rounds=0,SC5,5,25,1,0.001,0.003,3,MEM,0,0,0,0,4,120,500000,97,0.000194,0.00012969999999999998,0.00027668,14,True,26.25,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.001|r=10|MEM|k=0|rounds=0,SC5,5,25,1,0.001,0.01,10,MEM,0,0,0,0,4,120,500000,81,0.000162,0.00010398,0.0002384,12,True,25.88,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.001|r=1|MEM|k=0|rounds=12,SC5,5,25,1,0.001,0.001,1,MEM,0,12,0,0,16,408,223078,206,0.000923443817857431,0.0007045517711293807,0.0011835322174306743,6,False,66.73,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.001|r=30|MEM|k=0|rounds=0,SC5,5,25,1,0.001,0.03,30,MEM,0,0,0,0,4,120,500000,113,0.000226,0.00015591999999999998,0.00031448,12,True,26.34,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.002|r=1|MEM|k=0|rounds=0,SC5,5,25,1,0.002,0.002,1,MEM,0,0,0,0,4,120,131357,203,0.0015454067921770443,0.001176716886043378,0.001983906453405605,5,False,12.17,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.001|r=3|MEM|k=0|rounds=12,SC5,5,25,1,0.001,0.003,3,MEM,0,12,0,0,16,408,241460,209,0.000865567795908225,0.0006617245092354841,0.0011074298020376046,6,False,74.23,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.002|r=3|MEM|k=0|rounds=0,SC5,5,25,1,0.002,0.006,3,MEM,0,0,0,0,4,120,132712,206,0.0015522334076797878,0.0011843691602869372,0.0019891946470552775,5,False,12.46,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.002|r=1|MEM|k=0|rounds=12,SC5,5,25,1,0.002,0.002,1,MEM,0,12,0,0,16,408,29911,222,0.007422018655344188,0.005725987095048644,0.009420948814817292,3,False,17.74,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.001|r=10|MEM|k=0|rounds=12,SC5,5,25,1,0.001,0.01,10,MEM,0,12,0,0,16,408,239831,204,0.0008505989634367534,0.0006480813572890911,0.001091435218966689,6,False,71.59,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.002|r=10|MEM|k=0|rounds=0,SC5,5,25,1,0.002,0.02,10,MEM,0,0,0,0,4,120,120485,201,0.0016682574594347845,0.001268539652238868,0.0021441673237332444,5,False,11.27,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.002|r=3|MEM|k=0|rounds=12,SC5,5,25,1,0.002,0.006,3,MEM,0,12,0,0,16,408,33885,223,0.006581083075106979,0.00507982883281688,0.008350302493728787,2,False,19.76,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.002|r=10|MEM|k=0|rounds=12,SC5,5,25,1,0.002,0.02,10,MEM,0,12,0,0,16,408,33885,250,0.007377895824110963,0.005781319167773351,0.009242142540947322,2,False,19.96,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.002|r=30|MEM|k=0|rounds=0,SC5,5,25,1,0.002,0.06,30,MEM,0,0,0,0,4,120,140652,209,0.0014859369223331343,0.0011361374171714588,0.0019010038961408298,4,False,12.7,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.001|r=30|MEM|k=0|rounds=12,SC5,5,25,1,0.001,0.03,30,MEM,0,12,0,0,16,408,218726,200,0.0009143860354964659,0.0006947047904684399,0.0011760375995537797,7,False,65.01,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC5|p=0.002|r=30|MEM|k=0|rounds=12,SC5,5,25,1,0.002,0.06,30,MEM,0,12,0,0,16,408,52000,326,0.006269230769230769,0.005068653846153846,0.007644615384615384,2,False,30.11,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=1|T_rt|k=1|rounds=0,SC3,3,9,1,0.001,0.001,1,T_rt,1,0,18,2,13,176,39600,462,0.011666666666666667,0.009772979797979798,0.013787373737373737,2,False,26.29,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=3|T_rt|k=1|rounds=0,SC3,3,9,1,0.001,0.003,3,T_rt,1,0,18,2,13,176,47600,547,0.011491596638655462,0.009769117647058824,0.013402941176470588,2,False,33.54,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=10|T_rt|k=1|rounds=0,SC3,3,9,1,0.001,0.01,10,T_rt,1,0,18,2,13,176,28690,417,0.014534681073544789,0.012062042523527362,0.01731857790170791,2,False,23.2,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=3|R|k=8|rounds=0,SC3,3,9,1,0.001,0.003,3,R,8,0,72,0,28,232,18800,402,0.021382978723404257,0.01769308510638298,0.025541489361702127,2,False,134.94,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=30|T_rt|k=1|rounds=0,SC3,3,9,1,0.001,0.03,30,T_rt,1,0,18,2,13,176,16442,458,0.02785549203259944,0.023346916433523903,0.032892592142075176,2,False,17.6,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=10|R|k=8|rounds=0,SC3,3,9,1,0.001,0.01,10,R,8,0,72,0,28,232,15337,496,0.03234009258655539,0.027309121731759794,0.037933102953641516,2,False,137.25,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=30|R|k=8|rounds=0,SC3,3,9,1,0.001,0.03,30,R,8,0,72,0,28,232,6000,444,0.074,0.06209166666666667,0.087215,2,False,84.82,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=1|T_rt|k=1|rounds=0,SC3,3,9,1,0.002,0.002,1,T_rt,1,0,18,2,13,176,10034,437,0.0435519234602352,0.036394259517640026,0.05154674108032689,2,False,16.94,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=3|T_rt|k=1|rounds=0,SC3,3,9,1,0.002,0.006,3,T_rt,1,0,18,2,13,176,10894,485,0.04451991922158986,0.03755737102992473,0.05225261611896457,2,False,19.29,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=1|R|k=8|rounds=0,SC3,3,9,1,0.001,0.001,1,R,8,0,72,0,28,232,36523,644,0.017632724584508392,0.015193439750294335,0.02031514388193741,2,False,253.76,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=10|T_rt|k=1|rounds=0,SC3,3,9,1,0.002,0.02,10,T_rt,1,0,18,2,13,176,7533,447,0.05933890880127439,0.04975706889685384,0.06999734501526615,2,False,15.19,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=1|R|k=8|rounds=0,SC3,3,9,1,0.002,0.002,1,R,8,0,72,0,28,232,6220,444,0.07138263665594856,0.05988102893890675,0.08415273311897105,2,False,164.89,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=30|T_rt|k=1|rounds=0,SC3,3,9,1,0.002,0.06,30,T_rt,1,0,18,2,13,176,3983,431,0.108209892041175,0.09082349987446649,0.12740647752950038,2,False,12.13,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=10|R|k=8|rounds=0,SC3,3,9,1,0.002,0.02,10,R,8,0,72,0,28,232,3924,432,0.11009174311926606,0.0924388379204893,0.12957186544342508,2,False,158.13,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=3|R|k=8|rounds=0,SC3,3,9,1,0.002,0.006,3,R,8,0,72,0,28,232,6457,503,0.0778999535387951,0.06610345361623045,0.09089979866811214,2,False,202.17,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=1|T_rt|k=1|rounds=0,SC3,3,9,1,0.003,0.003,1,T_rt,1,0,18,2,13,176,4903,433,0.08831327758515195,0.07402406689781767,0.1041484805221293,2,False,15.84,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=3|T_rt|k=1|rounds=0,SC3,3,9,1,0.003,0.009000000000000001,3,T_rt,1,0,18,2,13,176,4149,431,0.10388045312123403,0.08715594119064836,0.12236201494335985,2,False,14.79,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=30|R|k=8|rounds=0,SC3,3,9,1,0.002,0.06,30,R,8,0,72,0,28,232,2000,437,0.2185,0.185495,0.25409,1,False,134.74,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=10|T_rt|k=1|rounds=0,SC3,3,9,1,0.003,0.03,10,T_rt,1,0,18,2,13,176,3810,416,0.10918635170603674,0.09135433070866142,0.1289055118110236,2,False,14.9,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=1|R|k=8|rounds=0,SC3,3,9,1,0.003,0.003,1,R,8,0,72,0,28,232,3000,426,0.142,0.11942333333333333,0.16677,2,False,217.58,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=30|T_rt|k=1|rounds=0,SC3,3,9,1,0.003,0.09,30,T_rt,1,0,18,2,13,176,3000,564,0.188,0.16246333333333332,0.21545,2,False,18.22,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=10|R|k=8|rounds=0,SC3,3,9,1,0.003,0.03,10,R,8,0,72,0,28,232,2000,440,0.22,0.186905,0.25567,1,False,203.02,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=1|T|k=2|rounds=0,SC3,3,9,1,0.001,0.001,1,T,2,0,9,1,13,144,45314,410,0.009047976342852098,0.007493048505980492,0.010802401023966103,2,False,27.79,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=3|R|k=8|rounds=0,SC3,3,9,1,0.003,0.009000000000000001,3,R,8,0,72,0,28,232,3000,454,0.15133333333333332,0.1281,0.17670666666666668,2,False,236.01,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=3|T|k=2|rounds=0,SC3,3,9,1,0.001,0.003,3,T,2,0,9,1,13,144,45314,400,0.008827293993026437,0.007292448249988965,0.010561636580306306,2,False,28.82,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=30|T|k=2|rounds=0,SC3,3,9,1,0.001,0.03,30,T,2,0,9,1,13,144,33885,611,0.018031577394127196,0.015474398701490335,0.020850818946436474,2,False,26.82,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=10|T|k=2|rounds=0,SC3,3,9,1,0.001,0.01,10,T,2,0,9,1,13,144,52000,580,0.011153846153846153,0.009527692307692308,0.012953269230769232,2,False,35.37,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=1|T|k=2|rounds=0,SC3,3,9,1,0.002,0.002,1,T,2,0,9,1,13,144,12572,434,0.034521158129175944,0.028806872414890234,0.04091711740375437,2,False,18.86,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=3|T|k=2|rounds=0,SC3,3,9,1,0.002,0.006,3,T,2,0,9,1,13,144,11762,411,0.03494303689848665,0.029009522190103724,0.04160431899336848,3,False,17.91,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=30|T|k=2|rounds=0,SC3,3,9,1,0.002,0.06,30,T,2,0,9,1,13,144,6818,452,0.06629510120269874,0.055679084775594016,0.07808154884130243,2,False,15.97,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=10|T|k=2|rounds=0,SC3,3,9,1,0.002,0.02,10,T,2,0,9,1,13,144,9395,435,0.04630122405534859,0.03868440659925492,0.05480681213411389,2,False,17.11,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=1|T|k=2|rounds=0,SC3,3,9,1,0.003,0.003,1,T,2,0,9,1,13,144,6220,457,0.0734726688102894,0.06180546623794212,0.08640192926045015,2,False,18.4,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=10|T|k=2|rounds=0,SC3,3,9,1,0.003,0.03,10,T,2,0,9,1,13,144,5117,440,0.08598788352550323,0.07216533124877858,0.10129958960328318,2,False,18.86,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=3|T|k=2|rounds=0,SC3,3,9,1,0.003,0.009000000000000001,3,T,2,0,9,1,13,144,6266,479,0.07644430258538143,0.06458825406958187,0.0895435684647303,2,False,20.1,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=30|T|k=2|rounds=0,SC3,3,9,1,0.003,0.09,30,T,2,0,9,1,13,144,3000,417,0.139,0.11664333333333333,0.16357,2,False,14.14,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=1|R|k=4|rounds=0,SC3,3,9,1,0.001,0.001,1,R,4,0,36,0,16,136,41965,400,0.009531752651018707,0.00787489574645538,0.01140378887167878,3,False,27.42,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=10|R|k=4|rounds=0,SC3,3,9,1,0.001,0.01,10,R,4,0,36,0,16,136,28690,465,0.01620773788776577,0.013590101080515858,0.019135587312652493,2,False,23.56,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=3|R|k=4|rounds=0,SC3,3,9,1,0.001,0.003,3,R,4,0,36,0,16,136,41339,478,0.01156293088850722,0.009716006676504027,0.013627567188369338,2,False,30.8,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=30|R|k=4|rounds=0,SC3,3,9,1,0.001,0.03,30,R,4,0,36,0,16,136,12067,460,0.03812049390900804,0.03199055274716168,0.04495483550178172,2,False,15.77,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=3|R|k=4|rounds=0,SC3,3,9,1,0.002,0.006,3,R,4,0,36,0,16,136,10200,446,0.04372549019607843,0.03660882352941177,0.051665686274509806,3,False,18.65,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=1|R|k=4|rounds=0,SC3,3,9,1,0.002,0.002,1,R,4,0,36,0,16,136,13928,505,0.0362578977599081,0.030674181504882252,0.042454049396898334,2,False,24.74,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=30|R|k=4|rounds=0,SC3,3,9,1,0.002,0.06,30,R,4,0,36,0,16,136,3264,440,0.13480392156862744,0.11362438725490197,0.15803921568627452,2,False,12.3,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=10|R|k=4|rounds=0,SC3,3,9,1,0.002,0.02,10,R,4,0,36,0,16,136,8920,517,0.05795964125560538,0.049217488789237665,0.06761434977578476,2,False,19.95,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=1|R|k=4|rounds=0,SC3,3,9,1,0.003,0.003,1,R,4,0,36,0,16,136,5637,478,0.08479687777186447,0.0716835196026255,0.09926556679084618,2,False,19.7,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=10|R|k=4|rounds=0,SC3,3,9,1,0.003,0.03,10,R,4,0,36,0,16,136,3550,433,0.12197183098591549,0.10254366197183098,0.14335774647887325,2,False,18.03,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=3|R|k=4|rounds=0,SC3,3,9,1,0.003,0.009000000000000001,3,R,4,0,36,0,16,136,5023,451,0.08978697989249453,0.07554648616364723,0.10553055942663747,2,False,19.91,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=30|R|k=4|rounds=0,SC3,3,9,1,0.003,0.09,30,R,4,0,36,0,16,136,2000,464,0.232,0.1982,0.268265,1,False,17.78,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=1|T|k=1|rounds=0,SC3,3,9,1,0.001,0.001,1,T,1,0,9,1,10,120,54436,405,0.007439929458446616,0.006153097215078257,0.008893379381291793,4,False,13.31,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=3|T|k=1|rounds=0,SC3,3,9,1,0.001,0.003,3,T,1,0,9,1,10,120,52000,409,0.007865384615384616,0.006511346153846153,0.009393653846153847,2,False,12.94,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=30|T|k=1|rounds=0,SC3,3,9,1,0.001,0.03,30,T,1,0,9,1,10,120,26266,459,0.01747506281885327,0.014637173532323154,0.020651412472397775,2,False,8.47,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=1|T|k=1|rounds=0,SC3,3,9,1,0.002,0.002,1,T,1,0,9,1,10,120,15600,470,0.03012820512820513,0.025315384615384618,0.035495512820512824,2,False,8.17,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=10|T|k=1|rounds=0,SC3,3,9,1,0.001,0.01,10,T,1,0,9,1,10,120,52000,479,0.009211538461538462,0.007740192307692308,0.010856730769230768,2,False,14.28,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=30|T|k=1|rounds=0,SC3,3,9,1,0.002,0.06,30,T,1,0,9,1,10,120,6872,431,0.06271827706635623,0.05243015133876601,0.07417782305005821,2,False,5.28,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=3|T|k=1|rounds=0,SC3,3,9,1,0.002,0.006,3,T,1,0,9,1,10,120,15871,476,0.029991808959737888,0.025229664167349255,0.0352996030495873,2,False,8.94,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=10|T|k=1|rounds=0,SC3,3,9,1,0.002,0.02,10,T,1,0,9,1,10,120,14838,521,0.03511254886103248,0.029782315675967112,0.04101967920204879,2,False,8.81,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=1|T|k=1|rounds=0,SC3,3,9,1,0.003,0.003,1,T,1,0,9,1,10,120,7099,431,0.06071277644738696,0.05074517537681364,0.07181997464431611,2,False,6.41,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=3|T|k=1|rounds=0,SC3,3,9,1,0.003,0.009000000000000001,3,T,1,0,9,1,10,120,6872,462,0.06722933643771828,0.05657887077997672,0.07903958090803259,2,False,6.86,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=10|T|k=1|rounds=0,SC3,3,9,1,0.003,0.03,10,T,1,0,9,1,10,120,6607,452,0.06841228999545935,0.0574678371424247,0.08056001210836991,2,False,6.9,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=30|T|k=1|rounds=0,SC3,3,9,1,0.003,0.09,30,T,1,0,9,1,10,120,3667,407,0.11098991000818108,0.09269157349331879,0.13124079629124624,2,False,5.19,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=3|R|k=2|rounds=0,SC3,3,9,1,0.001,0.003,3,R,2,0,18,0,10,88,57399,405,0.007055872053520096,0.005835293297792645,0.008434641718496838,3,False,8.56,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=1|R|k=2|rounds=0,SC3,3,9,1,0.001,0.001,1,R,2,0,18,0,10,88,73078,427,0.005843071786310518,0.004856454746982676,0.006954213306330222,3,False,10.52,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=10|R|k=2|rounds=0,SC3,3,9,1,0.001,0.01,10,R,2,0,18,0,10,88,45314,437,0.009643818687381383,0.008035706404201792,0.011451207132453546,2,False,7.98,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=30|R|k=2|rounds=0,SC3,3,9,1,0.001,0.03,30,R,2,0,18,0,10,88,23014,471,0.020465803424002782,0.017186495176848872,0.02412879117059181,2,False,6.11,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=1|R|k=2|rounds=0,SC3,3,9,1,0.002,0.002,1,R,2,0,18,0,10,88,17742,400,0.02254537256228159,0.018647841280577164,0.02693833840604216,3,False,4.89,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=3|R|k=2|rounds=0,SC3,3,9,1,0.002,0.006,3,R,2,0,18,0,10,88,18061,452,0.025026299761917944,0.020945684070649468,0.02959138475167488,2,False,5.72,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=30|R|k=2|rounds=0,SC3,3,9,1,0.002,0.06,30,R,2,0,18,0,10,88,6408,429,0.06694756554307116,0.05596285892634208,0.07917602996254682,2,False,3.31,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.002|r=10|R|k=2|rounds=0,SC3,3,9,1,0.002,0.02,10,R,2,0,18,0,10,88,14145,501,0.03541887592788971,0.029942028985507244,0.04150017674089784,2,False,5.55,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=1|R|k=2|rounds=0,SC3,3,9,1,0.003,0.003,1,R,2,0,18,0,10,88,11451,553,0.04829272552615492,0.04120688149506593,0.05610427036940006,2,False,5.44,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=3|R|k=2|rounds=0,SC3,3,9,1,0.003,0.009000000000000001,3,R,2,0,18,0,10,88,10509,504,0.04795889237796175,0.04060424398134932,0.05610524312494053,2,False,5.23,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=10|R|k=2|rounds=0,SC3,3,9,1,0.003,0.03,10,R,2,0,18,0,10,88,5957,427,0.07168037602820211,0.05991774383078731,0.08476582172234345,2,False,3.48,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.003|r=30|R|k=2|rounds=0,SC3,3,9,1,0.003,0.09,30,R,2,0,18,0,10,88,3000,423,0.141,0.11849666666666667,0.16570333333333334,2,False,2.48,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=1|R|k=1|rounds=0,SC3,3,9,1,0.001,0.001,1,R,1,0,9,0,7,64,102000,412,0.00403921568627451,0.0033451960784313724,0.004822843137254902,3,False,4.39,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=3|R|k=1|rounds=0,SC3,3,9,1,0.001,0.003,3,R,1,0,9,0,7,64,92740,425,0.004582704334699159,0.0038068794479189133,0.005456976493422471,3,False,4.18,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=10|R|k=1|rounds=0,SC3,3,9,1,0.001,0.01,10,R,1,0,9,0,7,64,73640,407,0.0055268875611080934,0.004572379141770776,0.006605105920695274,3,False,3.77,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
SC3|p=0.001|r=30|R|k=1|rounds=0,SC3,3,9,1,0.001,0.03,30,R,1,0,9,0,7,64,39600,481,0.012146464646464647,0.010212373737373739,0.014307323232323234,2,False,2.84,tesseract,c0490fa63965d8984cca89deb8826c19c46e8a3c
