workload,family,seed,n,schedule,C,B,T_static,T_exe,stall_cycles,slowdown,Delta_max,L_backlog,feasible
constructed_low,low_compressibility,1,24,smooth,2,0,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,2,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,2,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,2,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,2,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,2,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,2,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,2,12,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,2,12,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,2,12,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,3,0,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,3,0,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,3,0,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,3,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,3,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,3,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,3,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,3,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,3,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,3,12,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,3,12,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,3,12,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,4,0,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,4,0,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,4,0,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,4,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,4,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,4,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,4,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,4,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,4,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,4,12,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,4,12,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,4,12,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,5,0,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,5,0,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,5,0,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,5,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,5,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,5,4,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,5,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,5,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,5,8,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,static,5,12,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,capacity_aware,5,12,100,100,0,1.0,0,0,True
constructed_low,low_compressibility,1,24,smooth,5,12,100,100,0,1.0,0,0,True
