workload,family,seed,n,schedule,C,B,T_static,T_exe,stall_cycles,slowdown,Delta_max,L_backlog,static_depth_penalty,Delta_reduction_vs_static,Texe_reduction_vs_static,Delta_reduction_vs_smooth,Texe_reduction_vs_smooth,Delta_reduction_vs_ca,Texe_reduction_vs_ca
constructed_low,low_compressibility,1,24,capacity_aware,5,4,100,100,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,5,4,100,100,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware,5,4,100,100,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,5,8,100,100,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,5,8,100,100,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,5,8,100,100,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware,5,8,100,100,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,5,12,100,100,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,5,12,100,100,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,5,12,100,100,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware,5,12,100,100,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_high,high_compressibility,2,24,static,1,0,74,122,48,1.6486486486486487,48,55,1.0,0.0,0.0,0.0,-0.6486486486486487,0.0,0.008130081300813009
constructed_high,high_compressibility,2,24,capacity_aware,1,0,123,123,0,1.0,0,0,1.662162162162162,1.0,-0.00819672131147541,0.0,-0.6621621621621622,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,1,0,74,74,0,1.0,0,0,1.0,1.0,0.39344262295081966,0.0,0.0,0.0,0.3983739837398374
constructed_high,high_compressibility,2,24,delivery_aware,1,0,74,74,0,1.0,0,0,1.0,1.0,0.39344262295081966,0.0,0.0,0.0,0.3983739837398374
constructed_high,high_compressibility,2,24,static,1,4,74,118,44,1.5945945945945945,48,51,1.0,0.0,0.0,0.0,-0.5945945945945946,0.0,0.04065040650406504
constructed_high,high_compressibility,2,24,capacity_aware,1,4,123,123,0,1.0,0,0,1.662162162162162,1.0,-0.0423728813559322,0.0,-0.6621621621621622,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,1,4,74,74,0,1.0,0,0,1.0,1.0,0.3728813559322034,0.0,0.0,0.0,0.3983739837398374
constructed_high,high_compressibility,2,24,delivery_aware,1,4,74,75,1,1.0135135135135136,5,46,1.0,0.8958333333333334,0.3644067796610169,0.0,-0.013513513513513514,0.0,0.3902439024390244
constructed_high,high_compressibility,2,24,static,1,8,74,114,40,1.5405405405405406,48,46,1.0,0.0,0.0,0.0,-0.5405405405405406,0.0,0.07317073170731707
constructed_high,high_compressibility,2,24,capacity_aware,1,8,123,123,0,1.0,0,0,1.662162162162162,1.0,-0.07894736842105263,0.0,-0.6621621621621622,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,1,8,74,74,0,1.0,0,0,1.0,1.0,0.3508771929824561,0.0,0.0,0.0,0.3983739837398374
constructed_high,high_compressibility,2,24,delivery_aware,1,8,74,75,1,1.0135135135135136,9,42,1.0,0.8125,0.34210526315789475,0.0,-0.013513513513513514,0.0,0.3902439024390244
constructed_high,high_compressibility,2,24,static,1,12,74,110,36,1.4864864864864864,48,41,1.0,0.0,0.0,0.0,-0.4864864864864865,0.0,0.10569105691056911
constructed_high,high_compressibility,2,24,capacity_aware,1,12,123,123,0,1.0,0,0,1.662162162162162,1.0,-0.11818181818181818,0.0,-0.6621621621621622,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,1,12,74,74,0,1.0,0,0,1.0,1.0,0.32727272727272727,0.0,0.0,0.0,0.3983739837398374
constructed_high,high_compressibility,2,24,delivery_aware,1,12,74,75,1,1.0135135135135136,13,35,1.0,0.7291666666666666,0.3181818181818182,0.0,-0.013513513513513514,0.0,0.3902439024390244
constructed_high,high_compressibility,2,24,static,2,0,74,97,23,1.3108108108108107,46,25,1.0,0.0,0.0,0.0,-0.3108108108108108,0.0,0.01020408163265306
constructed_high,high_compressibility,2,24,capacity_aware,2,0,98,98,0,1.0,0,0,1.3243243243243243,1.0,-0.010309278350515464,0.0,-0.32432432432432434,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,2,0,74,74,0,1.0,0,0,1.0,1.0,0.23711340206185566,0.0,0.0,0.0,0.24489795918367346
constructed_high,high_compressibility,2,24,delivery_aware,2,0,74,74,0,1.0,0,0,1.0,1.0,0.23711340206185566,0.0,0.0,0.0,0.24489795918367346
constructed_high,high_compressibility,2,24,static,2,4,74,95,21,1.2837837837837838,46,23,1.0,0.0,0.0,0.0,-0.28378378378378377,0.0,0.030612244897959183
constructed_high,high_compressibility,2,24,capacity_aware,2,4,98,98,0,1.0,0,0,1.3243243243243243,1.0,-0.031578947368421054,0.0,-0.32432432432432434,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,2,4,74,74,0,1.0,0,0,1.0,1.0,0.22105263157894736,0.0,0.0,0.0,0.24489795918367346
constructed_high,high_compressibility,2,24,delivery_aware,2,4,74,75,1,1.0135135135135136,6,17,1.0,0.8695652173913043,0.21052631578947367,0.0,-0.013513513513513514,0.0,0.23469387755102042
constructed_high,high_compressibility,2,24,static,2,8,74,93,19,1.2567567567567568,46,20,1.0,0.0,0.0,0.0,-0.25675675675675674,0.0,0.05102040816326531
constructed_high,high_compressibility,2,24,capacity_aware,2,8,98,98,0,1.0,0,0,1.3243243243243243,1.0,-0.053763440860215055,0.0,-0.32432432432432434,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,2,8,74,74,0,1.0,0,0,1.0,1.0,0.20430107526881722,0.0,0.0,0.0,0.24489795918367346
constructed_high,high_compressibility,2,24,delivery_aware,2,8,74,75,1,1.0135135135135136,10,15,1.0,0.782608695652174,0.1935483870967742,0.0,-0.013513513513513514,0.0,0.23469387755102042
constructed_high,high_compressibility,2,24,static,2,12,74,91,17,1.2297297297297298,46,18,1.0,0.0,0.0,0.0,-0.22972972972972974,0.0,0.07142857142857142
constructed_high,high_compressibility,2,24,capacity_aware,2,12,98,98,0,1.0,0,0,1.3243243243243243,1.0,-0.07692307692307693,0.0,-0.32432432432432434,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,2,12,74,74,0,1.0,0,0,1.0,1.0,0.18681318681318682,0.0,0.0,0.0,0.24489795918367346
constructed_high,high_compressibility,2,24,delivery_aware,2,12,74,75,1,1.0135135135135136,14,11,1.0,0.6956521739130435,0.17582417582417584,0.0,-0.013513513513513514,0.0,0.23469387755102042
constructed_high,high_compressibility,2,24,static,3,0,74,89,15,1.2027027027027026,44,16,1.0,0.0,0.0,0.0,-0.20270270270270271,0.0,0.011111111111111112
constructed_high,high_compressibility,2,24,capacity_aware,3,0,90,90,0,1.0,0,0,1.2162162162162162,1.0,-0.011235955056179775,0.0,-0.21621621621621623,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,3,0,74,74,0,1.0,0,0,1.0,1.0,0.16853932584269662,0.0,0.0,0.0,0.17777777777777778
constructed_high,high_compressibility,2,24,delivery_aware,3,0,74,74,0,1.0,0,0,1.0,1.0,0.16853932584269662,0.0,0.0,0.0,0.17777777777777778
constructed_high,high_compressibility,2,24,static,3,4,74,88,14,1.1891891891891893,44,14,1.0,0.0,0.0,0.0,-0.1891891891891892,0.0,0.022222222222222223
constructed_high,high_compressibility,2,24,capacity_aware,3,4,90,90,0,1.0,0,0,1.2162162162162162,1.0,-0.022727272727272728,0.0,-0.21621621621621623,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,3,4,74,74,0,1.0,0,0,1.0,1.0,0.1590909090909091,0.0,0.0,0.0,0.17777777777777778
constructed_high,high_compressibility,2,24,delivery_aware,3,4,74,75,1,1.0135135135135136,7,7,1.0,0.8409090909090909,0.14772727272727273,0.0,-0.013513513513513514,0.0,0.16666666666666666
constructed_high,high_compressibility,2,24,static,3,8,74,86,12,1.162162162162162,44,13,1.0,0.0,0.0,0.0,-0.16216216216216217,0.0,0.044444444444444446
constructed_high,high_compressibility,2,24,capacity_aware,3,8,90,90,0,1.0,0,0,1.2162162162162162,1.0,-0.046511627906976744,0.0,-0.21621621621621623,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,3,8,74,74,0,1.0,0,0,1.0,1.0,0.13953488372093023,0.0,0.0,0.0,0.17777777777777778
constructed_high,high_compressibility,2,24,delivery_aware,3,8,74,75,1,1.0135135135135136,11,8,1.0,0.75,0.12790697674418605,0.0,-0.013513513513513514,0.0,0.16666666666666666
constructed_high,high_compressibility,2,24,static,3,12,74,85,11,1.1486486486486487,44,11,1.0,0.0,0.0,0.0,-0.14864864864864866,0.0,0.05555555555555555
constructed_high,high_compressibility,2,24,capacity_aware,3,12,90,90,0,1.0,0,0,1.2162162162162162,1.0,-0.058823529411764705,0.0,-0.21621621621621623,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,3,12,74,74,0,1.0,0,0,1.0,1.0,0.12941176470588237,0.0,0.0,0.0,0.17777777777777778
constructed_high,high_compressibility,2,24,delivery_aware,3,12,74,75,1,1.0135135135135136,15,4,1.0,0.6590909090909091,0.11764705882352941,0.0,-0.013513513513513514,0.0,0.16666666666666666
constructed_high,high_compressibility,2,24,static,4,0,74,85,11,1.1486486486486487,42,11,1.0,0.0,0.0,0.0,-0.14864864864864866,0.0,0.011627906976744186
constructed_high,high_compressibility,2,24,capacity_aware,4,0,86,86,0,1.0,0,0,1.162162162162162,1.0,-0.011764705882352941,0.0,-0.16216216216216217,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,4,0,74,74,0,1.0,0,0,1.0,1.0,0.12941176470588237,0.0,0.0,0.0,0.13953488372093023
constructed_high,high_compressibility,2,24,delivery_aware,4,0,74,74,0,1.0,0,0,1.0,1.0,0.12941176470588237,0.0,0.0,0.0,0.13953488372093023
constructed_high,high_compressibility,2,24,static,4,4,74,84,10,1.135135135135135,42,10,1.0,0.0,0.0,0.0,-0.13513513513513514,0.0,0.023255813953488372
constructed_high,high_compressibility,2,24,capacity_aware,4,4,86,86,0,1.0,0,0,1.162162162162162,1.0,-0.023809523809523808,0.0,-0.16216216216216217,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,4,4,74,74,0,1.0,0,0,1.0,1.0,0.11904761904761904,0.0,0.0,0.0,0.13953488372093023
constructed_high,high_compressibility,2,24,delivery_aware,4,4,74,75,1,1.0135135135135136,6,2,1.0,0.8571428571428571,0.10714285714285714,0.0,-0.013513513513513514,0.0,0.12790697674418605
constructed_high,high_compressibility,2,24,static,4,8,74,83,9,1.1216216216216217,42,9,1.0,0.0,0.0,0.0,-0.12162162162162163,0.0,0.03488372093023256
constructed_high,high_compressibility,2,24,capacity_aware,4,8,86,86,0,1.0,0,0,1.162162162162162,1.0,-0.03614457831325301,0.0,-0.16216216216216217,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,4,8,74,74,0,1.0,0,0,1.0,1.0,0.10843373493975904,0.0,0.0,0.0,0.13953488372093023
constructed_high,high_compressibility,2,24,delivery_aware,4,8,74,75,1,1.0135135135135136,12,3,1.0,0.7142857142857143,0.0963855421686747,0.0,-0.013513513513513514,0.0,0.12790697674418605
constructed_high,high_compressibility,2,24,static,4,12,74,82,8,1.1081081081081081,42,8,1.0,0.0,0.0,0.0,-0.10810810810810811,0.0,0.046511627906976744
constructed_high,high_compressibility,2,24,capacity_aware,4,12,86,86,0,1.0,0,0,1.162162162162162,1.0,-0.04878048780487805,0.0,-0.16216216216216217,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,4,12,74,74,0,1.0,0,0,1.0,1.0,0.0975609756097561,0.0,0.0,0.0,0.13953488372093023
constructed_high,high_compressibility,2,24,delivery_aware,4,12,74,74,0,1.0,12,0,1.0,0.7142857142857143,0.0975609756097561,0.0,0.0,0.0,0.13953488372093023
constructed_high,high_compressibility,2,24,static,5,0,74,82,8,1.1081081081081081,40,9,1.0,0.0,0.0,0.0,-0.10810810810810811,0.0,0.012048192771084338
constructed_high,high_compressibility,2,24,capacity_aware,5,0,83,83,0,1.0,0,0,1.1216216216216217,1.0,-0.012195121951219513,0.0,-0.12162162162162163,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,5,0,74,74,0,1.0,0,0,1.0,1.0,0.0975609756097561,0.0,0.0,0.0,0.10843373493975904
constructed_high,high_compressibility,2,24,delivery_aware,5,0,74,74,0,1.0,0,0,1.0,1.0,0.0975609756097561,0.0,0.0,0.0,0.10843373493975904
constructed_high,high_compressibility,2,24,static,5,4,74,82,8,1.1081081081081081,40,8,1.0,0.0,0.0,0.0,-0.10810810810810811,0.0,0.012048192771084338
constructed_high,high_compressibility,2,24,capacity_aware,5,4,83,83,0,1.0,0,0,1.1216216216216217,1.0,-0.012195121951219513,0.0,-0.12162162162162163,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,5,4,74,74,0,1.0,0,0,1.0,1.0,0.0975609756097561,0.0,0.0,0.0,0.10843373493975904
constructed_high,high_compressibility,2,24,delivery_aware,5,4,74,74,0,1.0,3,0,1.0,0.925,0.0975609756097561,0.0,0.0,0.0,0.10843373493975904
constructed_high,high_compressibility,2,24,static,5,8,74,81,7,1.0945945945945945,40,7,1.0,0.0,0.0,0.0,-0.0945945945945946,0.0,0.024096385542168676
constructed_high,high_compressibility,2,24,capacity_aware,5,8,83,83,0,1.0,0,0,1.1216216216216217,1.0,-0.024691358024691357,0.0,-0.12162162162162163,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,5,8,74,74,0,1.0,0,0,1.0,1.0,0.08641975308641975,0.0,0.0,0.0,0.10843373493975904
constructed_high,high_compressibility,2,24,delivery_aware,5,8,74,75,1,1.0135135135135136,9,1,1.0,0.775,0.07407407407407407,0.0,-0.013513513513513514,0.0,0.0963855421686747
constructed_high,high_compressibility,2,24,static,5,12,74,80,6,1.0810810810810811,40,6,1.0,0.0,0.0,0.0,-0.08108108108108109,0.0,0.03614457831325301
constructed_high,high_compressibility,2,24,capacity_aware,5,12,83,83,0,1.0,0,0,1.1216216216216217,1.0,-0.0375,0.0,-0.12162162162162163,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,5,12,74,74,0,1.0,0,0,1.0,1.0,0.075,0.0,0.0,0.0,0.10843373493975904
constructed_high,high_compressibility,2,24,delivery_aware,5,12,74,74,0,1.0,9,0,1.0,0.775,0.075,0.0,0.0,0.0,0.10843373493975904
constructed_medium,medium_compressibility,2,24,static,1,0,73,97,24,1.3287671232876712,24,48,1.0,0.0,0.0,-0.2631578947368421,-0.05434782608695652,0.0,0.049019607843137254
constructed_medium,medium_compressibility,2,24,capacity_aware,1,0,102,102,0,1.0,0,0,1.3972602739726028,1.0,-0.05154639175257732,1.0,-0.10869565217391304,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,1,0,73,92,19,1.2602739726027397,19,35,1.0,0.20833333333333334,0.05154639175257732,0.0,0.0,0.0,0.09803921568627451
constructed_medium,medium_compressibility,2,24,delivery_aware,1,0,73,92,19,1.2602739726027397,19,37,1.0,0.20833333333333334,0.05154639175257732,0.0,0.0,0.0,0.09803921568627451
constructed_medium,medium_compressibility,2,24,static,1,4,73,93,20,1.273972602739726,24,38,1.0,0.0,0.0,-0.2631578947368421,-0.056818181818181816,0.0,0.08823529411764706
constructed_medium,medium_compressibility,2,24,capacity_aware,1,4,102,102,0,1.0,0,0,1.3972602739726028,1.0,-0.0967741935483871,1.0,-0.1590909090909091,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,1,4,73,88,15,1.2054794520547945,19,24,1.0,0.20833333333333334,0.053763440860215055,0.0,0.0,0.0,0.13725490196078433
constructed_medium,medium_compressibility,2,24,delivery_aware,1,4,73,88,15,1.2054794520547945,19,34,1.0,0.20833333333333334,0.053763440860215055,0.0,0.0,0.0,0.13725490196078433
constructed_medium,medium_compressibility,2,24,static,1,8,73,89,16,1.2191780821917808,24,30,1.0,0.0,0.0,-0.2631578947368421,-0.05952380952380952,0.0,0.12745098039215685
constructed_medium,medium_compressibility,2,24,capacity_aware,1,8,102,102,0,1.0,0,0,1.3972602739726028,1.0,-0.14606741573033707,1.0,-0.21428571428571427,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,1,8,73,84,11,1.1506849315068493,19,15,1.0,0.20833333333333334,0.056179775280898875,0.0,0.0,0.0,0.17647058823529413
constructed_medium,medium_compressibility,2,24,delivery_aware,1,8,73,84,11,1.1506849315068493,19,28,1.0,0.20833333333333334,0.056179775280898875,0.0,0.0,0.0,0.17647058823529413
constructed_medium,medium_compressibility,2,24,static,1,12,73,85,12,1.1643835616438356,24,20,1.0,0.0,0.0,-0.2631578947368421,-0.0625,0.0,0.16666666666666666
constructed_medium,medium_compressibility,2,24,capacity_aware,1,12,102,102,0,1.0,0,0,1.3972602739726028,1.0,-0.2,1.0,-0.275,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,1,12,73,80,7,1.095890410958904,19,8,1.0,0.20833333333333334,0.058823529411764705,0.0,0.0,0.0,0.21568627450980393
constructed_medium,medium_compressibility,2,24,delivery_aware,1,12,73,80,7,1.095890410958904,19,19,1.0,0.20833333333333334,0.058823529411764705,0.0,0.0,0.0,0.21568627450980393
constructed_medium,medium_compressibility,2,24,static,2,0,73,75,2,1.0273972602739727,3,4,1.0,0.0,0.0,0.0,-0.0273972602739726,0.0,0.0963855421686747
constructed_medium,medium_compressibility,2,24,capacity_aware,2,0,83,83,0,1.0,0,0,1.1369863013698631,1.0,-0.10666666666666667,0.0,-0.136986301369863,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,2,0,73,73,0,1.0,0,0,1.0,1.0,0.02666666666666667,0.0,0.0,0.0,0.12048192771084337
constructed_medium,medium_compressibility,2,24,delivery_aware,2,0,73,73,0,1.0,0,0,1.0,1.0,0.02666666666666667,0.0,0.0,0.0,0.12048192771084337
constructed_medium,medium_compressibility,2,24,static,2,4,73,73,0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.12048192771084337
constructed_medium,medium_compressibility,2,24,capacity_aware,2,4,83,83,0,1.0,0,0,1.1369863013698631,1.0,-0.136986301369863,0.0,-0.136986301369863,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,2,4,73,73,0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.12048192771084337
constructed_medium,medium_compressibility,2,24,delivery_aware,2,4,73,73,0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.12048192771084337
constructed_medium,medium_compressibility,2,24,static,2,8,73,73,0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.12048192771084337
constructed_medium,medium_compressibility,2,24,capacity_aware,2,8,83,83,0,1.0,0,0,1.1369863013698631,1.0,-0.136986301369863,0.0,-0.136986301369863,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,2,8,73,73,0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.12048192771084337
constructed_medium,medium_compressibility,2,24,delivery_aware,2,8,73,73,0,1.0,1,0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.12048192771084337
constructed_medium,medium_compressibility,2,24,static,2,12,73,73,0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.12048192771084337
constructed_medium,medium_compressibility,2,24,capacity_aware,2,12,83,83,0,1.0,0,0,1.1369863013698631,1.0,-0.136986301369863,0.0,-0.136986301369863,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,2,12,73,73,0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.12048192771084337
constructed_medium,medium_compressibility,2,24,delivery_aware,2,12,73,73,0,1.0,1,0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.12048192771084337
constructed_medium,medium_compressibility,2,24,static,3,0,73,74,1,1.0136986301369864,1,1,1.0,0.0,0.0,0.0,-0.0136986301369863,0.0,0.05128205128205128
constructed_medium,medium_compressibility,2,24,capacity_aware,3,0,78,78,0,1.0,0,0,1.0684931506849316,1.0,-0.05405405405405406,0.0,-0.0684931506849315,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,3,0,73,73,0,1.0,0,0,1.0,1.0,0.013513513513513514,0.0,0.0,0.0,0.0641025641025641
constructed_medium,medium_compressibility,2,24,delivery_aware,3,0,73,73,0,1.0,0,0,1.0,1.0,0.013513513513513514,0.0,0.0,0.0,0.0641025641025641
constructed_medium,medium_compressibility,2,24,static,3,4,73,73,0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0641025641025641
constructed_medium,medium_compressibility,2,24,capacity_aware,3,4,78,78,0,1.0,0,0,1.0684931506849316,1.0,-0.0684931506849315,0.0,-0.0684931506849315,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,3,4,73,73,0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0641025641025641
constructed_medium,medium_compressibility,2,24,delivery_aware,3,4,73,73,0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0641025641025641
constructed_medium,medium_compressibility,2,24,static,3,8,73,73,0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0641025641025641
constructed_medium,medium_compressibility,2,24,capacity_aware,3,8,78,78,0,1.0,0,0,1.0684931506849316,1.0,-0.0684931506849315,0.0,-0.0684931506849315,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,3,8,73,73,0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0641025641025641
constructed_medium,medium_compressibility,2,24,delivery_aware,3,8,73,73,0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0641025641025641
constructed_medium,medium_compressibility,2,24,static,3,12,73,73,0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0641025641025641
constructed_medium,medium_compressibility,2,24,capacity_aware,3,12,78,78,0,1.0,0,0,1.0684931506849316,1.0,-0.0684931506849315,0.0,-0.0684931506849315,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,3,12,73,73,0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0641025641025641
constructed_medium,medium_compressibility,2,24,delivery_aware,3,12,73,73,0,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0641025641025641
constructed_medium,medium_compressibility,2,24,static,4,0,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,capacity_aware,4,0,77,77,0,1.0,0,0,1.0547945205479452,0.0,-0.0547945205479452,0.0,-0.0547945205479452,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,4,0,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,delivery_aware,4,0,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,static,4,4,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,capacity_aware,4,4,77,77,0,1.0,0,0,1.0547945205479452,0.0,-0.0547945205479452,0.0,-0.0547945205479452,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,4,4,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,delivery_aware,4,4,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,static,4,8,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,capacity_aware,4,8,77,77,0,1.0,0,0,1.0547945205479452,0.0,-0.0547945205479452,0.0,-0.0547945205479452,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,4,8,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,delivery_aware,4,8,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,static,4,12,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,capacity_aware,4,12,77,77,0,1.0,0,0,1.0547945205479452,0.0,-0.0547945205479452,0.0,-0.0547945205479452,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,4,12,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,delivery_aware,4,12,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195
constructed_medium,medium_compressibility,2,24,static,5,0,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
constructed_medium,medium_compressibility,2,24,capacity_aware,5,0,75,75,0,1.0,0,0,1.0273972602739727,0.0,-0.0273972602739726,0.0,-0.0273972602739726,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,5,0,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
constructed_medium,medium_compressibility,2,24,delivery_aware,5,0,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
constructed_medium,medium_compressibility,2,24,static,5,4,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
constructed_medium,medium_compressibility,2,24,capacity_aware,5,4,75,75,0,1.0,0,0,1.0273972602739727,0.0,-0.0273972602739726,0.0,-0.0273972602739726,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,5,4,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
constructed_medium,medium_compressibility,2,24,delivery_aware,5,4,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
constructed_medium,medium_compressibility,2,24,static,5,8,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
constructed_medium,medium_compressibility,2,24,capacity_aware,5,8,75,75,0,1.0,0,0,1.0273972602739727,0.0,-0.0273972602739726,0.0,-0.0273972602739726,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,5,8,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
constructed_medium,medium_compressibility,2,24,delivery_aware,5,8,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
constructed_medium,medium_compressibility,2,24,static,5,12,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
constructed_medium,medium_compressibility,2,24,capacity_aware,5,12,75,75,0,1.0,0,0,1.0273972602739727,0.0,-0.0273972602739726,0.0,-0.0273972602739726,0.0,0.0
constructed_medium,medium_compressibility,2,24,smooth,5,12,73,73,0,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667
