workload,family,seed,n,schedule,B,epsilon,C_star,achieved_slowdown,T_static_at_C_star,T_exe_at_C_star
constructed_medium,medium_compressibility,3,24,static,12,0.1,2,1.0,73,73
constructed_medium,medium_compressibility,3,24,capacity_aware,12,0.1,1,1.0,100,100
constructed_medium,medium_compressibility,3,24,smooth,12,0.1,1,1.0410958904109588,73,76
constructed_medium,medium_compressibility,3,24,delivery_aware,12,0.1,1,1.0410958904109588,73,76
constructed_low,low_compressibility,3,24,static,0,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,capacity_aware,0,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,smooth,0,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,delivery_aware,0,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,static,0,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,capacity_aware,0,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,smooth,0,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,delivery_aware,0,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,static,4,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,capacity_aware,4,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,smooth,4,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,delivery_aware,4,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,static,4,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,capacity_aware,4,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,smooth,4,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,delivery_aware,4,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,static,8,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,capacity_aware,8,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,smooth,8,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,delivery_aware,8,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,static,8,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,capacity_aware,8,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,smooth,8,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,delivery_aware,8,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,static,12,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,capacity_aware,12,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,smooth,12,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,delivery_aware,12,0.05,1,1.0,100,100
constructed_low,low_compressibility,3,24,static,12,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,capacity_aware,12,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,smooth,12,0.1,1,1.0,100,100
constructed_low,low_compressibility,3,24,delivery_aware,12,0.1,1,1.0,100,100
constructed_high,high_compressibility,4,24,static,0,0.05,,,,
constructed_high,high_compressibility,4,24,capacity_aware,0,0.05,1,1.0,129,129
constructed_high,high_compressibility,4,24,smooth,0,0.05,1,1.0,77,77
constructed_high,high_compressibility,4,24,delivery_aware,0,0.05,1,1.0,77,77
constructed_high,high_compressibility,4,24,static,0,0.1,6,1.0909090909090908,77,84
constructed_high,high_compressibility,4,24,capacity_aware,0,0.1,1,1.0,129,129
constructed_high,high_compressibility,4,24,smooth,0,0.1,1,1.0,77,77
constructed_high,high_compressibility,4,24,delivery_aware,0,0.1,1,1.0,77,77
constructed_high,high_compressibility,4,24,static,4,0.05,10,1.0389610389610389,77,80
constructed_high,high_compressibility,4,24,capacity_aware,4,0.05,1,1.0,129,129
constructed_high,high_compressibility,4,24,smooth,4,0.05,1,1.0,77,77
constructed_high,high_compressibility,4,24,delivery_aware,4,0.05,1,1.0129870129870129,77,78
constructed_high,high_compressibility,4,24,static,4,0.1,6,1.0909090909090908,77,84
constructed_high,high_compressibility,4,24,capacity_aware,4,0.1,1,1.0,129,129
constructed_high,high_compressibility,4,24,smooth,4,0.1,1,1.0,77,77
constructed_high,high_compressibility,4,24,delivery_aware,4,0.1,1,1.0129870129870129,77,78
constructed_high,high_compressibility,4,24,static,8,0.05,9,1.0389610389610389,77,80
constructed_high,high_compressibility,4,24,capacity_aware,8,0.05,1,1.0,129,129
constructed_high,high_compressibility,4,24,smooth,8,0.05,1,1.0,77,77
constructed_high,high_compressibility,4,24,delivery_aware,8,0.05,1,1.0129870129870129,77,78
constructed_high,high_compressibility,4,24,static,8,0.1,5,1.0909090909090908,77,84
constructed_high,high_compressibility,4,24,capacity_aware,8,0.1,1,1.0,129,129
constructed_high,high_compressibility,4,24,smooth,8,0.1,1,1.0,77,77
constructed_high,high_compressibility,4,24,delivery_aware,8,0.1,1,1.0129870129870129,77,78
constructed_high,high_compressibility,4,24,static,12,0.05,9,1.0389610389610389,77,80
constructed_high,high_compressibility,4,24,capacity_aware,12,0.05,1,1.0,129,129
constructed_high,high_compressibility,4,24,smooth,12,0.05,1,1.0,77,77
constructed_high,high_compressibility,4,24,delivery_aware,12,0.05,1,1.0129870129870129,77,78
constructed_high,high_compressibility,4,24,static,12,0.1,5,1.0909090909090908,77,84
constructed_high,high_compressibility,4,24,capacity_aware,12,0.1,1,1.0,129,129
constructed_high,high_compressibility,4,24,smooth,12,0.1,1,1.0,77,77
constructed_high,high_compressibility,4,24,delivery_aware,12,0.1,1,1.0129870129870129,77,78
constructed_medium,medium_compressibility,4,24,static,0,0.05,2,1.0273972602739727,73,75
constructed_medium,medium_compressibility,4,24,capacity_aware,0,0.05,1,1.0,100,100
constructed_medium,medium_compressibility,4,24,smooth,0,0.05,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,delivery_aware,0,0.05,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,static,0,0.1,2,1.0273972602739727,73,75
constructed_medium,medium_compressibility,4,24,capacity_aware,0,0.1,1,1.0,100,100
constructed_medium,medium_compressibility,4,24,smooth,0,0.1,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,delivery_aware,0,0.1,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,static,4,0.05,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,capacity_aware,4,0.05,1,1.0,100,100
constructed_medium,medium_compressibility,4,24,smooth,4,0.05,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,delivery_aware,4,0.05,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,static,4,0.1,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,capacity_aware,4,0.1,1,1.0,100,100
constructed_medium,medium_compressibility,4,24,smooth,4,0.1,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,delivery_aware,4,0.1,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,static,8,0.05,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,capacity_aware,8,0.05,1,1.0,100,100
constructed_medium,medium_compressibility,4,24,smooth,8,0.05,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,delivery_aware,8,0.05,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,static,8,0.1,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,capacity_aware,8,0.1,1,1.0,100,100
constructed_medium,medium_compressibility,4,24,smooth,8,0.1,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,delivery_aware,8,0.1,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,static,12,0.05,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,capacity_aware,12,0.05,1,1.0,100,100
constructed_medium,medium_compressibility,4,24,smooth,12,0.05,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,delivery_aware,12,0.05,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,static,12,0.1,2,1.0,73,73
constructed_medium,medium_compressibility,4,24,capacity_aware,12,0.1,1,1.0,100,100
constructed_medium,medium_compressibility,4,24,smooth,12,0.1,1,1.0547945205479452,73,77
constructed_medium,medium_compressibility,4,24,delivery_aware,12,0.1,1,1.0547945205479452,73,77
constructed_low,low_compressibility,4,24,static,0,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,capacity_aware,0,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,smooth,0,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,delivery_aware,0,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,static,0,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,capacity_aware,0,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,smooth,0,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,delivery_aware,0,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,static,4,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,capacity_aware,4,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,smooth,4,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,delivery_aware,4,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,static,4,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,capacity_aware,4,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,smooth,4,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,delivery_aware,4,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,static,8,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,capacity_aware,8,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,smooth,8,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,delivery_aware,8,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,static,8,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,capacity_aware,8,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,smooth,8,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,delivery_aware,8,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,static,12,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,capacity_aware,12,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,smooth,12,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,delivery_aware,12,0.05,1,1.0,100,100
constructed_low,low_compressibility,4,24,static,12,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,capacity_aware,12,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,smooth,12,0.1,1,1.0,100,100
constructed_low,low_compressibility,4,24,delivery_aware,12,0.1,1,1.0,100,100
adder_n8,semi_real_adder,0,8,static,0,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,capacity_aware,0,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,smooth,0,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,delivery_aware,0,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,static,0,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,capacity_aware,0,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,smooth,0,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,delivery_aware,0,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,static,4,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,capacity_aware,4,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,smooth,4,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,delivery_aware,4,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,static,4,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,capacity_aware,4,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,smooth,4,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,delivery_aware,4,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,static,8,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,capacity_aware,8,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,smooth,8,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,delivery_aware,8,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,static,8,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,capacity_aware,8,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,smooth,8,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,delivery_aware,8,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,static,12,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,capacity_aware,12,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,smooth,12,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,delivery_aware,12,0.05,1,1.0,34,34
adder_n8,semi_real_adder,0,8,static,12,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,capacity_aware,12,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,smooth,12,0.1,1,1.0,34,34
adder_n8,semi_real_adder,0,8,delivery_aware,12,0.1,1,1.0,34,34
adder_n16,semi_real_adder,0,16,static,0,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,capacity_aware,0,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,smooth,0,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,delivery_aware,0,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,static,0,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,capacity_aware,0,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,smooth,0,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,delivery_aware,0,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,static,4,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,capacity_aware,4,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,smooth,4,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,delivery_aware,4,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,static,4,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,capacity_aware,4,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,smooth,4,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,delivery_aware,4,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,static,8,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,capacity_aware,8,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,smooth,8,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,delivery_aware,8,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,static,8,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,capacity_aware,8,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,smooth,8,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,delivery_aware,8,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,static,12,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,capacity_aware,12,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,smooth,12,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,delivery_aware,12,0.05,1,1.0,66,66
adder_n16,semi_real_adder,0,16,static,12,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,capacity_aware,12,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,smooth,12,0.1,1,1.0,66,66
adder_n16,semi_real_adder,0,16,delivery_aware,12,0.1,1,1.0,66,66
multiplier_n4,semi_real_multiplier,0,4,static,0,0.05,2,1.0454545454545454,22,23
multiplier_n4,semi_real_multiplier,0,4,capacity_aware,0,0.05,1,1.0,25,25
multiplier_n4,semi_real_multiplier,0,4,smooth,0,0.05,2,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,delivery_aware,0,0.05,2,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,static,0,0.1,2,1.0454545454545454,22,23
multiplier_n4,semi_real_multiplier,0,4,capacity_aware,0,0.1,1,1.0,25,25
multiplier_n4,semi_real_multiplier,0,4,smooth,0,0.1,1,1.0909090909090908,22,24
multiplier_n4,semi_real_multiplier,0,4,delivery_aware,0,0.1,1,1.0909090909090908,22,24
multiplier_n4,semi_real_multiplier,0,4,static,4,0.05,2,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,capacity_aware,4,0.05,1,1.0,25,25
multiplier_n4,semi_real_multiplier,0,4,smooth,4,0.05,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,delivery_aware,4,0.05,1,1.0454545454545454,22,23
multiplier_n4,semi_real_multiplier,0,4,static,4,0.1,1,1.0909090909090908,22,24
multiplier_n4,semi_real_multiplier,0,4,capacity_aware,4,0.1,1,1.0,25,25
multiplier_n4,semi_real_multiplier,0,4,smooth,4,0.1,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,delivery_aware,4,0.1,1,1.0454545454545454,22,23
multiplier_n4,semi_real_multiplier,0,4,static,8,0.05,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,capacity_aware,8,0.05,1,1.0,25,25
multiplier_n4,semi_real_multiplier,0,4,smooth,8,0.05,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,delivery_aware,8,0.05,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,static,8,0.1,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,capacity_aware,8,0.1,1,1.0,25,25
multiplier_n4,semi_real_multiplier,0,4,smooth,8,0.1,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,delivery_aware,8,0.1,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,static,12,0.05,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,capacity_aware,12,0.05,1,1.0,25,25
multiplier_n4,semi_real_multiplier,0,4,smooth,12,0.05,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,delivery_aware,12,0.05,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,static,12,0.1,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,capacity_aware,12,0.1,1,1.0,25,25
multiplier_n4,semi_real_multiplier,0,4,smooth,12,0.1,1,1.0,22,22
multiplier_n4,semi_real_multiplier,0,4,delivery_aware,12,0.1,1,1.0,22,22
multiplier_n6,semi_real_multiplier,0,6,static,0,0.05,3,1.03125,32,33
multiplier_n6,semi_real_multiplier,0,6,capacity_aware,0,0.05,1,1.0,49,49
multiplier_n6,semi_real_multiplier,0,6,smooth,0,0.05,2,1.0,32,32
multiplier_n6,semi_real_multiplier,0,6,delivery_aware,0,0.05,2,1.0,32,32
multiplier_n6,semi_real_multiplier,0,6,static,0,0.1,2,1.0625,32,34
multiplier_n6,semi_real_multiplier,0,6,capacity_aware,0,0.1,1,1.0,49,49
multiplier_n6,semi_real_multiplier,0,6,smooth,0,0.1,2,1.0,32,32
multiplier_n6,semi_real_multiplier,0,6,delivery_aware,0,0.1,2,1.0,32,32
multiplier_n6,semi_real_multiplier,0,6,static,4,0.05,2,1.0,32,32
multiplier_n6,semi_real_multiplier,0,6,capacity_aware,4,0.05,1,1.0,49,49
multiplier_n6,semi_real_multiplier,0,6,smooth,4,0.05,1,1.0476190476190477,42,44
multiplier_n6,semi_real_multiplier,0,6,delivery_aware,4,0.05,1,1.0476190476190477,42,44
multiplier_n6,semi_real_multiplier,0,6,static,4,0.1,2,1.0,32,32
multiplier_n6,semi_real_multiplier,0,6,capacity_aware,4,0.1,1,1.0,49,49
multiplier_n6,semi_real_multiplier,0,6,smooth,4,0.1,1,1.0476190476190477,42,44
multiplier_n6,semi_real_multiplier,0,6,delivery_aware,4,0.1,1,1.0476190476190477,42,44
multiplier_n6,semi_real_multiplier,0,6,static,8,0.05,2,1.0,32,32
multiplier_n6,semi_real_multiplier,0,6,capacity_aware,8,0.05,1,1.0,49,49
multiplier_n6,semi_real_multiplier,0,6,smooth,8,0.05,1,1.0,42,42
multiplier_n6,semi_real_multiplier,0,6,delivery_aware,8,0.05,1,1.0256410256410255,39,40
multiplier_n6,semi_real_multiplier,0,6,static,8,0.1,2,1.0,32,32
multiplier_n6,semi_real_multiplier,0,6,capacity_aware,8,0.1,1,1.0,49,49
multiplier_n6,semi_real_multiplier,0,6,smooth,8,0.1,1,1.0,42,42
multiplier_n6,semi_real_multiplier,0,6,delivery_aware,8,0.1,1,1.0256410256410255,39,40
multiplier_n6,semi_real_multiplier,0,6,static,12,0.05,2,1.0,32,32
multiplier_n6,semi_real_multiplier,0,6,capacity_aware,12,0.05,1,1.0,49,49
multiplier_n6,semi_real_multiplier,0,6,smooth,12,0.05,1,1.0,42,42
multiplier_n6,semi_real_multiplier,0,6,delivery_aware,12,0.05,1,1.0285714285714285,35,36
multiplier_n6,semi_real_multiplier,0,6,static,12,0.1,2,1.0,32,32
multiplier_n6,semi_real_multiplier,0,6,capacity_aware,12,0.1,1,1.0,49,49
multiplier_n6,semi_real_multiplier,0,6,smooth,12,0.1,1,1.0,42,42
multiplier_n6,semi_real_multiplier,0,6,delivery_aware,12,0.1,1,1.0285714285714285,35,36
multiplier_n8,semi_real_multiplier,0,8,static,0,0.05,3,1.0238095238095237,42,43
multiplier_n8,semi_real_multiplier,0,8,capacity_aware,0,0.05,1,1.0,81,81
multiplier_n8,semi_real_multiplier,0,8,smooth,0,0.05,3,1.0,42,42
multiplier_n8,semi_real_multiplier,0,8,delivery_aware,0,0.05,3,1.0,42,42
multiplier_n8,semi_real_multiplier,0,8,static,0,0.1,3,1.0238095238095237,42,43
multiplier_n8,semi_real_multiplier,0,8,capacity_aware,0,0.1,1,1.0,81,81
multiplier_n8,semi_real_multiplier,0,8,smooth,0,0.1,2,1.0952380952380953,42,46
multiplier_n8,semi_real_multiplier,0,8,delivery_aware,0,0.1,2,1.0952380952380953,42,46
multiplier_n8,semi_real_multiplier,0,8,static,4,0.05,3,1.0,42,42
multiplier_n8,semi_real_multiplier,0,8,capacity_aware,4,0.05,1,1.0,81,81
multiplier_n8,semi_real_multiplier,0,8,smooth,4,0.05,2,1.0476190476190477,42,44
multiplier_n8,semi_real_multiplier,0,8,delivery_aware,4,0.05,2,1.0476190476190477,42,44
multiplier_n8,semi_real_multiplier,0,8,static,4,0.1,3,1.0,42,42
multiplier_n8,semi_real_multiplier,0,8,capacity_aware,4,0.1,1,1.0,81,81
multiplier_n8,semi_real_multiplier,0,8,smooth,4,0.1,1,1.0704225352112675,71,76
multiplier_n8,semi_real_multiplier,0,8,delivery_aware,4,0.1,1,1.0704225352112675,71,76
multiplier_n8,semi_real_multiplier,0,8,static,8,0.05,3,1.0,42,42
multiplier_n8,semi_real_multiplier,0,8,capacity_aware,8,0.05,1,1.0,81,81
multiplier_n8,semi_real_multiplier,0,8,smooth,8,0.05,1,1.0140845070422535,71,72
multiplier_n8,semi_real_multiplier,0,8,delivery_aware,8,0.05,1,1.0140845070422535,71,72
multiplier_n8,semi_real_multiplier,0,8,static,8,0.1,3,1.0,42,42
multiplier_n8,semi_real_multiplier,0,8,capacity_aware,8,0.1,1,1.0,81,81
multiplier_n8,semi_real_multiplier,0,8,smooth,8,0.1,1,1.0140845070422535,71,72
multiplier_n8,semi_real_multiplier,0,8,delivery_aware,8,0.1,1,1.0140845070422535,71,72
multiplier_n8,semi_real_multiplier,0,8,static,12,0.05,3,1.0,42,42
multiplier_n8,semi_real_multiplier,0,8,capacity_aware,12,0.05,1,1.0,81,81
multiplier_n8,semi_real_multiplier,0,8,smooth,12,0.05,1,1.0,71,71
multiplier_n8,semi_real_multiplier,0,8,delivery_aware,12,0.05,1,1.0149253731343284,67,68
multiplier_n8,semi_real_multiplier,0,8,static,12,0.1,2,1.0952380952380953,42,46
multiplier_n8,semi_real_multiplier,0,8,capacity_aware,12,0.1,1,1.0,81,81
multiplier_n8,semi_real_multiplier,0,8,smooth,12,0.1,1,1.0,71,71
multiplier_n8,semi_real_multiplier,0,8,delivery_aware,12,0.1,1,1.0149253731343284,67,68
multiplier_n12,semi_real_multiplier,0,12,static,0,0.05,4,1.032258064516129,62,64
multiplier_n12,semi_real_multiplier,0,12,capacity_aware,0,0.05,1,1.0,174,174
multiplier_n12,semi_real_multiplier,0,12,smooth,0,0.05,4,1.0,62,62
multiplier_n12,semi_real_multiplier,0,12,delivery_aware,0,0.05,4,1.0,62,62
multiplier_n12,semi_real_multiplier,0,12,static,0,0.1,4,1.032258064516129,62,64
multiplier_n12,semi_real_multiplier,0,12,capacity_aware,0,0.1,1,1.0,174,174
multiplier_n12,semi_real_multiplier,0,12,smooth,0,0.1,1,1.0909090909090908,154,168
multiplier_n12,semi_real_multiplier,0,12,delivery_aware,0,0.1,1,1.0909090909090908,154,168
multiplier_n12,semi_real_multiplier,0,12,static,4,0.05,4,1.0161290322580645,62,63
multiplier_n12,semi_real_multiplier,0,12,capacity_aware,4,0.05,1,1.0,174,174
multiplier_n12,semi_real_multiplier,0,12,smooth,4,0.05,4,1.0,62,62
multiplier_n12,semi_real_multiplier,0,12,delivery_aware,4,0.05,4,1.0,62,62
multiplier_n12,semi_real_multiplier,0,12,static,4,0.1,4,1.0161290322580645,62,63
multiplier_n12,semi_real_multiplier,0,12,capacity_aware,4,0.1,1,1.0,174,174
multiplier_n12,semi_real_multiplier,0,12,smooth,4,0.1,1,1.0649350649350648,154,164
multiplier_n12,semi_real_multiplier,0,12,delivery_aware,4,0.1,1,1.0649350649350648,154,164
multiplier_n12,semi_real_multiplier,0,12,static,8,0.05,4,1.0,62,62
multiplier_n12,semi_real_multiplier,0,12,capacity_aware,8,0.05,1,1.0,174,174
multiplier_n12,semi_real_multiplier,0,12,smooth,8,0.05,1,1.0389610389610389,154,160
multiplier_n12,semi_real_multiplier,0,12,delivery_aware,8,0.05,1,1.0389610389610389,154,160
multiplier_n12,semi_real_multiplier,0,12,static,8,0.1,4,1.0,62,62
multiplier_n12,semi_real_multiplier,0,12,capacity_aware,8,0.1,1,1.0,174,174
multiplier_n12,semi_real_multiplier,0,12,smooth,8,0.1,1,1.0389610389610389,154,160
multiplier_n12,semi_real_multiplier,0,12,delivery_aware,8,0.1,1,1.0389610389610389,154,160
multiplier_n12,semi_real_multiplier,0,12,static,12,0.05,4,1.0,62,62
multiplier_n12,semi_real_multiplier,0,12,capacity_aware,12,0.05,1,1.0,174,174
multiplier_n12,semi_real_multiplier,0,12,smooth,12,0.05,1,1.0129870129870129,154,156
multiplier_n12,semi_real_multiplier,0,12,delivery_aware,12,0.05,1,1.0129870129870129,154,156
multiplier_n12,semi_real_multiplier,0,12,static,12,0.1,4,1.0,62,62
multiplier_n12,semi_real_multiplier,0,12,capacity_aware,12,0.1,1,1.0,174,174
multiplier_n12,semi_real_multiplier,0,12,smooth,12,0.1,1,1.0129870129870129,154,156
multiplier_n12,semi_real_multiplier,0,12,delivery_aware,12,0.1,1,1.0129870129870129,154,156
exact_qft_n8,semi_real_qft,0,8,static,0,0.05,3,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,capacity_aware,0,0.05,1,1.0,41,41
exact_qft_n8,semi_real_qft,0,8,smooth,0,0.05,2,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,delivery_aware,0,0.05,2,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,static,0,0.1,2,1.0769230769230769,26,28
exact_qft_n8,semi_real_qft,0,8,capacity_aware,0,0.1,1,1.0,41,41
exact_qft_n8,semi_real_qft,0,8,smooth,0,0.1,2,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,delivery_aware,0,0.1,2,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,static,4,0.05,2,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,capacity_aware,4,0.05,1,1.0,41,41
exact_qft_n8,semi_real_qft,0,8,smooth,4,0.05,2,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,delivery_aware,4,0.05,2,1.0,26,26
