workload,family,seed,n,schedule,C,B,T_static,T_exe,stall_cycles,slowdown_vs_own_static,ratio_to_T_ref_asap,Delta_max,L_backlog,max_backlog,mean_backlog,static_depth_penalty_vs_static,Texe_reduction_vs_static,Texe_reduction_vs_smooth,Texe_reduction_vs_ca,Texe_reduction_vs_DA_v1,Delta_reduction_vs_static,Delta_reduction_vs_smooth,Delta_reduction_vs_ca,Delta_reduction_vs_DA_v1,stall_reduction_vs_static,stall_reduction_vs_smooth,stall_reduction_vs_ca,stall_reduction_vs_DA_v1,Lbacklog_reduction_vs_static,Lbacklog_reduction_vs_smooth,Lbacklog_reduction_vs_ca,Lbacklog_reduction_vs_DA_v1
constructed_low,low_compressibility,1,24,delivery_aware_v2,1,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,1,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,1,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,1,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,1,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,1,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,1,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,1,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,1,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,1,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,1,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,2,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,2,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,2,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,2,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,2,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,2,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,2,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,2,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,2,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,2,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,2,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,2,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,2,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,2,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,2,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,2,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,2,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,2,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,2,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,2,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,3,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,3,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,3,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,3,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,3,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,3,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,3,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,3,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,3,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,3,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,3,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,3,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,3,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,3,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,3,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,3,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,3,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,3,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,3,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,3,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,4,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,4,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,4,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,4,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,4,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,4,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,4,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,4,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,4,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,4,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,4,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,4,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,4,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,4,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,4,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,4,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,4,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,4,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,4,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,4,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,5,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,5,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,5,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,5,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,5,0,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,5,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,5,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,5,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,5,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,5,4,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,5,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,5,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,5,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,5,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,5,8,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,static,5,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,capacity_aware,5,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,smooth,5,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v1,5,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_low,low_compressibility,1,24,delivery_aware_v2,5,12,100,100,0,1.0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_high,high_compressibility,2,24,static,1,0,74,122,48,1.6486486486486487,1.6486486486486487,48,55,48,18.16216216216216,1.0,0.0,-0.6486486486486487,0.008130081300813009,-0.6486486486486487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
constructed_high,high_compressibility,2,24,capacity_aware,1,0,123,123,0,1.0,1.662162162162162,0,0,0,0.0,1.662162162162162,-0.00819672131147541,-0.6621621621621622,0.0,-0.6621621621621622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
constructed_high,high_compressibility,2,24,smooth,1,0,74,74,0,1.0,1.0,0,0,0,0.0,1.0,0.39344262295081966,0.0,0.3983739837398374,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
constructed_high,high_compressibility,2,24,delivery_aware_v1,1,0,74,74,0,1.0,1.0,0,0,0,0.0,1.0,0.39344262295081966,0.0,0.3983739837398374,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
constructed_high,high_compressibility,2,24,delivery_aware_v2,1,0,74,74,0,1.0,1.0,0,0,0,0.0,1.0,0.39344262295081966,0.0,0.3983739837398374,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
constructed_high,high_compressibility,2,24,static,1,4,74,118,44,1.5945945945945945,1.5945945945945945,48,51,44,15.27027027027027,1.0,0.0,-0.5945945945945946,0.04065040650406504,-0.5733333333333334,0.0,0.0,0.0,-8.6,0.0,0.0,0.0,-43.0,0.0,0.0,0.0,-0.10869565217391304
constructed_high,high_compressibility,2,24,capacity_aware,1,4,123,123,0,1.0,1.662162162162162,0,0,0,0.0,1.662162162162162,-0.0423728813559322,-0.6621621621621622,0.0,-0.64,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
constructed_high,high_compressibility,2,24,smooth,1,4,74,74,0,1.0,1.0,0,0,0,0.0,1.0,0.3728813559322034,0.0,0.3983739837398374,0.013333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
constructed_high,high_compressibility,2,24,delivery_aware_v1,1,4,74,75,1,1.0135135135135136,1.0135135135135136,5,46,1,0.6216216216216216,1.0,0.3644067796610169,-0.013513513513513514,0.3902439024390244,0.0,0.8958333333333334,0.0,0.0,0.0,0.9772727272727273,0.0,0.0,0.0,0.09803921568627451,0.0,0.0,0.0
constructed_high,high_compressibility,2,24,delivery_aware_v2,1,4,74,74,0,1.0,1.0,0,0,0,0.0,1.0,0.3728813559322034,0.0,0.3983739837398374,0.013333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
constructed_high,high_compressibility,2,24,static,1,8,74,114,40,1.5405405405405406,1.5405405405405406,48,46,40,12.621621621621621,1.0,0.0,-0.5405405405405406,0.07317073170731707,-0.52,0.0,0.0,0.0,-4.333333333333333,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,-0.09523809523809523
constructed_high,high_compressibility,2,24,capacity_aware,1,8,123,123,0,1.0,1.662162162162162,0,0,0,0.0,1.662162162162162,-0.07894736842105263,-0.6621621621621622,0.0,-0.64,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
constructed_high,high_compressibility,2,24,smooth,1,8,74,74,0,1.0,1.0,0,0,0,0.0,1.0,0.3508771929824561,0.0,0.3983739837398374,0.013333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
constructed_high,high_compressibility,2,24,delivery_aware_v1,1,8,74,75,1,1.0135135135135136,1.0135135135135136,9,42,1,0.5675675675675675,1.0,0.34210526315789475,-0.013513513513513514,0.3902439024390244,0.0,0.8125,0.0,0.0,0.0,0.975,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0
constructed_high,high_compressibility,2,24,delivery_aware_v2,1,8,74,74,0,1.0,1.0,0,0,0,0.0,1.0,0.3508771929824561,0.0,0.3983739837398374,0.013333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
constructed_high,high_compressibility,2,24,static,1,12,74,110,36,1.4864864864864864,1.4864864864864864,48,41,36,10.216216216216216,1.0,0.0,-0.4864864864864865,0.10569105691056911,-0.4666666666666667,0.0,0.0,0.0,-2.6923076923076925,0.0,0.0,0.0,-35.0,0.0,0.0,0.0,-0.17142857142857143
constructed_high,high_compressibility,2,24,capacity_aware,1,12,123,123,0,1.0,1.662162162162162,0,0,0,0.0,1.662162162162162,-0.11818181818181818,-0.6621621621621622,0.0,-0.64,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
constructed_high,high_compressibility,2,24,smooth,1,12,74,74,0,1.0,1.0,0,0,0,0.0,1.0,0.32727272727272727,0.0,0.3983739837398374,0.013333333333333334,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
constructed_high,high_compressibility,2,24,delivery_aware_v1,1,12,74,75,1,1.0135135135135136,1.0135135135135136,13,35,1,0.47297297297297297,1.0,0.3181818181818182,-0.013513513513513514,0.3902439024390244,0.0,0.7291666666666666,0.0,0.0,0.0,0.9722222222222222,0.0,0.0,0.0,0.14634146341463414,0.0,0.0,0.0
