workload,family,seed,n,schedule,B,epsilon,T_ref_type,T_ref,C_ref_star,achieved_T_exe,achieved_ratio_to_T_ref,T_static_at_C_ref_star,stall_cycles_at_C_ref_star,Delta_max_at_C_ref_star
constructed_high,high_compressibility,4,24,static,8,0.1,best,77,5,84,1.0909090909090908,77,7,43
constructed_high,high_compressibility,4,24,capacity_aware,8,0.1,best,77,7,84,1.0909090909090908,84,0,0
constructed_high,high_compressibility,4,24,smooth,8,0.1,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,4,24,delivery_aware_v1,8,0.1,best,77,1,78,1.0129870129870129,77,1,9
constructed_high,high_compressibility,4,24,delivery_aware_v2,8,0.1,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,4,24,static,12,0.05,asap,77,9,80,1.0389610389610389,77,3,35
constructed_high,high_compressibility,4,24,capacity_aware,12,0.05,asap,77,,,,,,
constructed_high,high_compressibility,4,24,smooth,12,0.05,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,4,24,delivery_aware_v1,12,0.05,asap,77,1,78,1.0129870129870129,77,1,13
constructed_high,high_compressibility,4,24,delivery_aware_v2,12,0.05,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,4,24,static,12,0.05,best,77,9,80,1.0389610389610389,77,3,35
constructed_high,high_compressibility,4,24,capacity_aware,12,0.05,best,77,,,,,,
constructed_high,high_compressibility,4,24,smooth,12,0.05,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,4,24,delivery_aware_v1,12,0.05,best,77,1,78,1.0129870129870129,77,1,13
constructed_high,high_compressibility,4,24,delivery_aware_v2,12,0.05,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,4,24,static,12,0.1,asap,77,5,84,1.0909090909090908,77,7,43
constructed_high,high_compressibility,4,24,capacity_aware,12,0.1,asap,77,7,84,1.0909090909090908,84,0,0
constructed_high,high_compressibility,4,24,smooth,12,0.1,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,4,24,delivery_aware_v1,12,0.1,asap,77,1,78,1.0129870129870129,77,1,13
constructed_high,high_compressibility,4,24,delivery_aware_v2,12,0.1,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,4,24,static,12,0.1,best,77,5,84,1.0909090909090908,77,7,43
constructed_high,high_compressibility,4,24,capacity_aware,12,0.1,best,77,7,84,1.0909090909090908,84,0,0
constructed_high,high_compressibility,4,24,smooth,12,0.1,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,4,24,delivery_aware_v1,12,0.1,best,77,1,78,1.0129870129870129,77,1,13
constructed_high,high_compressibility,4,24,delivery_aware_v2,12,0.1,best,77,1,77,1.0,77,0,0
constructed_medium,medium_compressibility,4,24,static,0,0.05,asap,73,2,75,1.0273972602739727,73,2,4
constructed_medium,medium_compressibility,4,24,capacity_aware,0,0.05,asap,73,4,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,4,24,smooth,0,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,0,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,0,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,0,0.05,best,73,2,75,1.0273972602739727,73,2,4
constructed_medium,medium_compressibility,4,24,capacity_aware,0,0.05,best,73,4,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,4,24,smooth,0,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,0,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,0,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,0,0.1,asap,73,2,75,1.0273972602739727,73,2,4
constructed_medium,medium_compressibility,4,24,capacity_aware,0,0.1,asap,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,4,24,smooth,0,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,0,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,0,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,0,0.1,best,73,2,75,1.0273972602739727,73,2,4
constructed_medium,medium_compressibility,4,24,capacity_aware,0,0.1,best,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,4,24,smooth,0,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,0,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,0,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,4,0.05,asap,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,4,0.05,asap,73,4,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,4,24,smooth,4,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,4,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,4,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,4,0.05,best,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,4,0.05,best,73,4,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,4,24,smooth,4,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,4,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,4,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,4,0.1,asap,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,4,0.1,asap,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,4,24,smooth,4,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,4,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,4,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,4,0.1,best,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,4,0.1,best,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,4,24,smooth,4,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,4,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,4,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,8,0.05,asap,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,8,0.05,asap,73,4,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,4,24,smooth,8,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,8,0.05,asap,73,2,73,1.0,73,0,2
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,8,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,8,0.05,best,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,8,0.05,best,73,4,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,4,24,smooth,8,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,8,0.05,best,73,2,73,1.0,73,0,2
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,8,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,8,0.1,asap,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,8,0.1,asap,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,4,24,smooth,8,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,8,0.1,asap,73,2,73,1.0,73,0,2
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,8,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,8,0.1,best,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,8,0.1,best,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,4,24,smooth,8,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,8,0.1,best,73,2,73,1.0,73,0,2
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,8,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,12,0.05,asap,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,12,0.05,asap,73,4,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,4,24,smooth,12,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,12,0.05,asap,73,2,73,1.0,73,0,2
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,12,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,12,0.05,best,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,12,0.05,best,73,4,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,4,24,smooth,12,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,12,0.05,best,73,2,73,1.0,73,0,2
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,12,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,4,24,static,12,0.1,asap,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,12,0.1,asap,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,4,24,smooth,12,0.1,asap,73,1,77,1.0547945205479452,73,4,16
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,12,0.1,asap,73,1,77,1.0547945205479452,73,4,16
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,12,0.1,asap,73,1,77,1.0547945205479452,73,4,16
constructed_medium,medium_compressibility,4,24,static,12,0.1,best,73,2,73,1.0,73,0,4
constructed_medium,medium_compressibility,4,24,capacity_aware,12,0.1,best,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,4,24,smooth,12,0.1,best,73,1,77,1.0547945205479452,73,4,16
constructed_medium,medium_compressibility,4,24,delivery_aware_v1,12,0.1,best,73,1,77,1.0547945205479452,73,4,16
constructed_medium,medium_compressibility,4,24,delivery_aware_v2,12,0.1,best,73,1,77,1.0547945205479452,73,4,16
constructed_low,low_compressibility,4,24,static,0,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,0,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,0,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,0,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,0,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,0,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,0,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,0,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,0,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,0,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,0,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,0,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,0,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,0,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,0,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,0,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,0,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,0,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,0,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,0,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,4,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,4,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,4,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,4,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,4,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,4,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,4,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,4,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,4,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,4,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,4,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,4,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,4,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,4,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,4,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,4,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,4,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,4,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,4,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,4,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,8,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,8,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,8,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,8,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,8,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,8,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,8,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,8,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,8,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,8,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,8,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,8,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,8,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,8,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,8,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,8,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,8,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,8,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,8,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,8,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,12,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,12,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,12,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,12,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,12,0.05,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,12,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,12,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,12,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,12,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,12,0.05,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,12,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,12,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,12,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,12,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,12,0.1,asap,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,static,12,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,capacity_aware,12,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,smooth,12,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v1,12,0.1,best,100,1,100,1.0,100,0,0
constructed_low,low_compressibility,4,24,delivery_aware_v2,12,0.1,best,100,1,100,1.0,100,0,0
adder_n8,semi_real_adder,0,8,static,0,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,0,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,0,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,0,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,0,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,0,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,0,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,0,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,0,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,0,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,0,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,0,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,0,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,0,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,0,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,0,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,0,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,0,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,0,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,0,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,4,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,4,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,4,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,4,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,4,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,4,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,4,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,4,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,4,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,4,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,4,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,4,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,4,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,4,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,4,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,4,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,4,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,4,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,4,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,4,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,8,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,8,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,8,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,8,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,8,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,8,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,8,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,8,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,8,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,8,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,8,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,8,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,8,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,8,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,8,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,8,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,8,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,8,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,8,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,8,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,12,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,12,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,12,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,12,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,12,0.05,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,12,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,12,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,12,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,12,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,12,0.05,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,12,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,12,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,12,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,12,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,12,0.1,asap,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,static,12,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,capacity_aware,12,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,smooth,12,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v1,12,0.1,best,34,1,34,1.0,34,0,0
adder_n8,semi_real_adder,0,8,delivery_aware_v2,12,0.1,best,34,1,34,1.0,34,0,0
adder_n16,semi_real_adder,0,16,static,0,0.05,asap,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,capacity_aware,0,0.05,asap,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,smooth,0,0.05,asap,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,delivery_aware_v1,0,0.05,asap,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,delivery_aware_v2,0,0.05,asap,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,static,0,0.05,best,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,capacity_aware,0,0.05,best,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,smooth,0,0.05,best,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,delivery_aware_v1,0,0.05,best,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,delivery_aware_v2,0,0.05,best,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,static,0,0.1,asap,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,capacity_aware,0,0.1,asap,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,smooth,0,0.1,asap,66,1,66,1.0,66,0,0
adder_n16,semi_real_adder,0,16,delivery_aware_v1,0,0.1,asap,66,1,66,1.0,66,0,0
