workload,family,seed,n,schedule,B,epsilon,T_ref_type,T_ref,C_ref_star,achieved_T_exe,achieved_ratio_to_T_ref,T_static_at_C_ref_star,stall_cycles_at_C_ref_star,Delta_max_at_C_ref_star
constructed_high,high_compressibility,2,24,smooth,4,0.05,best,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,delivery_aware_v1,4,0.05,best,74,1,75,1.0135135135135136,74,1,5
constructed_high,high_compressibility,2,24,delivery_aware_v2,4,0.05,best,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,static,4,0.1,asap,74,6,80,1.0810810810810811,74,6,38
constructed_high,high_compressibility,2,24,capacity_aware,4,0.1,asap,74,7,81,1.0945945945945945,81,0,0
constructed_high,high_compressibility,2,24,smooth,4,0.1,asap,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,delivery_aware_v1,4,0.1,asap,74,1,75,1.0135135135135136,74,1,5
constructed_high,high_compressibility,2,24,delivery_aware_v2,4,0.1,asap,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,static,4,0.1,best,74,6,80,1.0810810810810811,74,6,38
constructed_high,high_compressibility,2,24,capacity_aware,4,0.1,best,74,7,81,1.0945945945945945,81,0,0
constructed_high,high_compressibility,2,24,smooth,4,0.1,best,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,delivery_aware_v1,4,0.1,best,74,1,75,1.0135135135135136,74,1,5
constructed_high,high_compressibility,2,24,delivery_aware_v2,4,0.1,best,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,static,8,0.05,asap,74,9,77,1.0405405405405406,74,3,32
constructed_high,high_compressibility,2,24,capacity_aware,8,0.05,asap,74,,,,,,
constructed_high,high_compressibility,2,24,smooth,8,0.05,asap,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,delivery_aware_v1,8,0.05,asap,74,1,75,1.0135135135135136,74,1,9
constructed_high,high_compressibility,2,24,delivery_aware_v2,8,0.05,asap,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,static,8,0.05,best,74,9,77,1.0405405405405406,74,3,32
constructed_high,high_compressibility,2,24,capacity_aware,8,0.05,best,74,,,,,,
constructed_high,high_compressibility,2,24,smooth,8,0.05,best,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,delivery_aware_v1,8,0.05,best,74,1,75,1.0135135135135136,74,1,9
constructed_high,high_compressibility,2,24,delivery_aware_v2,8,0.05,best,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,static,8,0.1,asap,74,5,81,1.0945945945945945,74,7,40
constructed_high,high_compressibility,2,24,capacity_aware,8,0.1,asap,74,7,81,1.0945945945945945,81,0,0
constructed_high,high_compressibility,2,24,smooth,8,0.1,asap,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,delivery_aware_v1,8,0.1,asap,74,1,75,1.0135135135135136,74,1,9
constructed_high,high_compressibility,2,24,delivery_aware_v2,8,0.1,asap,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,static,8,0.1,best,74,5,81,1.0945945945945945,74,7,40
constructed_high,high_compressibility,2,24,capacity_aware,8,0.1,best,74,7,81,1.0945945945945945,81,0,0
constructed_high,high_compressibility,2,24,smooth,8,0.1,best,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,delivery_aware_v1,8,0.1,best,74,1,75,1.0135135135135136,74,1,9
constructed_high,high_compressibility,2,24,delivery_aware_v2,8,0.1,best,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,static,12,0.05,asap,74,8,77,1.0405405405405406,74,3,34
constructed_high,high_compressibility,2,24,capacity_aware,12,0.05,asap,74,,,,,,
constructed_high,high_compressibility,2,24,smooth,12,0.05,asap,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,delivery_aware_v1,12,0.05,asap,74,1,75,1.0135135135135136,74,1,13
constructed_high,high_compressibility,2,24,delivery_aware_v2,12,0.05,asap,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,static,12,0.05,best,74,8,77,1.0405405405405406,74,3,34
constructed_high,high_compressibility,2,24,capacity_aware,12,0.05,best,74,,,,,,
constructed_high,high_compressibility,2,24,smooth,12,0.05,best,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,delivery_aware_v1,12,0.05,best,74,1,75,1.0135135135135136,74,1,13
constructed_high,high_compressibility,2,24,delivery_aware_v2,12,0.05,best,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,static,12,0.1,asap,74,5,80,1.0810810810810811,74,6,40
constructed_high,high_compressibility,2,24,capacity_aware,12,0.1,asap,74,7,81,1.0945945945945945,81,0,0
constructed_high,high_compressibility,2,24,smooth,12,0.1,asap,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,delivery_aware_v1,12,0.1,asap,74,1,75,1.0135135135135136,74,1,13
constructed_high,high_compressibility,2,24,delivery_aware_v2,12,0.1,asap,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,static,12,0.1,best,74,5,80,1.0810810810810811,74,6,40
constructed_high,high_compressibility,2,24,capacity_aware,12,0.1,best,74,7,81,1.0945945945945945,81,0,0
constructed_high,high_compressibility,2,24,smooth,12,0.1,best,74,1,74,1.0,74,0,0
constructed_high,high_compressibility,2,24,delivery_aware_v1,12,0.1,best,74,1,75,1.0135135135135136,74,1,13
constructed_high,high_compressibility,2,24,delivery_aware_v2,12,0.1,best,74,1,74,1.0,74,0,0
constructed_medium,medium_compressibility,2,24,static,0,0.05,asap,73,2,75,1.0273972602739727,73,2,3
constructed_medium,medium_compressibility,2,24,capacity_aware,0,0.05,asap,73,5,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,2,24,smooth,0,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,0,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,0,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,0,0.05,best,73,2,75,1.0273972602739727,73,2,3
constructed_medium,medium_compressibility,2,24,capacity_aware,0,0.05,best,73,5,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,2,24,smooth,0,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,0,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,0,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,0,0.1,asap,73,2,75,1.0273972602739727,73,2,3
constructed_medium,medium_compressibility,2,24,capacity_aware,0,0.1,asap,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,2,24,smooth,0,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,0,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,0,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,0,0.1,best,73,2,75,1.0273972602739727,73,2,3
constructed_medium,medium_compressibility,2,24,capacity_aware,0,0.1,best,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,2,24,smooth,0,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,0,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,0,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,4,0.05,asap,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,4,0.05,asap,73,5,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,2,24,smooth,4,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,4,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,4,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,4,0.05,best,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,4,0.05,best,73,5,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,2,24,smooth,4,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,4,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,4,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,4,0.1,asap,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,4,0.1,asap,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,2,24,smooth,4,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,4,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,4,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,4,0.1,best,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,4,0.1,best,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,2,24,smooth,4,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,4,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,4,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,8,0.05,asap,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,8,0.05,asap,73,5,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,2,24,smooth,8,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,8,0.05,asap,73,2,73,1.0,73,0,1
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,8,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,8,0.05,best,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,8,0.05,best,73,5,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,2,24,smooth,8,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,8,0.05,best,73,2,73,1.0,73,0,1
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,8,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,8,0.1,asap,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,8,0.1,asap,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,2,24,smooth,8,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,8,0.1,asap,73,2,73,1.0,73,0,1
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,8,0.1,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,8,0.1,best,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,8,0.1,best,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,2,24,smooth,8,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,8,0.1,best,73,2,73,1.0,73,0,1
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,8,0.1,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,12,0.05,asap,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,12,0.05,asap,73,5,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,2,24,smooth,12,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,12,0.05,asap,73,2,73,1.0,73,0,1
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,12,0.05,asap,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,12,0.05,best,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,12,0.05,best,73,5,75,1.0273972602739727,75,0,0
constructed_medium,medium_compressibility,2,24,smooth,12,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,12,0.05,best,73,2,73,1.0,73,0,1
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,12,0.05,best,73,2,73,1.0,73,0,0
constructed_medium,medium_compressibility,2,24,static,12,0.1,asap,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,12,0.1,asap,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,2,24,smooth,12,0.1,asap,73,1,80,1.095890410958904,73,7,19
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,12,0.1,asap,73,1,80,1.095890410958904,73,7,19
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,12,0.1,asap,73,1,80,1.095890410958904,73,7,19
constructed_medium,medium_compressibility,2,24,static,12,0.1,best,73,2,73,1.0,73,0,3
constructed_medium,medium_compressibility,2,24,capacity_aware,12,0.1,best,73,3,78,1.0684931506849316,78,0,0
constructed_medium,medium_compressibility,2,24,smooth,12,0.1,best,73,1,80,1.095890410958904,73,7,19
constructed_medium,medium_compressibility,2,24,delivery_aware_v1,12,0.1,best,73,1,80,1.095890410958904,73,7,19
constructed_medium,medium_compressibility,2,24,delivery_aware_v2,12,0.1,best,73,1,80,1.095890410958904,73,7,19
constructed_low,low_compressibility,2,24,static,0,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,0,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,0,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,0,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,0,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,0,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,0,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,0,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,0,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,0,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,0,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,0,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,0,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,0,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,0,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,0,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,0,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,0,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,0,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,0,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,4,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,4,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,4,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,4,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,4,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,4,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,4,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,4,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,4,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,4,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,4,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,4,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,4,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,4,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,4,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,4,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,4,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,4,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,4,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,4,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,8,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,8,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,8,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,8,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,8,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,8,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,8,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,8,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,8,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,8,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,8,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,8,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,8,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,8,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,8,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,8,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,8,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,8,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,8,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,8,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,12,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,12,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,12,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,12,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,12,0.05,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,12,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,12,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,12,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,12,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,12,0.05,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,12,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,12,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,12,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,12,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,12,0.1,asap,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,static,12,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,capacity_aware,12,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,smooth,12,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v1,12,0.1,best,110,1,110,1.0,110,0,0
constructed_low,low_compressibility,2,24,delivery_aware_v2,12,0.1,best,110,1,110,1.0,110,0,0
constructed_high,high_compressibility,3,24,static,0,0.05,asap,77,,,,,,
constructed_high,high_compressibility,3,24,capacity_aware,0,0.05,asap,77,,,,,,
constructed_high,high_compressibility,3,24,smooth,0,0.05,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,0,0.05,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v2,0,0.05,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,0,0.05,best,77,,,,,,
constructed_high,high_compressibility,3,24,capacity_aware,0,0.05,best,77,,,,,,
constructed_high,high_compressibility,3,24,smooth,0,0.05,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,0,0.05,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v2,0,0.05,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,0,0.1,asap,77,7,84,1.0909090909090908,77,7,44
constructed_high,high_compressibility,3,24,capacity_aware,0,0.1,asap,77,8,84,1.0909090909090908,84,0,0
constructed_high,high_compressibility,3,24,smooth,0,0.1,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,0,0.1,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v2,0,0.1,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,0,0.1,best,77,7,84,1.0909090909090908,77,7,44
constructed_high,high_compressibility,3,24,capacity_aware,0,0.1,best,77,8,84,1.0909090909090908,84,0,0
constructed_high,high_compressibility,3,24,smooth,0,0.1,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,0,0.1,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v2,0,0.1,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,4,0.05,asap,77,,,,,,
constructed_high,high_compressibility,3,24,capacity_aware,4,0.05,asap,77,,,,,,
constructed_high,high_compressibility,3,24,smooth,4,0.05,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,4,0.05,asap,77,1,78,1.0129870129870129,77,1,5
constructed_high,high_compressibility,3,24,delivery_aware_v2,4,0.05,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,4,0.05,best,77,,,,,,
constructed_high,high_compressibility,3,24,capacity_aware,4,0.05,best,77,,,,,,
constructed_high,high_compressibility,3,24,smooth,4,0.05,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,4,0.05,best,77,1,78,1.0129870129870129,77,1,5
constructed_high,high_compressibility,3,24,delivery_aware_v2,4,0.05,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,4,0.1,asap,77,6,84,1.0909090909090908,77,7,46
constructed_high,high_compressibility,3,24,capacity_aware,4,0.1,asap,77,8,84,1.0909090909090908,84,0,0
constructed_high,high_compressibility,3,24,smooth,4,0.1,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,4,0.1,asap,77,1,78,1.0129870129870129,77,1,5
constructed_high,high_compressibility,3,24,delivery_aware_v2,4,0.1,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,4,0.1,best,77,6,84,1.0909090909090908,77,7,46
constructed_high,high_compressibility,3,24,capacity_aware,4,0.1,best,77,8,84,1.0909090909090908,84,0,0
constructed_high,high_compressibility,3,24,smooth,4,0.1,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,4,0.1,best,77,1,78,1.0129870129870129,77,1,5
constructed_high,high_compressibility,3,24,delivery_aware_v2,4,0.1,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,8,0.05,asap,77,10,80,1.0389610389610389,77,3,38
constructed_high,high_compressibility,3,24,capacity_aware,8,0.05,asap,77,,,,,,
constructed_high,high_compressibility,3,24,smooth,8,0.05,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,8,0.05,asap,77,1,78,1.0129870129870129,77,1,9
constructed_high,high_compressibility,3,24,delivery_aware_v2,8,0.05,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,8,0.05,best,77,10,80,1.0389610389610389,77,3,38
constructed_high,high_compressibility,3,24,capacity_aware,8,0.05,best,77,,,,,,
constructed_high,high_compressibility,3,24,smooth,8,0.05,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,8,0.05,best,77,1,78,1.0129870129870129,77,1,9
constructed_high,high_compressibility,3,24,delivery_aware_v2,8,0.05,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,8,0.1,asap,77,6,84,1.0909090909090908,77,7,46
constructed_high,high_compressibility,3,24,capacity_aware,8,0.1,asap,77,8,84,1.0909090909090908,84,0,0
constructed_high,high_compressibility,3,24,smooth,8,0.1,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,8,0.1,asap,77,1,78,1.0129870129870129,77,1,9
constructed_high,high_compressibility,3,24,delivery_aware_v2,8,0.1,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,8,0.1,best,77,6,84,1.0909090909090908,77,7,46
constructed_high,high_compressibility,3,24,capacity_aware,8,0.1,best,77,8,84,1.0909090909090908,84,0,0
constructed_high,high_compressibility,3,24,smooth,8,0.1,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,8,0.1,best,77,1,78,1.0129870129870129,77,1,9
constructed_high,high_compressibility,3,24,delivery_aware_v2,8,0.1,best,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,12,0.05,asap,77,10,80,1.0389610389610389,77,3,38
constructed_high,high_compressibility,3,24,capacity_aware,12,0.05,asap,77,,,,,,
constructed_high,high_compressibility,3,24,smooth,12,0.05,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,delivery_aware_v1,12,0.05,asap,77,1,78,1.0129870129870129,77,1,13
constructed_high,high_compressibility,3,24,delivery_aware_v2,12,0.05,asap,77,1,77,1.0,77,0,0
constructed_high,high_compressibility,3,24,static,12,0.05,best,77,10,80,1.0389610389610389,77,3,38
constructed_high,high_compressibility,3,24,capacity_aware,12,0.05,best,77,,,,,,
