trial,match_rate,mean_regret,median_regret,p95_regret,nontrivial_match_rate,nontrivial_mean_regret,nontrivial_median_regret,nontrivial_p95_regret,excluding_ties_match_rate,excluding_ties_mean_regret,excluding_ties_median_regret,excluding_ties_p95_regret,num_cases,num_nontrivial_cases,num_unique_best_cases
325,0.8392857142857143,0.8646179301318964,0.0,3.164878048780488,0.522633744855967,2.589098715026359,0.0,9.859480519480519,0.04054054054054054,11.00715213772315,2.2320543293718167,50.28780487804878,1456,486,74
326,0.8502747252747253,1.2329322384950927,0.0,3.250779220779221,0.5576131687242798,3.6919719705975176,0.0,12.667894736842104,0.06756756756756757,17.961707710194656,2.268292682926829,107.39463414634147,1456,486,74
327,0.8578296703296703,1.0763531561079458,0.0,2.97125,0.5802469135802469,3.2228790817998103,0.0,11.878947368421054,0.0945945945945946,15.29869263873529,2.0422713414634144,83.2,1456,486,74
328,0.8592032967032966,0.7463121820610132,0.0,2.511578947368421,0.5802469135802469,2.2352222985202372,0.0,8.65,0.05405405405405406,9.764855761861822,1.6816383701188458,47.70258064516129,1456,486,74
329,0.8434065934065934,0.7196731242606257,0.0,3.1031578947368423,0.5349794238683128,2.1548607780951445,0.0,7.328095238095237,0.013513513513513514,8.349208487459606,2.2320543293718167,42.693548387096776,1456,486,74
330,0.8564560439560439,0.6875701120461358,0.0,2.268292682926829,0.5740740740740741,2.0587728839520825,0.0,7.419677419354839,0.06756756756756757,8.217281442843346,1.13,47.70258064516129,1456,486,74
331,0.8502747252747253,0.8089316927802742,0.0,2.9796774193548385,0.5555555555555556,2.422358195781106,0.0,9.859480519480519,0.05405405405405406,9.639227375170066,1.6346774193548388,46.450322580645164,1456,486,74
332,0.8619505494505495,0.9634180836966741,0.0,2.7128571428571426,0.5925925925925926,2.884538617950404,0.0,11.915263157894737,0.02702702702702703,13.666235067230554,2.268292682926829,78.31341463414635,1456,486,74
333,0.8447802197802198,0.7941812340012772,0.0,2.5774193548387094,0.5370370370370371,2.3786324623577357,0.0,7.422439024390243,0.013513513513513514,10.446604982144317,1.5960776942355892,65.95585365853658,1456,486,74
334,0.8440934065934066,0.9291624397846756,0.0,2.7115789473684213,0.5349794238683128,2.7831096328338614,0.0,11.878947368421054,0.0,12.163411087666828,1.761935483870968,78.31341463414635,1456,486,74
335,0.8509615384615384,0.8236876497816755,0.0,3.168780487804878,0.5555555555555556,2.4670302841195877,0.0,11.894594594594595,0.06756756756756757,9.227170268417888,1.4838709677419355,46.450322580645164,1456,486,74
336,0.8468406593406593,0.9603366134087596,0.0,3.085844155844156,0.5432098765432098,2.8764148335867366,0.0,11.348441558441559,0.04054054054054054,12.454260559952825,2.3785365853658536,75.1290243902439,1456,486,74
337,0.8612637362637363,0.8522389687814589,0.0,3.2424999999999997,0.588477366255144,2.552101804541857,0.0,9.255806451612903,0.08108108108108109,11.555924589015945,1.3669354838709677,65.95585365853658,1456,486,74
338,0.8571428571428571,0.9854791140433667,0.0,2.50987012987013,0.5761316872427984,2.9511848956335616,0.0,11.894594594594595,0.08108108108108109,13.477147321176579,1.3669354838709677,78.31341463414635,1456,486,74
