workload,source,family,role,machine,model,tiles,ccz_share,regime,decision_sites,stages,max_stage_width,wide_stage_fraction,consuming_families,mix_drift,alternation_rate,t_rate,ccz_rate,factory_tiles,makespan_fixed_t,makespan_fixed_ccz,makespan_uniform_oracle,makespan_uniform_min_teq,makespan_min_weighted_count,makespan_two_term_descent,makespan_local_sim_greedy,makespan_share_aware_greedy,makespan_proportional_split,makespan_sim_descent,makespan_best_simple,best_simple_policy,makespan_best_non_stateful,best_non_stateful_policy,residual_headroom_vs_existing_search,makespan_stagedp,seconds_stagedp,makespan_oracle,oracle_status,oracle_seconds,oracle_simulations,lower_bound,headroom_vs_best_non_stateful,residual_headroom_vs_stagedp,max_possible_headroom_vs_stagedp,oracle_heterogeneity,stagedp_heterogeneity,oracle_t_stalls,oracle_ccz_stalls,oracle_t_waste,oracle_ccz_waste,stagedp_t_stalls,stagedp_ccz_stalls,stagedp_t_waste,stagedp_ccz_waste,oracle_space_time,stagedp_space_time,policy_seconds_total,model,tiles,regime
qt_modadd8,qualtran,serial_adder,control,C_400_0.25,C,400,0.25,standard,31,31,1,0.0,1,0.0,0.0,1.8182,0.1667,412,415,349,349,349,415,349,349,349,415,349,349,uniform_min_teq,349,fixed_ccz,0.0,349,0.361,349,bounded,22.651,2714,343.0,0.0,0.0,0.0172,0.0,0.0,0,5,0,0,0,5,0,0,143788,143788,2.648,C,400,standard
qt_modadd8,qualtran,serial_adder,control,C_400_0.5,C,400,0.5,standard,31,31,1,0.0,1,0.0,0.0,1.2727,0.3333,394,414,350,350,350,350,350,350,350,414,350,350,uniform_min_teq,350,fixed_ccz,0.0,350,0.359,350,bounded,22.258,3053,343.0,0.0,0.0,0.02,0.0,0.0,0,6,0,0,0,6,0,0,137900,137900,2.315,C,400,standard
qt_modadd8,qualtran,serial_adder,control,C_400_0.5_scarce,C,400,0.5,scarce,31,31,1,0.0,1,0.0,0.0,0.7426,0.1702,378,415,349,349,349,415,349,349,349,415,349,349,uniform_min_teq,349,fixed_ccz,0.0,349,0.347,349,bounded,21.699,3516,343.0,0.0,0.0,0.0172,0.0,0.0,0,5,0,0,0,5,0,0,131922,131922,1.656,C,400,scarce
qt_modadd8,qualtran,serial_adder,control,C_400_0.75,C,400,0.75,standard,31,31,1,0.0,1,0.0,0.0,0.7273,0.5,376,415,351,351,351,351,351,351,351,351,351,351,uniform_min_teq,351,fixed_ccz,0.0,351,0.301,351,bounded,21.909,3343,343.0,0.0,0.0,0.0228,0.0,0.0,0,7,0,0,0,7,0,0,131976,131976,1.776,C,400,standard
qt_modadd8,qualtran,serial_adder,control,C_800_0.5,C,800,0.5,standard,31,31,1,0.0,1,0.0,0.0,2.5455,0.6667,788,414,349,349,349,349,349,349,349,414,349,349,uniform_min_teq,349,fixed_ccz,0.0,349,0.143,349,bounded,23.741,2307,343.0,0.0,0.0,0.0172,0.0,0.0,0,5,0,0,0,5,0,0,275012,275012,3.73,C,800,standard
qt_multiand10,qualtran,and_ladder,control,A_3200_0.5_abundant,A,3200,0.5,abundant,9,9,1,0.0,1,0.0,0.0,13.1818,3.6667,3179,72,49,49,49,49,49,49,49,72,49,49,uniform_min_teq,49,fixed_ccz,0.0,49,0.109,49,bounded,20.616,9845,45.0,0.0,0.0,0.0816,0.0,0.0,0,3,483,121,0,3,483,121,155771,155771,0.58,A,3200,abundant
qt_multiand10,qualtran,and_ladder,control,A_400_0.25,A,400,0.25,standard,9,9,1,0.0,1,0.0,0.0,2.4545,0.1667,369,72,57,56,57,72,56,57,57,72,50,56,two_term_descent,56,uniform_oracle,0.0,51,0.104,50,bounded,20.282,27258,45.0,0.1071,0.0196,0.1176,0.2222,0.1111,0,4,53,0,0,3,65,0,18450,18819,0.276,A,400,standard
qt_multiand10,qualtran,and_ladder,control,A_400_0.5,A,400,0.5,standard,9,9,1,0.0,1,0.0,0.0,1.6364,0.5,414,72,49,49,49,49,49,49,49,72,49,49,uniform_min_teq,49,fixed_ccz,0.0,49,0.132,49,bounded,20.228,31642,45.0,0.0,0.0,0.0816,0.0,0.0,0,3,32,0,0,3,32,0,20286,20286,0.232,A,400,standard
qt_multiand10,qualtran,and_ladder,control,A_400_0.75,A,400,0.75,standard,9,9,1,0.0,1,0.0,0.0,0.8182,0.6667,387,73,49,49,49,49,49,49,49,49,49,49,uniform_min_teq,49,fixed_ccz,0.0,49,0.128,49,bounded,20.209,35699,45.0,0.0,0.0,0.0816,0.0,0.0,0,3,0,0,0,3,0,0,18963,18963,0.199,A,400,standard
qt_multiand10,qualtran,and_ladder,control,A_800_0.5,A,800,0.5,standard,9,9,1,0.0,1,0.0,0.0,3.2727,1.0,828,72,49,49,49,49,49,49,49,72,49,49,uniform_min_teq,49,fixed_ccz,0.0,49,0.128,49,bounded,20.282,24154,45.0,0.0,0.0,0.0816,0.0,0.0,0,3,96,3,0,3,96,3,40572,40572,0.266,A,800,standard
qt_multiand10,qualtran,and_ladder,control,B_400_0.25,B,400,0.25,standard,9,9,1,0.0,1,0.0,0.0,1.8182,0.1667,408,75,60,59,60,75,59,60,60,75,53,59,two_term_descent,59,uniform_oracle,0.0,53,0.134,53,bounded,21.116,5963,45.0,0.1017,0.0,0.1509,0.2222,0.2222,0,7,0,0,0,7,0,0,21624,21624,1.137,B,400,standard
qt_multiand10,qualtran,and_ladder,control,B_400_0.5,B,400,0.5,standard,9,9,1,0.0,1,0.0,0.0,1.2727,0.3333,386,76,52,52,52,52,52,52,52,76,52,52,uniform_min_teq,52,fixed_ccz,0.0,52,0.152,52,bounded,20.805,7640,45.0,0.0,0.0,0.1346,0.0,0.0,0,6,0,0,0,6,0,0,20072,20072,0.794,B,400,standard
qt_multiand10,qualtran,and_ladder,control,B_400_0.5_scarce,B,400,0.5,scarce,9,9,1,0.0,1,0.0,0.0,0.7426,0.1702,370,78,51,51,51,78,78,51,51,78,51,51,uniform_min_teq,51,fixed_ccz,0.0,51,0.123,51,bounded,20.543,11509,45.0,0.0,0.0,0.1176,0.0,0.0,0,5,0,0,0,5,0,0,18870,18870,0.548,B,400,scarce
qt_multiand10,qualtran,and_ladder,control,B_400_0.75,B,400,0.75,standard,9,9,1,0.0,1,0.0,0.0,0.7273,0.6667,442,77,52,52,52,52,52,52,52,52,52,52,uniform_min_teq,52,fixed_ccz,0.0,52,0.152,52,bounded,20.639,9382,45.0,0.0,0.0,0.1346,0.0,0.0,0,6,0,0,0,6,0,0,22984,22984,0.646,B,400,standard
qt_multiand10,qualtran,and_ladder,control,B_800_0.5,B,800,0.5,standard,9,9,1,0.0,1,0.0,0.0,2.5455,0.6667,772,74,51,51,51,51,51,51,51,74,51,51,uniform_min_teq,51,fixed_ccz,0.0,51,0.199,51,bounded,21.364,4238,45.0,0.0,0.0,0.1176,0.0,0.0,0,5,0,0,0,5,0,0,39372,39372,1.343,B,800,standard
qt_multiand10,qualtran,and_ladder,control,C_400_0.25,C,400,0.25,standard,9,9,1,0.0,1,0.0,0.0,1.8182,0.1667,412,73,60,58,60,73,58,60,60,73,53,58,two_term_descent,58,uniform_oracle,0.0,57,0.162,53,bounded,21.051,5921,45.0,0.0862,0.0702,0.2105,0.2222,0.2222,0,7,0,0,9,0,0,0,21836,23484,1.099,C,400,standard
qt_multiand10,qualtran,and_ladder,control,C_400_0.5,C,400,0.5,standard,9,9,1,0.0,1,0.0,0.0,1.2727,0.3333,394,72,52,52,52,52,52,52,52,72,52,52,uniform_min_teq,52,fixed_ccz,0.0,52,0.163,52,bounded,20.785,7612,45.0,0.0,0.0,0.1346,0.0,0.0,0,6,0,0,0,6,0,0,20488,20488,0.806,C,400,standard
qt_multiand10,qualtran,and_ladder,control,C_400_0.5_scarce,C,400,0.5,scarce,9,9,1,0.0,1,0.0,0.0,0.7426,0.1702,378,73,51,51,51,73,63,51,51,73,51,51,uniform_min_teq,51,fixed_ccz,0.0,51,0.116,51,bounded,20.642,11478,45.0,0.0,0.0,0.1176,0.0,0.0,0,5,0,0,0,5,0,0,19278,19278,0.633,C,400,scarce
qt_multiand10,qualtran,and_ladder,control,C_400_0.75,C,400,0.75,standard,9,9,1,0.0,1,0.0,0.0,0.7273,0.5,376,73,53,53,53,53,53,53,53,53,53,53,uniform_min_teq,53,fixed_ccz,0.0,53,0.154,53,bounded,20.675,9947,45.0,0.0,0.0,0.1509,0.0,0.0,0,7,0,0,0,7,0,0,19928,19928,0.678,C,400,standard
qt_multiand10,qualtran,and_ladder,control,C_800_0.5,C,800,0.5,standard,9,9,1,0.0,1,0.0,0.0,2.5455,0.6667,788,72,51,51,51,51,51,51,51,72,51,51,uniform_min_teq,51,fixed_ccz,0.0,51,0.213,51,bounded,21.423,4204,45.0,0.0,0.0,0.1176,0.0,0.0,0,5,0,0,0,5,0,0,40188,40188,1.367,C,800,standard
qt_qrom16x5,qualtran,lookup,control,A_3200_0.5_abundant,A,3200,0.5,abundant,14,14,1,0.0,1,0.0,0.0,13.1818,3.6667,3179,168,135,135,135,135,135,135,135,168,135,135,uniform_min_teq,135,fixed_ccz,0.0,135,0.176,135,bounded,20.519,7178,132.0,0.0,0.0,0.0222,0.0,0.0,0,2,1616,431,0,2,1616,431,429165,429165,0.518,A,3200,abundant
qt_qrom16x5,qualtran,lookup,control,A_400_0.25,A,400,0.25,standard,14,14,1,0.0,1,0.0,0.0,2.4545,0.1667,369,168,137,137,137,168,137,137,137,168,137,137,uniform_min_teq,137,fixed_ccz,0.0,137,0.047,137,proven,25.263,16384,132.0,0.0,0.0,0.0365,0.0,0.0,0,4,280,0,0,4,280,0,50553,50553,0.186,A,400,standard
qt_qrom16x5,qualtran,lookup,control,A_400_0.5,A,400,0.5,standard,14,14,1,0.0,1,0.0,0.0,1.6364,0.5,414,168,135,135,135,135,135,135,135,168,135,135,uniform_min_teq,135,fixed_ccz,0.0,135,0.097,135,proven,25.319,16384,132.0,0.0,0.0,0.0222,0.0,0.0,0,2,173,19,0,2,173,19,55890,55890,0.176,A,400,standard
qt_qrom16x5,qualtran,lookup,control,A_400_0.75,A,400,0.75,standard,14,14,1,0.0,1,0.0,0.0,0.8182,0.6667,387,169,135,135,135,135,135,135,135,135,135,135,uniform_min_teq,135,fixed_ccz,0.0,135,0.094,135,proven,23.93,16384,132.0,0.0,0.0,0.0222,0.0,0.0,0,2,71,41,0,2,71,41,52245,52245,0.159,A,400,standard
qt_qrom16x5,qualtran,lookup,control,A_800_0.5,A,800,0.5,standard,14,14,1,0.0,1,0.0,0.0,3.2727,1.0,828,168,135,135,135,135,135,135,135,168,135,135,uniform_min_teq,135,fixed_ccz,0.0,135,0.101,135,proven,28.722,16384,132.0,0.0,0.0,0.0222,0.0,0.0,0,2,378,84,0,2,378,84,111780,111780,0.223,A,800,standard
qt_qrom16x5,qualtran,lookup,control,B_400_0.25,B,400,0.25,standard,14,14,1,0.0,1,0.0,0.0,1.8182,0.1667,408,171,140,140,140,171,140,140,140,171,140,140,uniform_min_teq,140,fixed_ccz,0.0,140,0.141,140,bounded,20.798,4807,132.0,0.0,0.0,0.0571,0.0,0.0,0,7,0,0,0,7,0,0,57120,57120,0.787,B,400,standard
qt_qrom16x5,qualtran,lookup,control,B_400_0.5,B,400,0.5,standard,14,14,1,0.0,1,0.0,0.0,1.2727,0.3333,386,172,138,138,138,138,138,138,138,172,138,138,uniform_min_teq,138,fixed_ccz,0.0,138,0.119,138,bounded,20.624,5617,132.0,0.0,0.0,0.0435,0.0,0.0,0,5,0,0,0,5,0,0,53268,53268,0.622,B,400,standard
qt_qrom16x5,qualtran,lookup,control,B_400_0.5_scarce,B,400,0.5,scarce,14,14,1,0.0,1,0.0,0.0,0.7426,0.1702,370,174,137,137,137,174,137,137,137,174,137,137,uniform_min_teq,137,fixed_ccz,0.0,137,0.123,137,bounded,20.431,7469,132.0,0.0,0.0,0.0365,0.0,0.0,0,4,0,0,0,4,0,0,50690,50690,0.435,B,400,scarce
qt_qrom16x5,qualtran,lookup,control,B_400_0.75,B,400,0.75,standard,14,14,1,0.0,1,0.0,0.0,0.7273,0.6667,442,173,138,138,138,138,138,138,138,138,138,138,uniform_min_teq,138,fixed_ccz,0.0,138,0.113,138,bounded,20.514,6514,132.0,0.0,0.0,0.0435,0.0,0.0,0,5,0,0,0,5,0,0,60996,60996,0.503,B,400,standard
qt_qrom16x5,qualtran,lookup,control,B_800_0.5,B,800,0.5,standard,14,14,1,0.0,1,0.0,0.0,2.5455,0.6667,772,170,137,137,137,137,137,137,137,170,137,137,uniform_min_teq,137,fixed_ccz,0.0,137,0.143,137,bounded,21.099,3562,132.0,0.0,0.0,0.0365,0.0,0.0,0,4,0,0,0,4,0,0,105764,105764,1.149,B,800,standard
qt_qrom16x5,qualtran,lookup,control,C_400_0.25,C,400,0.25,standard,14,14,1,0.0,1,0.0,0.0,1.8182,0.1667,412,169,140,140,140,169,140,140,140,169,140,140,uniform_min_teq,140,fixed_ccz,0.0,140,0.127,140,bounded,20.819,4623,132.0,0.0,0.0,0.0571,0.0,0.0,0,7,0,0,0,7,0,0,57680,57680,0.806,C,400,standard
qt_qrom16x5,qualtran,lookup,control,C_400_0.5,C,400,0.5,standard,14,14,1,0.0,1,0.0,0.0,1.2727,0.3333,394,168,138,138,138,138,138,138,138,168,138,138,uniform_min_teq,138,fixed_ccz,0.0,138,0.127,138,bounded,20.658,5509,132.0,0.0,0.0,0.0435,0.0,0.0,0,5,0,0,0,5,0,0,54372,54372,0.66,C,400,standard
qt_qrom16x5,qualtran,lookup,control,C_400_0.5_scarce,C,400,0.5,scarce,14,14,1,0.0,1,0.0,0.0,0.7426,0.1702,378,169,137,137,137,169,137,137,137,169,137,137,uniform_min_teq,137,fixed_ccz,0.0,137,0.122,137,bounded,20.441,7324,132.0,0.0,0.0,0.0365,0.0,0.0,0,4,0,0,0,4,0,0,51786,51786,0.442,C,400,scarce
qt_qrom16x5,qualtran,lookup,control,C_400_0.75,C,400,0.75,standard,14,14,1,0.0,1,0.0,0.0,0.7273,0.5,376,169,139,139,139,139,139,139,139,139,139,139,uniform_min_teq,139,fixed_ccz,0.0,139,0.125,139,bounded,20.493,6675,132.0,0.0,0.0,0.0504,0.0,0.0,0,6,0,0,0,6,0,0,52264,52264,0.483,C,400,standard
qt_qrom16x5,qualtran,lookup,control,C_800_0.5,C,800,0.5,standard,14,14,1,0.0,1,0.0,0.0,2.5455,0.6667,788,168,137,137,137,137,137,137,137,168,137,137,uniform_min_teq,137,fixed_ccz,0.0,137,0.138,137,bounded,21.118,3529,132.0,0.0,0.0,0.0365,0.0,0.0,0,4,0,0,0,4,0,0,107956,107956,1.132,C,800,standard
qb_multiplier_n15,qasmbench,multiplier,target,A_3200_0.5_abundant,A,3200,0.5,abundant,18,10,3,0.5,1,0.0,0.0,13.1818,3.6667,3179,116,91,91,91,91,91,91,91,116,91,91,uniform_min_teq,91,fixed_ccz,0.0,91,0.212,91,bounded,20.529,7251,88.0,0.0,0.0,0.033,0.0,0.0,0,2,1036,266,0,2,1036,266,289289,289289,0.534,A,3200,abundant
qb_multiplier_n15,qasmbench,multiplier,target,A_400_0.25,A,400,0.25,standard,18,10,3,0.5,1,0.0,0.0,2.4545,0.1667,369,116,122,116,122,116,104,122,122,116,95,104,two_term_descent,104,two_term_descent,0.0,101,0.165,95,bounded,20.274,12493,88.0,0.0865,0.0594,0.1287,0.3889,0.2778,0,3,149,0,1,7,172,0,35055,37269,0.266,A,400,standard
qb_multiplier_n15,qasmbench,multiplier,target,A_400_0.5,A,400,0.5,standard,18,10,3,0.5,1,0.0,0.0,1.6364,0.5,414,116,91,91,91,91,91,91,91,116,91,91,uniform_min_teq,91,fixed_ccz,0.0,91,0.192,91,bounded,20.245,15259,88.0,0.0,0.0,0.033,0.0,0.0,0,2,101,0,0,2,101,0,37674,37674,0.244,A,400,standard
qb_multiplier_n15,qasmbench,multiplier,target,A_400_0.75,A,400,0.75,standard,18,10,3,0.5,1,0.0,0.0,0.8182,0.6667,387,125,91,91,91,91,91,91,91,91,91,91,uniform_min_teq,91,fixed_ccz,0.0,91,0.173,91,bounded,20.217,15961,88.0,0.0,0.0,0.033,0.0,0.0,0,2,35,8,0,2,35,8,35217,35217,0.219,A,400,standard
qb_multiplier_n15,qasmbench,multiplier,target,A_800_0.5,A,800,0.5,standard,18,10,3,0.5,1,0.0,0.0,3.2727,1.0,828,116,91,91,91,91,91,91,91,116,91,91,uniform_min_teq,91,fixed_ccz,0.0,91,0.181,91,bounded,20.284,13325,88.0,0.0,0.0,0.033,0.0,0.0,0,2,234,36,0,2,234,36,75348,75348,0.291,A,800,standard
qb_multiplier_n15,qasmbench,multiplier,target,B_400_0.25,B,400,0.25,standard,18,10,3,0.5,1,0.0,0.0,1.8182,0.1667,408,119,125,119,125,119,103,125,125,119,98,103,two_term_descent,103,two_term_descent,0.0,105,0.11,98,bounded,20.872,4565,88.0,0.0485,0.0667,0.1619,0.3889,0.3333,1,6,0,0,2,4,0,0,39984,42840,0.845,B,400,standard
qb_multiplier_n15,qasmbench,multiplier,target,B_400_0.5,B,400,0.5,standard,18,10,3,0.5,1,0.0,0.0,1.2727,0.3333,386,120,96,96,96,96,96,96,96,120,95,96,uniform_min_teq,96,fixed_ccz,0.0,96,0.227,95,bounded,20.766,5741,88.0,0.0104,0.0104,0.0833,0.0556,0.0,0,6,0,0,0,9,0,0,36670,37056,0.74,B,400,standard
qb_multiplier_n15,qasmbench,multiplier,target,B_400_0.5_scarce,B,400,0.5,scarce,18,10,3,0.5,1,0.0,0.0,0.7426,0.1702,370,139,95,95,95,139,111,95,95,139,94,95,uniform_min_teq,95,fixed_ccz,0.0,95,0.208,94,bounded,20.508,7694,88.0,0.0105,0.0105,0.0737,0.0556,0.0,0,5,0,0,0,9,0,0,34780,35150,0.513,B,400,scarce
qb_multiplier_n15,qasmbench,multiplier,target,B_400_0.75,B,400,0.75,standard,18,10,3,0.5,1,0.0,0.0,0.7273,0.6667,442,132,94,94,94,94,94,94,94,94,94,94,uniform_min_teq,94,fixed_ccz,0.0,94,0.221,94,bounded,20.574,6777,88.0,0.0,0.0,0.0638,0.0,0.0,0,5,0,0,0,5,0,0,41548,41548,0.586,B,400,standard
qb_multiplier_n15,qasmbench,multiplier,target,B_800_0.5,B,800,0.5,standard,18,10,3,0.5,1,0.0,0.0,2.5455,0.6667,772,118,93,93,93,93,93,93,93,118,93,93,uniform_min_teq,93,fixed_ccz,0.0,93,0.246,93,bounded,21.098,3651,88.0,0.0,0.0,0.0538,0.0,0.0,0,4,0,0,0,4,0,0,71796,71796,1.14,B,800,standard
qb_multiplier_n15,qasmbench,multiplier,target,C_400_0.25,C,400,0.25,standard,18,10,3,0.5,1,0.0,0.0,1.8182,0.1667,412,117,125,117,125,117,107,125,125,117,98,107,two_term_descent,107,two_term_descent,0.0,109,0.2,98,bounded,20.843,4600,88.0,0.0841,0.1009,0.1927,0.3889,0.2778,1,6,0,0,8,0,0,0,40376,44908,0.842,C,400,standard
qb_multiplier_n15,qasmbench,multiplier,target,C_400_0.5,C,400,0.5,standard,18,10,3,0.5,1,0.0,0.0,1.2727,0.3333,394,116,96,96,96,96,96,96,96,116,95,96,uniform_min_teq,96,fixed_ccz,0.0,96,0.235,95,bounded,20.741,5703,88.0,0.0104,0.0104,0.0833,0.0556,0.0,0,6,0,0,0,10,0,0,37430,37824,0.748,C,400,standard
qb_multiplier_n15,qasmbench,multiplier,target,C_400_0.5_scarce,C,400,0.5,scarce,18,10,3,0.5,1,0.0,0.0,0.7426,0.1702,378,122,95,95,95,122,105,95,95,122,94,95,uniform_min_teq,95,fixed_ccz,0.0,95,0.212,94,bounded,20.519,7579,88.0,0.0105,0.0105,0.0737,0.0556,0.0,0,5,0,0,0,10,0,0,35532,35910,0.52,C,400,scarce
qb_multiplier_n15,qasmbench,multiplier,target,C_400_0.75,C,400,0.75,standard,18,10,3,0.5,1,0.0,0.0,0.7273,0.5,376,121,95,95,95,95,95,95,95,95,95,95,uniform_min_teq,95,fixed_ccz,0.0,95,0.21,95,bounded,20.526,7160,88.0,0.0,0.0,0.0737,0.0,0.0,0,6,0,0,0,6,0,0,35720,35720,0.537,C,400,standard
qb_multiplier_n15,qasmbench,multiplier,target,C_800_0.5,C,800,0.5,standard,18,10,3,0.5,1,0.0,0.0,2.5455,0.6667,788,116,93,93,93,93,93,93,93,116,93,93,uniform_min_teq,93,fixed_ccz,0.0,93,0.222,93,bounded,21.078,3661,88.0,0.0,0.0,0.0538,0.0,0.0,0,4,0,0,0,4,0,0,73284,73284,1.122,C,800,standard
qb_multiply_n13,qasmbench,multiplier,target,A_3200_0.5_abundant,A,3200,0.5,abundant,6,4,2,0.5,1,0.0,0.0,13.1818,3.6667,3179,37,24,24,24,24,24,24,24,37,24,24,uniform_min_teq,24,fixed_ccz,0.0,24,0.075,24,proven,8.703,4096,21.0,0.0,0.0,0.125,0.0,0.0,0,2,153,32,0,2,153,32,76296,76296,0.422,A,3200,abundant
qb_multiply_n13,qasmbench,multiplier,target,A_400_0.25,A,400,0.25,standard,6,4,2,0.5,1,0.0,0.0,2.4545,0.1667,369,37,39,32,39,37,32,39,39,37,26,32,two_term_descent,32,uniform_oracle,0.0,28,0.058,26,proven,2.942,4096,21.0,0.1875,0.0714,0.25,0.5,0.3333,0,3,0,0,1,2,2,0,9594,10332,0.182,A,400,standard
qb_multiply_n13,qasmbench,multiplier,target,A_400_0.5,A,400,0.5,standard,6,4,2,0.5,1,0.0,0.0,1.6364,0.5,414,37,24,24,24,24,24,24,24,37,24,24,uniform_min_teq,24,fixed_ccz,0.0,24,0.12,24,proven,2.856,4096,21.0,0.0,0.0,0.125,0.0,0.0,0,2,0,0,0,2,0,0,9936,9936,0.144,A,400,standard
qb_multiply_n13,qasmbench,multiplier,target,A_400_0.75,A,400,0.75,standard,6,4,2,0.5,1,0.0,0.0,0.8182,0.6667,387,44,24,24,24,24,24,24,24,24,24,24,uniform_min_teq,24,fixed_ccz,0.0,24,0.132,24,proven,2.635,4096,21.0,0.0,0.0,0.125,0.0,0.0,0,2,0,0,0,2,0,0,9288,9288,0.127,A,400,standard
qb_multiply_n13,qasmbench,multiplier,target,A_800_0.5,A,800,0.5,standard,6,4,2,0.5,1,0.0,0.0,3.2727,1.0,828,37,24,24,24,24,24,24,24,37,24,24,uniform_min_teq,24,fixed_ccz,0.0,24,0.097,24,proven,3.665,4096,21.0,0.0,0.0,0.125,0.0,0.0,0,2,14,0,0,2,14,0,19872,19872,0.191,A,800,standard
qb_multiply_n13,qasmbench,multiplier,target,B_400_0.25,B,400,0.25,standard,6,4,2,0.5,1,0.0,0.0,1.8182,0.1667,408,40,42,40,42,40,36,42,42,40,29,36,two_term_descent,36,two_term_descent,0.0,32,0.134,29,proven,13.579,4096,21.0,0.1944,0.0938,0.3438,0.5,0.3333,1,6,0,0,6,6,0,0,11832,13056,0.705,B,400,standard
qb_multiply_n13,qasmbench,multiplier,target,B_400_0.5,B,400,0.5,standard,6,4,2,0.5,1,0.0,0.0,1.2727,0.3333,386,41,29,29,29,29,35,29,29,41,28,29,uniform_min_teq,29,fixed_ccz,0.0,28,0.109,28,proven,10.939,4096,21.0,0.0345,0.0,0.25,0.1667,0.1667,0,6,0,0,0,6,0,0,10808,10808,0.586,B,400,standard
qb_multiply_n13,qasmbench,multiplier,target,B_400_0.5_scarce,B,400,0.5,scarce,6,4,2,0.5,1,0.0,0.0,0.7426,0.1702,370,53,28,28,28,53,44,28,28,53,28,28,uniform_min_teq,28,fixed_ccz,0.0,28,0.13,28,proven,7.7,4096,21.0,0.0,0.0,0.25,0.0,0.0,0,6,0,0,0,6,0,0,10360,10360,0.355,B,400,scarce
qb_multiply_n13,qasmbench,multiplier,target,B_400_0.75,B,400,0.75,standard,6,4,2,0.5,1,0.0,0.0,0.7273,0.6667,442,50,27,27,27,27,27,27,27,27,27,27,uniform_min_teq,27,fixed_ccz,0.0,27,0.147,27,proven,9.033,4096,21.0,0.0,0.0,0.2222,0.0,0.0,0,5,0,0,0,5,0,0,11934,11934,0.432,B,400,standard
qb_multiply_n13,qasmbench,multiplier,target,B_800_0.5,B,800,0.5,standard,6,4,2,0.5,1,0.0,0.0,2.5455,0.6667,772,39,26,26,26,26,26,26,26,39,26,26,uniform_min_teq,26,fixed_ccz,0.0,26,0.17,26,proven,19.555,4096,21.0,0.0,0.0,0.1923,0.0,0.0,0,4,0,0,0,4,0,0,20072,20072,0.928,B,800,standard
qb_multiply_n13,qasmbench,multiplier,target,C_400_0.25,C,400,0.25,standard,6,4,2,0.5,1,0.0,0.0,1.8182,0.1667,412,38,42,38,42,38,32,42,42,38,29,32,two_term_descent,32,two_term_descent,0.0,33,0.125,29,proven,13.899,4096,21.0,0.0938,0.1212,0.3636,0.5,0.3333,1,6,0,0,9,0,0,0,11948,13596,0.716,C,400,standard
qb_multiply_n13,qasmbench,multiplier,target,C_400_0.5,C,400,0.5,standard,6,4,2,0.5,1,0.0,0.0,1.2727,0.3333,394,37,29,29,29,29,32,29,29,37,28,29,uniform_min_teq,29,fixed_ccz,0.0,29,0.099,28,proven,11.192,4096,21.0,0.0345,0.0345,0.2759,0.1667,0.0,0,6,0,0,0,7,0,0,11032,11426,0.573,C,400,standard
qb_multiply_n13,qasmbench,multiplier,target,C_400_0.5_scarce,C,400,0.5,scarce,6,4,2,0.5,1,0.0,0.0,0.7426,0.1702,378,42,28,28,28,42,38,28,28,42,28,28,uniform_min_teq,28,fixed_ccz,0.0,28,0.081,28,proven,7.412,4096,21.0,0.0,0.0,0.25,0.0,0.0,0,6,0,0,0,6,0,0,10584,10584,0.385,C,400,scarce
qb_multiply_n13,qasmbench,multiplier,target,C_400_0.75,C,400,0.75,standard,6,4,2,0.5,1,0.0,0.0,0.7273,0.5,376,40,28,28,28,28,28,28,28,28,28,28,uniform_min_teq,28,fixed_ccz,0.0,28,0.153,28,proven,8.506,4096,21.0,0.0,0.0,0.25,0.0,0.0,0,6,0,0,0,6,0,0,10528,10528,0.389,C,400,standard
qb_multiply_n13,qasmbench,multiplier,target,C_800_0.5,C,800,0.5,standard,6,4,2,0.5,1,0.0,0.0,2.5455,0.6667,788,37,26,26,26,26,26,26,26,37,26,26,uniform_min_teq,26,fixed_ccz,0.0,26,0.163,26,proven,19.845,4096,21.0,0.0,0.0,0.1923,0.0,0.0,0,4,0,0,0,4,0,0,20488,20488,0.928,C,800,standard
qb_qram_n20,qasmbench,lookup,target,A_3200_0.5_abundant,A,3200,0.5,abundant,14,13,2,0.0769,2,0.0,0.0,13.1818,3.6667,3179,108,77,77,77,77,77,77,77,108,77,77,uniform_min_teq,77,fixed_ccz,0.0,77,0.225,77,bounded,21.617,8162,75.0,0.0,0.0,0.026,0.0,0.0,0,1,852,218,0,1,852,218,244783,244783,1.683,A,3200,abundant
qb_qram_n20,qasmbench,lookup,target,A_400_0.25,A,400,0.25,standard,14,13,2,0.0769,2,0.0,0.0,2.4545,0.1667,369,108,93,86,93,108,91,93,93,108,79,91,two_term_descent,86,uniform_oracle,0.0,86,0.166,79,bounded,21.034,17389,75.0,0.0814,0.0814,0.1279,0.2857,0.0,0,1,116,0,0,16,99,0,29151,31734,1.014,A,400,standard
qb_qram_n20,qasmbench,lookup,target,A_400_0.5,A,400,0.5,standard,14,13,2,0.0769,2,0.0,0.0,1.6364,0.5,414,108,77,77,77,77,77,77,77,108,77,77,uniform_min_teq,77,fixed_ccz,0.0,77,0.189,77,bounded,20.777,19744,75.0,0.0,0.0,0.026,0.0,0.0,0,1,78,0,0,1,78,0,31878,31878,0.792,A,400,standard
