workload,family,seed,n,C,B,T_ref_asap,smooth_T_static,smooth_T_exe,smooth_ratio_to_T_ref,smooth_stall_cycles,smooth_Delta_max,smooth_L_backlog,smooth_BacklogArea,smooth_max_backlog,smooth_num_backlog_intervals,smooth_longest_backlog_interval,failure_reason,failure_score,T_count,critical_path_length,slack_ratio,mean_slack,median_slack,p90_slack,fraction_zero_slack,fraction_slack_ge_2,fraction_slack_ge_5,ready_T_width_peak,ready_T_width_mean,D_peak,D_mean,D_std,D_cv,D_peak_to_mean,num_demand_peaks,demand_entropy,demand_gini,B_over_C,mean_demand_over_C,peak_demand_over_C,supply_tightness
approx_qft_n12,semi_real_qft,0,12,1,4,38.0,44,60,1.5789473684210527,16,20,21,164,16,1,21,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,19.028947368421054,42,38,0.9047619047619048,3.619047619047619,4.0,4.0,0.09523809523809523,0.9047619047619048,0.0,11,1.105263157894737,9,0.9545454545454546,2.1421584850814868,2.244166031990129,9.428571428571429,2,3.46234956501777,0.7683982683982684,4.0,0.9545454545454546,9.0,1.0
approx_qft_n12,semi_real_qft,0,12,1,8,38.0,44,56,1.4736842105263157,12,20,15,91,12,1,15,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,11.023684210526316,42,38,0.9047619047619048,3.619047619047619,4.0,4.0,0.09523809523809523,0.9047619047619048,0.0,11,1.105263157894737,9,0.9545454545454546,2.1421584850814868,2.244166031990129,9.428571428571429,2,3.46234956501777,0.7683982683982684,8.0,0.9545454545454546,9.0,0.9130434782608695
approx_qft_n12,semi_real_qft,0,12,1,12,38.0,44,52,1.368421052631579,8,20,10,38,8,1,10,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,5.118421052631579,42,38,0.9047619047619048,3.619047619047619,4.0,4.0,0.09523809523809523,0.9047619047619048,0.0,11,1.105263157894737,9,0.9545454545454546,2.1421584850814868,2.244166031990129,9.428571428571429,2,3.46234956501777,0.7683982683982684,12.0,0.9545454545454546,9.0,0.84
approx_qft_n12,semi_real_qft,0,12,2,0,38.0,38,44,1.1578947368421053,6,12,9,57,12,2,8,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,6.707894736842105,42,38,0.9047619047619048,3.619047619047619,4.0,4.0,0.09523809523809523,0.9047619047619048,0.0,11,1.105263157894737,10,1.105263157894737,2.468639873591279,2.233531314201633,9.047619047619047,1,3.0173506141631785,0.8333333333333333,0.0,0.5526315789473685,5.0,0.5526315789473685
approx_qft_n12,semi_real_qft,0,12,2,4,37.99999999999999,38,42,1.105263157894737,4,12,6,25,8,1,6,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,3.155263157894737,42,38,0.9047619047619048,3.619047619047619,4.0,4.0,0.09523809523809523,0.9047619047619048,0.0,11,1.105263157894737,10,1.105263157894737,2.468639873591279,2.233531314201633,9.047619047619047,1,3.0173506141631785,0.8333333333333333,2.0,0.5526315789473685,5.0,0.525
approx_qft_n12,semi_real_qft,0,12,2,8,38.0,38,40,1.0526315789473684,2,12,2,6,4,1,2,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,0.8026315789473684,42,38,0.9047619047619048,3.619047619047619,4.0,4.0,0.09523809523809523,0.9047619047619048,0.0,11,1.105263157894737,10,1.105263157894737,2.468639873591279,2.233531314201633,9.047619047619047,1,3.0173506141631785,0.8333333333333333,4.0,0.5526315789473685,5.0,0.5
larger_multiplier_n16,semi_real_multiplier_larger,0,16,1,0,82.0,268,288,3.5121951219512195,20,20,25,244,20,1,25,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,29.36219512195122,266,82,0.9624060150375939,9.68421052631579,10.0,10.0,0.03759398496240601,0.9624060150375939,0.9624060150375939,17,3.2439024390243905,17,0.9925373134328358,1.109633990057663,1.1179771027648635,17.127819548872182,1,7.703828043391248,0.17116485242958146,0.0,0.9925373134328358,17.0,3.2439024390243905
larger_multiplier_n16,semi_real_multiplier_larger,0,16,1,8,82.0,268,280,3.4146341463414633,12,20,13,83,12,1,13,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,11.964634146341464,266,82,0.9624060150375939,9.68421052631579,10.0,10.0,0.03759398496240601,0.9624060150375939,0.9624060150375939,17,3.2439024390243905,17,0.9925373134328358,1.109633990057663,1.1179771027648635,17.127819548872182,1,7.703828043391248,0.17116485242958146,8.0,0.9925373134328358,17.0,2.9555555555555557
larger_multiplier_n16,semi_real_multiplier_larger,0,16,2,0,82.0,135,156,1.9024390243902438,21,42,31,652,42,1,31,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,69.15243902439025,266,82,0.9624060150375939,9.68421052631579,10.0,10.0,0.03759398496240601,0.9624060150375939,0.9624060150375939,17,3.2439024390243905,17,1.9703703703703703,2.558763418762305,1.2986205320786135,8.62781954887218,1,6.345546205388179,0.385296574770259,0.0,0.9851851851851852,8.5,1.6219512195121952
larger_multiplier_n16,semi_real_multiplier_larger,0,16,2,8,82.0,135,152,1.853658536585366,17,42,26,417,34,2,24,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,45.10365853658537,266,82,0.9624060150375939,9.68421052631579,10.0,10.0,0.03759398496240601,0.9624060150375939,0.9624060150375939,17,3.2439024390243905,17,1.9703703703703703,2.558763418762305,1.2986205320786135,8.62781954887218,1,6.345546205388179,0.385296574770259,4.0,0.9851851851851852,8.5,1.5465116279069768
larger_multiplier_n16,semi_real_multiplier_larger,0,16,3,0,82.0,91,112,1.3658536585365855,21,63,45,1351,63,2,43,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,139.91585365853658,266,82,0.9624060150375939,9.68421052631579,10.0,10.0,0.03759398496240601,0.9624060150375939,0.9624060150375939,17,3.2439024390243905,17,2.923076923076923,4.41832042383859,1.5115306713132017,5.815789473684211,1,5.25206237219731,0.6336445509377842,0.0,0.9743589743589743,5.666666666666667,1.08130081300813
larger_multiplier_n16,semi_real_multiplier_larger,0,16,3,8,82.0,91,110,1.3414634146341464,19,63,38,1014,55,2,37,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,105.49146341463415,266,82,0.9624060150375939,9.68421052631579,10.0,10.0,0.03759398496240601,0.9624060150375939,0.9624060150375939,17,3.2439024390243905,17,2.923076923076923,4.41832042383859,1.5115306713132017,5.815789473684211,1,5.25206237219731,0.6336445509377842,2.6666666666666665,0.9743589743589743,5.666666666666667,1.047244094488189
phase_estimation_like_n10,semi_real_phase_estimation_like,0,10,1,0,42.0,52,63,1.5,11,11,18,102,11,2,16,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,12.450000000000001,50,42,0.92,7.56,8.0,9.0,0.08,0.92,0.92,11,1.1904761904761905,9,0.9615384615384616,1.652056276531887,1.7181385275931624,9.36,1,4.433269689515108,0.5892307692307692,0.0,0.9615384615384616,9.0,1.1904761904761905
phase_estimation_like_n10,semi_real_phase_estimation_like,0,10,1,8,42.0,52,55,1.3095238095238095,3,11,4,9,3,1,4,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,1.5595238095238095,50,42,0.92,7.56,8.0,9.0,0.08,0.92,0.92,11,1.1904761904761905,9,0.9615384615384616,1.652056276531887,1.7181385275931624,9.36,1,4.433269689515108,0.5892307692307692,8.0,0.9615384615384616,9.0,1.0
larger_exact_qft_n12,semi_real_qft_larger,0,12,1,0,38.0,72,80,2.1052631578947367,8,8,17,83,8,2,16,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,11.055263157894737,70,38,0.9428571428571428,3.7714285714285714,4.0,4.0,0.05714285714285714,0.9428571428571428,0.0,11,1.8421052631578947,5,0.9722222222222222,0.927544880948,0.9540461632608,5.142857142857143,2,5.586794896215865,0.3670634920634921,0.0,0.9722222222222222,5.0,1.8421052631578947
larger_exact_qft_n12,semi_real_qft_larger,0,12,1,8,38.0,72,72,1.894736842105263,0,8,0,0,0,0,0,misses_1.05_T_ref,0.844736842105263,70,38,0.9428571428571428,3.7714285714285714,4.0,4.0,0.05714285714285714,0.9428571428571428,0.0,11,1.8421052631578947,5,0.9722222222222222,0.927544880948,0.9540461632608,5.142857142857143,2,5.586794896215865,0.3670634920634921,8.0,0.9722222222222222,5.0,1.5217391304347827
larger_exact_qft_n12,semi_real_qft_larger,0,12,2,0,38.0,38,48,1.263157894736842,10,19,24,284,19,2,23,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,31.013157894736842,70,38,0.9428571428571428,3.7714285714285714,4.0,4.0,0.05714285714285714,0.9428571428571428,0.0,11,1.8421052631578947,10,1.8421052631578947,2.7098875077591584,1.4710817899264004,5.428571428571429,1,3.8277173546477608,0.7067669172932329,0.0,0.9210526315789473,5.0,0.9210526315789473
larger_exact_qft_n12,semi_real_qft_larger,0,12,2,8,38.0,38,44,1.1578947368421053,6,19,17,113,11,1,17,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,13.107894736842105,70,38,0.9428571428571428,3.7714285714285714,4.0,4.0,0.05714285714285714,0.9428571428571428,0.0,11,1.8421052631578947,10,1.8421052631578947,2.7098875077591584,1.4710817899264004,5.428571428571429,1,3.8277173546477608,0.7067669172932329,4.0,0.9210526315789473,5.0,0.8333333333333334
