workload,family,seed,n,C,B,T_ref_asap,smooth_T_static,smooth_T_exe,smooth_ratio_to_T_ref,smooth_stall_cycles,smooth_Delta_max,smooth_L_backlog,smooth_BacklogArea,smooth_max_backlog,smooth_num_backlog_intervals,smooth_longest_backlog_interval,failure_reason,failure_score,T_count,critical_path_length,slack_ratio,mean_slack,median_slack,p90_slack,fraction_zero_slack,fraction_slack_ge_2,fraction_slack_ge_5,ready_T_width_peak,ready_T_width_mean,D_peak,D_mean,D_std,D_cv,D_peak_to_mean,num_demand_peaks,demand_entropy,demand_gini,B_over_C,mean_demand_over_C,peak_demand_over_C,supply_tightness
multiplier_n12,semi_real_multiplier,0,12,1,8,62.0,154,160,2.5806451612903225,6,14,7,22,6,1,7,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,4.430645161290323,152,62,0.9473684210526315,7.657894736842105,8.0,8.0,0.05263157894736842,0.9473684210526315,0.9473684210526315,13,2.4516129032258065,12,0.987012987012987,1.0318751874275978,1.0454524925253292,12.157894736842106,1,6.862866164673958,0.20873205741626788,8.0,0.987012987012987,12.0,2.1714285714285713
multiplier_n12,semi_real_multiplier,0,12,1,12,62.0,154,156,2.5161290322580645,2,14,2,3,2,1,2,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,1.9661290322580645,152,62,0.9473684210526315,7.657894736842105,8.0,8.0,0.05263157894736842,0.9473684210526315,0.9473684210526315,13,2.4516129032258065,12,0.987012987012987,1.0318751874275978,1.0454524925253292,12.157894736842106,1,6.862866164673958,0.20873205741626788,12.0,0.987012987012987,12.0,2.054054054054054
multiplier_n12,semi_real_multiplier,0,12,2,0,62.0,78,93,1.5,15,30,28,396,30,1,28,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,42.85,152,62,0.9473684210526315,7.657894736842105,8.0,8.0,0.05263157894736842,0.9473684210526315,0.9473684210526315,13,2.4516129032258065,12,1.9487179487179487,2.611107613969429,1.3399104861158913,6.157894736842105,4,5.35267619742638,0.5074224021592444,0.0,0.9743589743589743,6.0,1.2258064516129032
multiplier_n12,semi_real_multiplier,0,12,2,4,62.0,78,91,1.467741935483871,13,30,23,291,26,1,23,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,31.817741935483873,152,62,0.9473684210526315,7.657894736842105,8.0,8.0,0.05263157894736842,0.9473684210526315,0.9473684210526315,13,2.4516129032258065,12,1.9487179487179487,2.611107613969429,1.3399104861158913,6.157894736842105,4,5.35267619742638,0.5074224021592444,2.0,0.9743589743589743,6.0,1.1875
multiplier_n12,semi_real_multiplier,0,12,2,8,62.0,78,89,1.435483870967742,11,30,20,204,22,2,18,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,22.785483870967745,152,62,0.9473684210526315,7.657894736842105,8.0,8.0,0.05263157894736842,0.9473684210526315,0.9473684210526315,13,2.4516129032258065,12,1.9487179487179487,2.611107613969429,1.3399104861158913,6.157894736842105,4,5.35267619742638,0.5074224021592444,4.0,0.9743589743589743,6.0,1.1515151515151516
multiplier_n12,semi_real_multiplier,0,12,2,12,61.99999999999999,78,87,1.403225806451613,9,30,16,132,18,1,16,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,15.153225806451614,152,62,0.9473684210526315,7.657894736842105,8.0,8.0,0.05263157894736842,0.9473684210526315,0.9473684210526315,13,2.4516129032258065,12,1.9487179487179487,2.611107613969429,1.3399104861158913,6.157894736842105,4,5.35267619742638,0.5074224021592444,6.0,0.9743589743589743,6.0,1.1176470588235294
multiplier_n12,semi_real_multiplier,0,12,3,0,62.00000000000001,62,68,1.096774193548387,6,18,19,144,18,3,16,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,16.346774193548388,152,62,0.9473684210526315,7.657894736842105,8.0,8.0,0.05263157894736842,0.9473684210526315,0.9473684210526315,13,2.4516129032258065,13,2.4516129032258065,3.795912144853515,1.548332585400776,5.302631578947368,1,4.543611040255845,0.7005517826825127,0.0,0.8172043010752689,4.333333333333333,0.8172043010752689
multiplier_n12,semi_real_multiplier,0,12,3,4,62.00000000000001,62,67,1.0806451612903225,5,18,13,80,14,2,11,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,9.330645161290322,152,62,0.9473684210526315,7.657894736842105,8.0,8.0,0.05263157894736842,0.9473684210526315,0.9473684210526315,13,2.4516129032258065,13,2.4516129032258065,3.795912144853515,1.548332585400776,5.302631578947368,1,4.543611040255845,0.7005517826825127,1.3333333333333333,0.8172043010752689,4.333333333333333,0.8
multiplier_n12,semi_real_multiplier,0,12,3,8,62.0,62,66,1.064516129032258,4,18,8,36,10,2,7,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,4.414516129032258,152,62,0.9473684210526315,7.657894736842105,8.0,8.0,0.05263157894736842,0.9473684210526315,0.9473684210526315,13,2.4516129032258065,13,2.4516129032258065,3.795912144853515,1.548332585400776,5.302631578947368,1,4.543611040255845,0.7005517826825127,2.6666666666666665,0.8172043010752689,4.333333333333333,0.7835051546391752
multiplier_n12,semi_real_multiplier,0,12,3,12,62.0,62,64,1.032258064516129,2,18,3,11,6,2,2,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea,1.4000000000000001,152,62,0.9473684210526315,7.657894736842105,8.0,8.0,0.05263157894736842,0.9473684210526315,0.9473684210526315,13,2.4516129032258065,13,2.4516129032258065,3.795912144853515,1.548332585400776,5.302631578947368,1,4.543611040255845,0.7005517826825127,4.0,0.8172043010752689,4.333333333333333,0.7676767676767676
exact_qft_n8,semi_real_qft,0,8,1,0,26.0,33,39,1.5,6,6,14,51,6,1,14,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,6.950000000000001,31,26,0.9032258064516129,1.8064516129032258,2,2.0,0.0967741935483871,0.9032258064516129,0.0,7,1.1923076923076923,5,0.9393939393939394,1.1531089448751788,1.2275030703509966,5.32258064516129,1,4.039211536948156,0.5708699902248289,0.0,0.9393939393939394,5.0,1.1923076923076923
exact_qft_n8,semi_real_qft,0,8,1,4,25.999999999999996,33,35,1.3461538461538463,2,6,6,8,2,2,5,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,1.6961538461538463,31,26,0.9032258064516129,1.8064516129032258,2,2.0,0.0967741935483871,0.9032258064516129,0.0,7,1.1923076923076923,5,0.9393939393939394,1.1531089448751788,1.2275030703509966,5.32258064516129,1,4.039211536948156,0.5708699902248289,4.0,0.9393939393939394,5.0,1.0333333333333334
exact_qft_n8,semi_real_qft,0,8,1,8,26.0,33,33,1.2692307692307692,0,6,0,0,0,0,0,misses_1.05_T_ref,0.21923076923076912,31,26,0.9032258064516129,1.8064516129032258,2,2.0,0.0967741935483871,0.9032258064516129,0.0,7,1.1923076923076923,5,0.9393939393939394,1.1531089448751788,1.2275030703509966,5.32258064516129,1,4.039211536948156,0.5708699902248289,8.0,0.9393939393939394,5.0,0.9117647058823529
exact_qft_n8,semi_real_qft,0,8,1,12,26.0,33,33,1.2692307692307692,0,6,0,0,0,0,0,misses_1.05_T_ref;C_ref_star_worse_than_best,0.21923076923076912,31,26,0.9032258064516129,1.8064516129032258,2,2.0,0.0967741935483871,0.9032258064516129,0.0,7,1.1923076923076923,5,0.9393939393939394,1.1531089448751788,1.2275030703509966,5.32258064516129,1,4.039211536948156,0.5708699902248289,12.0,0.9393939393939394,5.0,0.8157894736842105
exact_qft_n8,semi_real_qft,0,8,2,12,26,26,26,1.0,0,0,0,0,0,0,0,C_ref_star_worse_than_best,0.0,31,26,0.9032258064516129,1.8064516129032258,2,2.0,0.0967741935483871,0.9032258064516129,0.0,7,1.1923076923076923,5,1.1923076923076923,1.6645450006448002,1.3960700005408002,4.193548387096774,3,3.330367393366315,0.6885856079404467,6.0,0.5961538461538461,2.5,0.484375
exact_qft_n8,semi_real_qft,0,8,3,12,26,26,26,1.0,0,0,0,0,0,0,0,C_ref_star_worse_than_best,0.0,31,26,0.9032258064516129,1.8064516129032258,2,2.0,0.0967741935483871,0.9032258064516129,0.0,7,1.1923076923076923,5,1.1923076923076923,1.6645450006448002,1.3960700005408002,4.193548387096774,3,3.3303673933663145,0.6885856079404467,4.0,0.3974358974358974,1.6666666666666667,0.34444444444444444
exact_qft_n8,semi_real_qft,0,8,4,12,26,26,26,1.0,0,0,0,0,0,0,0,C_ref_star_worse_than_best,0.0,31,26,0.9032258064516129,1.8064516129032258,2,2.0,0.0967741935483871,0.9032258064516129,0.0,7,1.1923076923076923,5,1.1923076923076923,1.710133390416593,1.4343054242203683,4.193548387096774,3,3.290202474081265,0.6985111662531016,3.0,0.2980769230769231,1.25,0.2672413793103448
exact_qft_n8,semi_real_qft,0,8,5,12,26,26,26,1.0,0,0,0,0,0,0,0,C_ref_star_worse_than_best,0.0,31,26,0.9032258064516129,1.8064516129032258,2,2.0,0.0967741935483871,0.9032258064516129,0.0,7,1.1923076923076923,5,1.1923076923076923,1.710133390416593,1.4343054242203683,4.193548387096774,3,3.290202474081265,0.6985111662531016,2.4,0.23846153846153845,1.0,0.21830985915492956
approx_qft_n12,semi_real_qft,0,12,1,0,38.0,44,64,1.6842105263157894,20,20,26,259,20,1,26,smooth_stalls;Delta_max_gt_B;positive_L_backlog;positive_BacklogArea;misses_1.05_T_ref,29.13421052631579,42,38,0.9047619047619048,3.619047619047619,4.0,4.0,0.09523809523809523,0.9047619047619048,0.0,11,1.105263157894737,9,0.9545454545454546,2.1421584850814868,2.244166031990129,9.428571428571429,2,3.46234956501777,0.7683982683982684,0.0,0.9545454545454546,9.0,1.105263157894737
