workload,family,seed,n,schedule,C,B,p_acc,num_trials,T_ref_asap,mean_T_exe,median_T_exe,p90_T_exe,p95_T_exe,p99_T_exe,std_T_exe,mean_ratio_to_T_ref,p95_ratio_to_T_ref,p99_ratio_to_T_ref,mean_stall_cycles,p95_stall_cycles,stall_probability,target_violation_prob_5pct,target_violation_prob_10pct,mean_BacklogArea,p95_BacklogArea,mean_L_backlog,p95_L_backlog
larger_multiplier_n16,semi_real_multiplier_larger,0,16,delivery_aware_v2,3,8,0.995,200,82,110.15,110.0,111.0,111.0,111.0,0.37080992435478316,1.3432926829268295,1.353658536585366,1.353658536585366,19.15,20.0,1.0,1.0,1.0,47.785,51.0,8.515,9.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,robust_smooth,3,8,0.995,200,82,135.0,135.0,135.0,135.0,135.0,0.0,1.646341463414634,1.646341463414634,1.646341463414634,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,capacity_aware,3,8,0.99,200,82,114.0,114.0,114.0,114.0,114.0,0.0,1.390243902439024,1.3902439024390243,1.3902439024390243,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,smooth,3,8,0.99,200,82,110.54,110.0,111.0,111.04999999999998,112.0,0.5902541825349483,1.348048780487805,1.3542682926829268,1.3658536585365855,19.54,20.049999999999983,1.0,1.0,1.0,50.07,53.0,8.005,8.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,delivery_aware_v2,3,8,0.99,200,82,110.54,110.0,111.0,111.04999999999998,112.0,0.5902541825349483,1.348048780487805,1.3542682926829268,1.3658536585365855,19.54,20.049999999999983,1.0,1.0,1.0,48.505,52.0,8.825,10.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,robust_smooth,3,8,0.99,200,82,135.0,135.0,135.0,135.0,135.0,0.0,1.646341463414634,1.646341463414634,1.646341463414634,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,capacity_aware,3,8,0.95,200,82,114.555,114.0,116.0,116.0,118.0,0.8467437628940647,1.3970121951219512,1.4146341463414633,1.4390243902439024,0.555,2.0,0.39,1.0,1.0,0.57,2.0,0.555,2.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,smooth,3,8,0.95,200,82,113.97,114.0,115.0,116.0,117.00999999999999,1.2685030547854428,1.3898780487804876,1.4146341463414633,1.426951219512195,22.97,25.0,1.0,1.0,1.0,57.39,64.0,8.8,9.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,delivery_aware_v2,3,8,0.95,200,82,113.97,114.0,115.0,116.0,117.00999999999999,1.2685030547854428,1.3898780487804876,1.4146341463414633,1.426951219512195,22.97,25.0,1.0,1.0,1.0,54.395,60.0,10.645,12.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,robust_smooth,3,8,0.95,200,82,135.0,135.0,135.0,135.0,135.0,0.0,1.646341463414634,1.646341463414634,1.646341463414634,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,capacity_aware,3,8,0.9,200,82,119.005,119.0,121.0,122.0,123.0,1.7649291770493227,1.451280487804878,1.4878048780487805,1.5,5.005,8.0,0.995,1.0,1.0,5.52,9.0,4.99,8.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,smooth,3,8,0.9,200,82,118.965,119.0,121.0,122.0,123.0,1.803822330497103,1.4507926829268292,1.4878048780487805,1.5,27.965,31.0,1.0,1.0,1.0,65.96,72.0,9.965,12.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,delivery_aware_v2,3,8,0.9,200,82,118.965,119.0,121.0,122.0,123.0,1.803822330497103,1.4507926829268292,1.4878048780487805,1.5,27.965,31.0,1.0,1.0,1.0,62.145,69.0,13.03,15.0
larger_multiplier_n16,semi_real_multiplier_larger,0,16,robust_smooth,3,8,0.9,200,82,135.0,135.0,135.0,135.0,135.0,0.0,1.646341463414634,1.646341463414634,1.646341463414634,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
